var,role,current_control,n,countries,coef,se,p_raw,std_effect,r2_base,r2_full,greece_resid_base,greece_rank_base,greece_resid_full,greece_rank_full,p_fdr,boot_p,boot_exceedances
unmet_care,current,,242,27,0.7670470804083614,1.6520723426803925,0.6424372070574376,0.1779230094474525,0.22380437067839154,0.24479397746941656,47.74225660062523,1,52.63237442632114,1,0.6424372070574376,0.663,662.0
not_good_health,current,,242,27,-0.30312204652706104,0.30595159887278855,0.3218068714866186,0.2120849173733857,0.22380437067839154,0.2557414167806805,47.74225660062523,1,47.40593197750296,1,0.44249472780875854,0.428,427.0
chronic_illness,current,,241,27,-0.5076260115683753,0.30731449259471205,0.09857271913213292,0.316764452133036,0.2229829181675428,0.2951943074418305,47.64164433401183,1,45.230252806592546,1,0.3942908765285317,0.098,97.0
activity_limitation,current,,241,27,-0.3051702238094743,0.31449433938755017,0.3318710458565689,0.15467015421272315,0.22669036750942229,0.24496854290116288,47.570160176901766,1,46.985386911707764,1,0.44249472780875854,0.355,354.0
