gap,rank,r2,n,gap_cltu,gap_no_accumulation,coef_min,coef_max,branch
6.931071880828716,3,0.9066947889068452,269,3.805255413255059,27.051151297884832,0.24519715719244625,0.2920967816002442,"2 - material history explains a meaningful share, not the full difference"
