variable,label,n_obs,n_countries,r2,coef,p_value_raw,greece_oos_residual,greece_oos_rank,points_of_arop_gap_closed,p_fdr_bh,fdr_significant_05
cum_real_hourly_shortfall,Cumulative real hourly-compensation shortfall since 2008,270,27,0.5715168440799558,0.21872750221716003,4.698133563024203e-09,22.30839491300667,2,25.291605086993332,4.228320206721783e-08,True
employee_lfs_effort_squeeze,Employee-only LFS hours / relative PPS hourly compensation,270,27,0.4904818587194478,0.15879215803840765,0.00015456297634889167,40.39051925821539,1,7.20948074178461,0.0006955333935700125,True
hourly_compensation_pps,"Hourly compensation, purchasing-power standard",270,27,0.42442855058171847,-0.8501354981164295,0.00033523971277135093,42.37962364547462,1,5.220376354525385,0.0007542893537355397,True
work_effort_squeeze,Work-effort squeeze: relative hours / relative PPS hourly compensation,270,27,0.514344936335287,0.1704510548363101,0.0002817972181592678,38.78501841766282,1,8.814981582337182,0.0007542893537355397,True
weekly_actual_hours,"LFS actual weekly hours, all employed",270,27,0.49560149039414936,4.598349691816576,0.0017922730354321573,38.20465124682861,1,9.39534875317139,0.0028904606937583156,True
matched_employee_effort_squeeze,Matched national-accounts employee hours / PPS hourly compensation,270,27,0.4700976692125177,0.12952855948054215,0.001926973795838877,39.99324497246792,1,7.606755027532081,0.0028904606937583156,True
years_hourly_pay_below_2008,Years hourly compensation remained below own 2008 level,270,27,0.41909677543221746,1.9028915598795404,0.0206495806428367,40.3333445673634,1,7.266655432636604,0.02654946082650433,True
annual_hours_per_employee,National-accounts annual hours per employee,270,27,0.34980622727717325,0.027592592802614266,0.024967454244733307,43.67436437496182,1,3.9256356250381828,0.02808838602532497,True
real_hourly_comp_idx2008,"Real hourly compensation, own 2008=100",270,27,0.27275670472251645,-0.09142354644106401,0.5971692433271272,49.99682833395136,2,-2.396828333951362,0.5971692433271272,False
