geo,time,subjective_poverty,arop,unemployment_rate,real_gdp_pc,severe_mat_soc_deprivation,aic_pps_pc,gdp_pps_pc,housing_cost_overburden,arrears,unexpected_expenses,real_gdp_pc_k,aic_pps_pc_k,gdp_pps_pc_k,pct_below_peak,d_subjective_poverty,d2_subjective_poverty,d_arop,d2_arop,d_unemployment_rate,d2_unemployment_rate,d_real_gdp_pc,d2_real_gdp_pc,d_severe_mat_soc_deprivation,d2_severe_mat_soc_deprivation,d_aic_pps_pc,d2_aic_pps_pc,d_housing_cost_overburden,d2_housing_cost_overburden,d_arrears,d2_arrears,d_unexpected_expenses,d2_unexpected_expenses
BG,2020,43.7,23.8,6.1,9440.0,22.1,11830.3,17500.0,14.4,23.6,43.5,9.44,11.8303,17.5,2.1761658031088085,-6.3999999999999915,-0.5999999999999872,1.1999999999999993,0.5999999999999979,0.8999999999999995,1.8999999999999995,-210.0,-690.0,0.0,0.1999999999999993,86.59999999999854,-622.0000000000018,-1.5999999999999996,0.29999999999999893,-5.699999999999999,-3.1000000000000014,7.0,2.6000000000000014
BG,2021,37.099999999999994,22.1,5.2,10250.0,19.1,13391.8,19700.0,11.6,20.4,36.4,10.25,13.3918,19.7,0.0,-6.6000000000000085,-0.20000000000001705,-1.6999999999999993,-2.8999999999999986,-0.8999999999999995,-1.799999999999999,810.0,1020.0,-3.0,-3.0,1561.5,1474.9000000000015,-2.8000000000000007,-1.200000000000001,-3.200000000000003,2.4999999999999964,-7.100000000000001,-14.100000000000001
BG,2022,40.3,22.9,4.2,10740.0,18.7,15053.2,22400.0,15.1,19.9,42.4,10.74,15.0532,22.4,0.0,3.200000000000003,9.800000000000011,0.7999999999999972,2.4999999999999964,-1.0,-0.10000000000000053,490.0,-320.0,-0.40000000000000213,2.599999999999998,1661.4000000000015,99.90000000000146,3.5,6.300000000000001,-0.5,2.700000000000003,6.0,13.100000000000001
BG,2023,33.2,20.6,4.3,10950.0,18.0,16312.1,24300.0,11.1,18.8,46.7,10.95,16.3121,24.3,0.0,-7.099999999999994,-10.299999999999997,-2.299999999999997,-3.0999999999999943,0.09999999999999964,1.0999999999999996,210.0,-280.0,-0.6999999999999993,-0.29999999999999716,1258.8999999999996,-402.5000000000018,-4.0,-7.5,-1.0999999999999979,-0.5999999999999979,4.300000000000004,-1.6999999999999957
BG,2024,37.4,21.7,4.2,11330.0,16.6,17891.3,26300.0,8.0,18.7,45.6,11.33,17.891299999999998,26.3,0.0,4.199999999999996,11.29999999999999,1.0999999999999979,3.399999999999995,-0.09999999999999964,-0.1999999999999993,380.0,170.0,-1.3999999999999986,-0.6999999999999993,1579.199999999999,320.2999999999993,-3.0999999999999996,0.9000000000000004,-0.10000000000000142,0.9999999999999964,-1.1000000000000014,-5.400000000000006
CY,2015,58.8,16.2,15.0,21140.0,7.9,16985.7,22600.0,3.9,31.6,60.5,21.14,16.9857,22.6,15.910898965791567,,,,,,,,,,,,,,,,,,
CY,2016,59.8,16.1,13.0,22410.0,6.6,17860.7,24500.0,3.1,26.6,56.6,22.41,17.8607,24.5,10.859188544152744,1.0,,-0.09999999999999787,,-2.0,,1270.0,,-1.3000000000000007,,875.0,,-0.7999999999999998,,-5.0,,-3.8999999999999986,
CY,2017,43.599999999999994,15.7,11.1,23500.0,6.1,18817.7,25900.0,2.8,24.8,50.1,23.5,18.8177,25.9,6.523468575974543,-16.200000000000003,-17.200000000000003,-0.40000000000000213,-0.30000000000000426,-1.9000000000000004,0.09999999999999964,1090.0,-180.0,-0.5,0.8000000000000007,957.0,82.0,-0.30000000000000027,0.49999999999999956,-1.8000000000000007,3.1999999999999993,-6.5,-2.6000000000000014
CY,2018,46.4,15.4,8.4,24690.0,3.8,19647.8,27300.0,2.0,21.6,49.5,24.69,19.6478,27.3,1.7899761336515514,2.8000000000000043,19.000000000000007,-0.29999999999999893,0.1000000000000032,-2.6999999999999993,-0.7999999999999989,1190.0,100.0,-2.3,-1.7999999999999998,830.0999999999985,-126.90000000000146,-0.7999999999999998,-0.49999999999999956,-3.1999999999999993,-1.3999999999999986,-0.6000000000000014,5.899999999999999
CY,2019,36.3,15.1,7.2,25790.0,3.1,20649.1,28900.0,2.2,17.2,46.7,25.79,20.649099999999997,28.9,0.0,-10.100000000000001,-12.900000000000006,-0.3000000000000007,-1.7763568394002505e-15,-1.2000000000000002,1.4999999999999991,1100.0,-90.0,-0.6999999999999997,1.6,1001.2999999999993,171.20000000000073,0.20000000000000018,1.0,-4.400000000000002,-1.2000000000000028,-2.799999999999997,-2.1999999999999957
CY,2020,26.7,14.8,7.6,24630.0,3.3,19596.4,27200.0,1.9,15.4,43.7,24.63,19.596400000000003,27.2,4.497867390461419,-9.599999999999998,0.5000000000000036,-0.29999999999999893,1.7763568394002505e-15,0.39999999999999947,1.5999999999999996,-1160.0,-2260.0,0.19999999999999973,0.8999999999999995,-1052.699999999997,-2053.9999999999964,-0.30000000000000027,-0.5000000000000004,-1.799999999999999,2.600000000000003,-3.0,-0.20000000000000284
CY,2021,26.1,13.7,7.2,27030.0,2.4,20565.0,30400.0,2.4,17.3,42.1,27.03,20.565,30.4,0.0,-0.5999999999999979,9.0,-1.1000000000000014,-0.8000000000000025,-0.39999999999999947,-0.7999999999999989,2400.0,3560.0,-0.8999999999999999,-1.0999999999999996,968.5999999999985,2021.2999999999956,0.5,0.8000000000000003,1.9000000000000004,3.6999999999999993,-1.6000000000000014,1.3999999999999986
CY,2022,29.6,14.7,6.3,28850.0,2.7,23490.7,34500.0,2.6,13.9,40.3,28.85,23.4907,34.5,0.0,3.5,4.099999999999998,1.0,2.1000000000000014,-0.9000000000000004,-0.5000000000000009,1820.0,-580.0,0.30000000000000027,1.2000000000000002,2925.7000000000007,1957.1000000000022,0.20000000000000018,-0.2999999999999998,-3.4000000000000004,-5.300000000000001,-1.8000000000000043,-0.20000000000000284
CY,2023,24.200000000000003,14.9,5.8,29320.0,2.4,25642.3,37400.0,2.6,13.9,37.5,29.32,25.6423,37.4,0.0,-5.399999999999999,-8.899999999999999,0.20000000000000107,-0.7999999999999989,-0.5,0.40000000000000036,470.0,-1350.0,-0.30000000000000027,-0.6000000000000005,2151.5999999999985,-774.1000000000022,0.0,-0.20000000000000018,0.0,3.4000000000000004,-2.799999999999997,-0.9999999999999929
CY,2024,20.8,14.6,4.8,29950.0,2.5,26819.7,39500.0,2.4,12.5,34.8,29.95,26.8197,39.5,0.0,-3.400000000000002,1.9999999999999964,-0.3000000000000007,-0.5000000000000018,-1.0,-0.5,630.0,160.0,0.10000000000000009,0.40000000000000036,1177.4000000000015,-974.1999999999971,-0.20000000000000018,-0.20000000000000018,-1.4000000000000004,-1.4000000000000004,-2.700000000000003,0.09999999999999432
CZ,2015,26.6,9.7,5.1,19270.0,4.5,14337.0,24600.0,10.4,4.5,36.0,19.27,14.337,24.6,0.0,,,,,,,,,,,,,,,,,,
CZ,2016,23.200000000000003,9.7,4.0,19760.0,3.5,14877.5,25400.0,9.5,4.4,32.1,19.76,14.8775,25.4,0.0,-3.3999999999999986,,0.0,,-1.0999999999999996,,490.0,,-1.0,,540.5,,-0.9000000000000004,,-0.09999999999999964,,-3.8999999999999986,
CZ,2017,22.0,9.1,2.9,20760.0,3.4,15970.1,27200.0,8.7,3.2,28.1,20.76,15.9701,27.2,0.0,-1.2000000000000028,2.1999999999999957,-0.5999999999999996,-0.5999999999999996,-1.1,-4.440892098500626e-16,1000.0,510.0,-0.10000000000000009,0.8999999999999999,1092.6000000000004,552.1000000000004,-0.8000000000000007,0.09999999999999964,-1.2000000000000002,-1.1000000000000005,-4.0,-0.10000000000000142
CZ,2018,16.2,9.6,2.2,21320.0,2.4,16924.2,28500.0,7.8,3.0,23.7,21.32,16.9242,28.5,0.0,-5.800000000000001,-4.599999999999998,0.5,1.0999999999999996,-0.6999999999999997,0.40000000000000036,560.0,-440.0,-1.0,-0.8999999999999999,954.1000000000004,-138.5,-0.8999999999999995,-0.09999999999999876,-0.20000000000000018,1.0,-4.400000000000002,-0.40000000000000213
CZ,2019,13.1,10.1,2.0,22050.0,2.1,17698.6,30000.0,6.9,2.8,21.8,22.05,17.6986,30.0,0.0,-3.0999999999999996,2.700000000000001,0.5,0.0,-0.20000000000000018,0.49999999999999956,730.0,170.0,-0.2999999999999998,0.7000000000000002,774.3999999999978,-179.70000000000255,-0.8999999999999995,0.0,-0.20000000000000018,0.0,-1.8999999999999986,2.5000000000000036
CZ,2020,12.1,9.5,2.6,20980.0,1.9,17275.5,29200.0,6.5,3.0,19.6,20.98,17.2755,29.2,4.852607709750567,-1.0,2.0999999999999996,-0.5999999999999996,-1.0999999999999996,0.6000000000000001,0.8000000000000003,-1070.0,-1800.0,-0.20000000000000018,0.09999999999999964,-423.09999999999854,-1197.4999999999964,-0.40000000000000036,0.4999999999999991,0.20000000000000018,0.40000000000000036,-2.1999999999999993,-0.3000000000000007
CZ,2021,11.4,8.6,2.8,21830.0,1.8,18132.8,30500.0,6.2,2.4,18.1,21.83,18.1328,30.5,0.9977324263038548,-0.6999999999999993,0.3000000000000007,-0.9000000000000004,-0.3000000000000007,0.19999999999999973,-0.40000000000000036,850.0,1920.0,-0.09999999999999987,0.10000000000000031,857.2999999999993,1280.3999999999978,-0.2999999999999998,0.10000000000000053,-0.6000000000000001,-0.8000000000000003,-1.5,0.6999999999999993
CZ,2022,12.3,10.2,2.2,21910.0,2.1,19418.0,32400.0,6.9,2.7,17.5,21.91,19.418,32.4,0.6349206349206349,0.9000000000000004,1.5999999999999996,1.5999999999999996,2.5,-0.5999999999999996,-0.7999999999999994,80.0,-770.0,0.30000000000000004,0.3999999999999999,1285.2000000000007,427.90000000000146,0.7000000000000002,1.0,0.30000000000000027,0.9000000000000004,-0.6000000000000014,0.8999999999999986
CZ,2023,13.4,9.8,2.6,21680.0,2.7,20493.2,35000.0,9.1,2.9,19.7,21.68,20.4932,35.0,1.6780045351473922,1.0999999999999996,0.1999999999999993,-0.3999999999999986,-1.9999999999999982,0.3999999999999999,0.9999999999999996,-230.0,-310.0,0.6000000000000001,0.30000000000000004,1075.2000000000007,-210.0,2.1999999999999993,1.4999999999999991,0.19999999999999973,-0.10000000000000053,2.1999999999999993,2.8000000000000007
CZ,2024,14.2,9.5,2.6,21950.0,2.6,21409.1,36200.0,9.2,3.4,19.2,21.95,21.4091,36.2,0.45351473922902497,0.7999999999999989,-0.3000000000000007,-0.3000000000000007,0.09999999999999787,0.0,-0.3999999999999999,270.0,500.0,-0.10000000000000009,-0.7000000000000002,915.8999999999978,-159.3000000000029,0.09999999999999964,-2.0999999999999996,0.5,0.30000000000000027,-0.5,-2.6999999999999993
DE,2015,7.6,16.7,4.4,41230.0,5.7,23061.9,35100.0,15.6,5.2,30.4,41.23,23.0619,35.1,0.0,,,,,,,,,,,,,,,,,,
DE,2016,6.8999999999999995,16.5,3.9,41880.0,4.7,23681.8,36000.0,15.8,4.2,30.0,41.88,23.6818,36.0,0.0,-0.7000000000000002,,-0.1999999999999993,,-0.5000000000000004,,650.0,,-1.0,,619.8999999999978,,0.20000000000000107,,-1.0,,-0.3999999999999986,
DE,2017,6.1,16.1,3.5,42960.0,3.7,24376.9,37500.0,14.5,4.4,29.3,42.96,24.376900000000003,37.5,0.0,-0.7999999999999998,-0.09999999999999964,-0.3999999999999986,-0.1999999999999993,-0.3999999999999999,0.10000000000000053,1080.0,430.0,-1.0,0.0,695.1000000000022,75.20000000000437,-1.3000000000000007,-1.5000000000000018,0.20000000000000018,1.2000000000000002,-0.6999999999999993,-0.3000000000000007
DE,2018,5.9,16.0,3.2,43390.0,3.4,25091.1,38500.0,14.2,4.6,28.1,43.39,25.091099999999997,38.5,0.0,-0.1999999999999993,0.6000000000000005,-0.10000000000000142,0.29999999999999716,-0.2999999999999998,0.10000000000000009,430.0,-650.0,-0.30000000000000027,0.6999999999999997,714.1999999999971,19.099999999994907,-0.3000000000000007,1.0,0.1999999999999993,-8.881784197001252e-16,-1.1999999999999993,-0.5
DE,2019,5.1,14.8,2.9,43790.0,3.0,25507.3,39000.0,13.9,3.7,26.0,43.79,25.5073,39.0,0.0,-0.8000000000000007,-0.6000000000000014,-1.1999999999999993,-1.0999999999999979,-0.30000000000000027,-4.440892098500626e-16,400.0,-30.0,-0.3999999999999999,-0.09999999999999964,416.2000000000007,-297.99999999999636,-0.29999999999999893,1.7763568394002505e-15,-0.8999999999999995,-1.0999999999999988,-2.1000000000000014,-0.9000000000000021
DE,2020,5.7,16.1,3.6,42020.0,4.4,24546.0,38000.0,9.0,5.2,37.6,42.02,24.546,38.0,4.04201872573647,0.6000000000000005,1.4000000000000012,1.3000000000000007,2.5,0.7000000000000002,1.0000000000000004,-1770.0,-2170.0,1.4000000000000004,1.8000000000000003,-961.2999999999993,-1377.5,-4.9,-4.600000000000001,1.5,2.3999999999999995,11.600000000000001,13.700000000000003
DE,2021,6.699999999999999,16.0,3.6,43730.0,4.3,25935.9,40500.0,11.0,5.6,32.3,43.73,25.9359,40.5,0.13701758392327015,0.9999999999999991,0.3999999999999986,-0.10000000000000142,-1.4000000000000021,0.0,-0.7000000000000002,1710.0,3480.0,-0.10000000000000053,-1.5000000000000009,1389.9000000000015,2351.2000000000007,2.0,6.9,0.39999999999999947,-1.1000000000000005,-5.300000000000004,-16.900000000000006
DE,2022,8.5,14.8,3.1,44230.0,6.2,28646.9,43300.0,11.9,5.9,33.9,44.23,28.6469,43.3,0.0,1.8000000000000007,0.8000000000000016,-1.1999999999999993,-1.0999999999999979,-0.5,-0.5,500.0,-1210.0,1.9000000000000004,2.000000000000001,2711.0,1321.0999999999985,0.9000000000000004,-1.0999999999999996,0.3000000000000007,-0.09999999999999876,1.6000000000000014,6.900000000000006
DE,2023,9.7,14.4,3.1,43450.0,6.9,29631.7,45100.0,13.0,8.3,35.0,43.45,29.6317,45.1,1.7635089305900973,1.1999999999999993,-0.6000000000000014,-0.40000000000000036,0.7999999999999989,0.0,0.5,-780.0,-1280.0,0.7000000000000002,-1.2000000000000002,984.7999999999993,-1726.2000000000007,1.0999999999999996,0.1999999999999993,2.4000000000000004,2.0999999999999996,1.1000000000000014,-0.5
DE,2024,7.300000000000001,15.5,3.5,43110.0,6.2,30746.4,46400.0,12.0,7.2,32.2,43.11,30.7464,46.4,2.5322179516165497,-2.3999999999999986,-3.599999999999998,1.0999999999999996,1.5,0.3999999999999999,0.3999999999999999,-340.0,440.0,-0.7000000000000002,-1.4000000000000004,1114.7000000000007,129.90000000000146,-1.0,-2.0999999999999996,-1.1000000000000005,-3.500000000000001,-2.799999999999997,-3.8999999999999986
DK,2015,10.4,12.2,6.3,50810.0,3.2,23061.2,35200.0,15.1,6.3,26.5,50.81,23.0612,35.2,0.8972108445484689,,,,,,,,,,,,,,,,,,
DK,2016,10.0,11.9,6.0,51950.0,2.6,23446.3,36000.0,15.1,5.8,24.5,51.95,23.4463,36.0,0.0,-0.40000000000000036,,-0.29999999999999893,,-0.2999999999999998,,1140.0,,-0.6000000000000001,,385.09999999999854,,0.0,,-0.5,,-2.0,
DK,2017,9.4,12.4,5.8,53200.0,3.6,24479.3,38000.0,15.7,6.0,25.1,53.2,24.4793,38.0,0.0,-0.5999999999999996,-0.1999999999999993,0.5,0.7999999999999989,-0.20000000000000018,0.09999999999999964,1250.0,110.0,1.0,1.6,1033.0,647.9000000000015,0.5999999999999996,0.5999999999999996,0.20000000000000018,0.7000000000000002,0.6000000000000014,2.6000000000000014
DK,2018,9.3,12.7,5.1,53920.0,3.5,25301.7,38800.0,14.7,8.7,25.2,53.92,25.3017,38.8,0.0,-0.09999999999999964,0.5,0.29999999999999893,-0.20000000000000107,-0.7000000000000002,-0.5,720.0,-530.0,-0.10000000000000009,-1.1,822.4000000000015,-210.59999999999854,-1.0,-1.5999999999999996,2.6999999999999993,2.499999999999999,0.09999999999999787,-0.5000000000000036
DK,2019,9.4,12.5,5.0,54630.0,3.8,25569.9,39400.0,15.6,7.3,22.9,54.63,25.5699,39.4,0.0,0.09999999999999964,0.1999999999999993,-0.1999999999999993,-0.4999999999999982,-0.09999999999999964,0.6000000000000005,710.0,-10.0,0.2999999999999998,0.3999999999999999,268.2000000000007,-554.2000000000007,0.9000000000000004,1.9000000000000004,-1.3999999999999995,-4.099999999999999,-2.3000000000000007,-2.3999999999999986
DK,2020,8.5,12.1,5.6,53540.0,3.5,25739.5,40100.0,14.1,7.7,22.7,53.54,25.7395,40.1,1.995240710232473,-0.9000000000000004,-1.0,-0.40000000000000036,-0.20000000000000107,0.5999999999999996,0.6999999999999993,-1090.0,-1800.0,-0.2999999999999998,-0.5999999999999996,169.59999999999854,-98.60000000000218,-1.5,-2.4000000000000004,0.40000000000000036,1.7999999999999998,-0.1999999999999993,2.1000000000000014
DK,2021,8.1,12.3,5.1,56780.0,3.1,27852.1,44200.0,15.5,6.3,19.5,56.78,27.8521,44.2,0.0,-0.40000000000000036,0.5,0.20000000000000107,0.6000000000000014,-0.5,-1.0999999999999996,3240.0,4330.0,-0.3999999999999999,-0.10000000000000009,2112.5999999999985,1943.0,1.4000000000000004,2.9000000000000004,-1.4000000000000004,-1.8000000000000007,-3.1999999999999993,-3.0
DK,2022,10.3,12.4,4.5,56530.0,3.2,28675.2,48500.0,14.7,6.7,20.2,56.53,28.6752,48.5,0.44029587883057414,2.200000000000001,2.6000000000000014,0.09999999999999964,-0.10000000000000142,-0.5999999999999996,-0.09999999999999964,-250.0,-3490.0,0.10000000000000009,0.5,823.1000000000022,-1289.4999999999964,-0.8000000000000007,-2.200000000000001,0.40000000000000036,1.8000000000000007,0.6999999999999993,3.8999999999999986
