outcome,p3_residual,p3_rank,p3_r2,companion_residual,companion_rank,companion_r2,degradation,companion_residual_no_accumulation,retained_narrowing,cum_coef_p3,cum_coef_companion,cum_se_companion,bootstrap_t,bootstrap_p,loo_coef_min,loo_coef_max,loo_sign_stable,max_vif,n,rows_excluded_by_equal_sample
C,6.931071880828716,3,0.9066947889068452,-9.392170463956958,25,0.8209252139419786,2.4621704639569586,9.51619968960082,0.01303348287020486,0.2807915886223866,0.22714859047987496,0.045864603670479474,4.9525902831703315,0.0285,0.1654840623522881,0.24902061049575988,True,4.815924041611075,269,0
