primary,primary_outcome,primary_boot_p,primary_borderline,sensitivity,sens_class,differs,coef,se,p_raw,p_fdr,boot_p,outcome,disposition,n,note
acc_cum_excess_unemployment,supported,0.0025,False,cum_excess_ltu,DECLARED,long-term rather than total unemployment,0.5127405049680215,0.08167255594339816,3.4295054944523846e-10,3.4295054944523846e-10,0.02,supported,confirms_primary,270.0,
dur_real_wages_below,supported,0.0245,False,wage_years_below_peak,ALTERNATIVE,own rolling peak rather than fixed 2008,1.1387849584987597,0.5757387771746608,0.0479338685670564,0.0958677371341128,,inconclusive_under_available_power,qualifies_primary,270.0,
dur_real_wages_below,supported,0.0245,False,wage_longest_streak_2008,ALTERNATIVE,"longest run ever, not the current run",1.2934274321695132,0.750417033115743,0.08477800009676979,0.11303733346235972,,inconclusive_under_available_power,qualifies_primary,270.0,
dur_real_wages_below,supported,0.0245,False,wage_longest_streak_peak,ALTERNATIVE,"longest run, own-peak basis",0.8242777804943813,0.8107484952416922,0.3093021611549954,0.3093021611549954,,unsupported_with_adequate_power,qualifies_primary,270.0,
acc_real_wages_shortfall,inconclusive_under_available_power,0.074,False,cum_wage_shortfall_ownpeak,ALTERNATIVE,own rolling peak rather than fixed 2008,0.09840641973585176,0.04462860454370653,0.027453549374138086,0.032409437360893356,0.087,inconclusive_under_available_power,cannot_promote,270.0,
acc_pct_below_peak,inconclusive_under_available_power,0.3145,False,cum_gdp_shortfall_2008base,ALTERNATIVE,fixed 2008 base rather than own peak,0.1721243595072825,0.04172633777725535,3.706106189791258e-05,4.262595723310946e-05,0.317,inconclusive_under_available_power,cannot_promote,270.0,
acc_hicp_compounded,inconclusive_under_available_power,,False,,,,,,,,,,none_available,,"No accumulated inflation sensitivity was PRE-DECLARED. Constructing category-specific accumulated measures after the primary result was known would reopen exploratory searching. (E2 excluded ANNUAL food and housing inflation at one magnitude; it did not exclude every possible accumulated category measure, and citing it as though it had would overstate what that stage established.)"
acc_housing_excess,supported,0.046,True,,,,,,,,,,none_available,,"No alternative construction is available that is not a rebasing exercise. Trying other baselines until one performs better is the move the protocol exists to prevent, and the 2010 base is already forced by coverage."
