stage,var,name,adverse,n,countries,coef,se,ci_lo,ci_hi,p_raw,std_effect,ci_abs_std_upper,boot_p,loo_min,loo_max,loo_sign_stable,greece_resid_base,greece_resid_full,greece_improves,p_fdr,fdr_rejected,outcome,failed_gate,notes
accumulated,acc_unmet_care,Unmet medical care,higher_is_worse,242,27,0.11407911282078015,0.12790827451161513,-0.1366164985466481,0.3647747241882084,0.3724560782521219,0.3029827915100198,0.968805432248321,0.494,0.0005344100020937281,0.20834477155123654,True,47.75390226200746,47.726822631856656,True,0.3724560782521219,False,inconclusive_under_available_power,power,"does not survive FDR within its declared family; interval still admits an effect of 0.7 SD (largest admitted 0.97 SD); power is the binding constraint, not evidence of absence"
accumulated,acc_not_good_health,Not good or very good health,higher_is_worse,242,27,-0.06524833127766017,0.053360203312262613,-0.16983240797742977,0.03933574542210945,0.22140896486877115,-0.20086253161718154,0.52281746902956,0.288,-0.0863039931007835,-0.02339281634970833,True,47.75390226200746,46.96101228391498,True,0.2952119531583615,False,unsupported_with_adequate_power,fdr,coefficient -0.0652 contradicts pre-registered direction (higher_is_worse); does not survive FDR within its declared family; interval excludes effects of 0.7 SD (largest admitted 0.52 SD)
accumulated,acc_chronic_illness,Long-standing illness,higher_is_worse,241,27,-0.15725141448610064,0.0824048966258691,-0.31876204402255026,0.004259215050349013,0.056355352647844754,-0.24785370496459003,0.5024206228685985,0.109,-0.22522267345350927,-0.09996154326568796,True,47.65328853265552,46.39000449790452,True,0.22542141059137902,False,unsupported_with_adequate_power,fdr,coefficient -0.1573 contradicts pre-registered direction (higher_is_worse); does not survive FDR within its declared family; interval excludes effects of 0.7 SD (largest admitted 0.50 SD)
accumulated,acc_activity_limitation,Activity limitation,higher_is_worse,241,27,-0.14805158953662845,0.09387085200477693,-0.3320350786640808,0.03593189959082388,0.11475323340753775,-0.23730677412970289,0.5322075478033366,0.131,-0.18162352775443272,-0.07536373156964665,True,47.58230226596073,46.332565046508506,True,0.2295064668150755,False,unsupported_with_adequate_power,fdr,coefficient -0.1481 contradicts pre-registered direction (higher_is_worse); does not survive FDR within its declared family; interval excludes effects of 0.7 SD (largest admitted 0.53 SD)
