construct,current,accumulated,n_common,cur_coef,acc_coef,cur_p,acc_p,cur_greece_resid,acc_greece_resid,accumulated_better
C2,ltu_rate,acc_cum_excess_unemployment,270,4.340207205114714,0.4145337649753832,2.6518435010956463e-08,6.223166387032333e-33,21.83878929974279,9.579878586370427,True
C3,real_wages_idx,acc_real_wages_shortfall,270,-0.09235403607058865,0.09517534689776902,0.6129954751679494,0.032409437360893356,49.349306029346224,38.49122302067963,True
C3,pct_below_peak,acc_pct_below_peak,270,1.8674728659015756,0.1745289344490699,1.1546491388858458e-05,4.262595723310946e-05,40.24658350416925,35.449111967662525,True
C3,arop_threshold_real,acc_threshold_shortfall,260,-0.05559295423141858,0.14765400559838762,0.6530577768945974,2.010858488248997e-06,53.04592066147311,51.62249996651882,True
C4,wadj_a01,acc_wadj_excess,270,0.31103729532647134,0.013517350674382006,7.784631375867675e-06,1.606963910430718e-07,38.843666000247495,47.704542043326235,False
C5,hicp,acc_hicp_compounded,270,-0.9925466673539652,-0.17927349087968694,0.3212672658429202,0.3666237070413477,46.66758205523671,46.63434295724694,True
C6,housing_cost_overburden,acc_housing_excess,269,1.13852571733739,0.2540445434090798,0.008183618608460118,1.1708264979475992e-30,49.6319100948561,17.730644116194004,True
