pair,acc_between,acc_between_p,acc_within,acc_within_p,fd_acc,fd_acc_p,fd_n,dynamic_permitted
P1_ltu,0.3214444195416093,8.116681882429197e-07,0.09062255583839657,0.6866558307418207,0.04613387511344057,0.7323550097817069,243,False
P2_wage_area,0.12574482541229418,0.013046603551488584,-0.032891374214046316,0.3147482602058883,-0.059578046072559065,0.02843795865375093,243,False
P3_wage_duration,2.7790858137576633,0.002535385873688476,0.49032032469988307,0.08227359477779167,0.07211434256975127,0.49515659633287756,243,False
P4_gdp,0.1144490173499106,0.028926729297147392,0.07367407970278211,0.060037669877513966,0.027278001521442767,0.14416509105221506,243,False
P5_threshold,0.20826435858472914,1.5924467032666733e-10,0.010078493763774149,0.5599462131247388,-0.014760804130474198,0.39168528955703363,234,False
P6_wadj,-0.012666399017972521,0.36388334489976804,-0.010771402183716047,0.28247636149230426,-0.02977510812482085,5.688907088441797e-06,243,False
P7_hicp,-0.18101063204698453,0.4947090045010587,-0.10498668621785573,0.37379515588107426,-0.031378492073183786,0.5766079640825075,243,False
P8_housing,0.3513981040168233,9.087521284916136e-08,-0.0854520804012627,0.23428671607705542,-0.008985827688220862,0.8679217686015178,242,False
