greece_resid_baseline,greece_resid_with_p1,absorbed,absorbed_share,r2_baseline,r2_with_p1,n
46.923698575448746,13.744265951827538,33.17943262362121,0.7070932946658479,0.25338130327383745,0.869767325739629,268
