within,within_p,between,between_p,fe_coef,outcome,flags,downgrade,max_loo_pct,greece_pct,p_MC_max
-0.07549710842658497,0.691868254939606,0.332294340415153,1.150126443792844e-16,-0.03849549653737838,B,,False,12.67645929301977,-0.8393487610606221,0.007
