construct,var,coef,se,p_raw,n,in_bh_family,note
C3,acc_threshold_shortfall_mixed,0.14977167524633894,0.029477330740721206,3.75630345420198e-07,270,False,"mixed baseline: 2008 for 26 countries, 2010 for HR"
