geo,time,wstatus,worktime,weekly_actual_hours
NL,2019,SAL,PT,24.2
NL,2020,SAL,PT,24.2
NL,2021,SAL,PT,22.8
NL,2022,SAL,PT,23.2
NL,2023,SAL,PT,23.3
NL,2024,SAL,PT,23.3
NL,2025,SAL,PT,23.3
PL,2008,SAL,PT,22.2
PL,2009,SAL,PT,22.0
PL,2010,SAL,PT,22.3
PL,2011,SAL,PT,22.4
PL,2012,SAL,PT,22.4
PL,2013,SAL,PT,22.3
PL,2014,SAL,PT,21.6
PL,2015,SAL,PT,22.2
PL,2016,SAL,PT,22.0
PL,2017,SAL,PT,21.9
PL,2018,SAL,PT,21.4
PL,2019,SAL,PT,21.5
PL,2020,SAL,PT,21.5
PL,2021,SAL,PT,21.9
PL,2022,SAL,PT,22.1
PL,2023,SAL,PT,22.1
PL,2024,SAL,PT,22.2
PL,2025,SAL,PT,21.2
PT,2008,SAL,PT,19.6
PT,2009,SAL,PT,19.6
PT,2010,SAL,PT,19.9
PT,2011,SAL,PT,17.4
PT,2012,SAL,PT,17.2
PT,2013,SAL,PT,17.8
PT,2014,SAL,PT,17.8
PT,2015,SAL,PT,17.7
PT,2016,SAL,PT,18.3
PT,2017,SAL,PT,18.3
PT,2018,SAL,PT,18.1
PT,2019,SAL,PT,18.2
PT,2020,SAL,PT,17.7
PT,2021,SAL,PT,18.2
PT,2022,SAL,PT,17.7
PT,2023,SAL,PT,18.7
PT,2024,SAL,PT,18.6
PT,2025,SAL,PT,18.5
RO,2008,SAL,PT,24.8
RO,2009,SAL,PT,23.7
RO,2010,SAL,PT,25.2
RO,2011,SAL,PT,24.0
RO,2012,SAL,PT,24.9
RO,2013,SAL,PT,25.0
RO,2014,SAL,PT,24.2
RO,2015,SAL,PT,25.0
RO,2016,SAL,PT,23.5
RO,2017,SAL,PT,24.4
RO,2018,SAL,PT,24.6
RO,2019,SAL,PT,25.1
RO,2020,SAL,PT,22.5
RO,2021,SAL,PT,20.6
RO,2022,SAL,PT,20.9
RO,2023,SAL,PT,20.9
RO,2024,SAL,PT,22.3
RO,2025,SAL,PT,20.0
SE,2008,SAL,PT,25.1
SE,2009,SAL,PT,25.0
SE,2010,SAL,PT,25.5
SE,2011,SAL,PT,25.3
SE,2012,SAL,PT,25.3
SE,2013,SAL,PT,25.2
SE,2014,SAL,PT,25.3
SE,2015,SAL,PT,25.2
SE,2016,SAL,PT,25.4
SE,2017,SAL,PT,25.2
SE,2018,SAL,PT,25.2
SE,2019,SAL,PT,25.0
SE,2020,SAL,PT,24.6
SE,2021,SAL,PT,25.1
SE,2022,SAL,PT,24.9
SE,2023,SAL,PT,24.3
SE,2024,SAL,PT,24.4
SE,2025,SAL,PT,24.2
SI,2008,SAL,PT,20.0
SI,2009,SAL,PT,20.9
SI,2010,SAL,PT,20.1
SI,2011,SAL,PT,20.0
SI,2012,SAL,PT,19.8
SI,2013,SAL,PT,20.0
SI,2014,SAL,PT,20.1
SI,2015,SAL,PT,20.2
SI,2016,SAL,PT,20.9
SI,2017,SAL,PT,20.6
SI,2018,SAL,PT,20.9
SI,2019,SAL,PT,20.7
SI,2020,SAL,PT,21.6
SI,2021,SAL,PT,22.1
SI,2022,SAL,PT,21.7
SI,2023,SAL,PT,21.6
SI,2024,SAL,PT,21.3
SI,2025,SAL,PT,21.9
SK,2008,SAL,PT,21.0
SK,2009,SAL,PT,22.2
SK,2010,SAL,PT,20.1
SK,2011,SAL,PT,18.9
SK,2012,SAL,PT,19.4
SK,2013,SAL,PT,18.9
SK,2014,SAL,PT,18.5
SK,2015,SAL,PT,18.2
SK,2016,SAL,PT,18.7
SK,2017,SAL,PT,18.8
SK,2018,SAL,PT,19.2
SK,2019,SAL,PT,19.2
SK,2020,SAL,PT,19.7
SK,2021,SAL,PT,20.2
SK,2022,SAL,PT,20.6
SK,2023,SAL,PT,20.0
SK,2024,SAL,PT,19.7
SK,2025,SAL,PT,19.9
AT,2008,SAL,TOTAL,36.5
AT,2009,SAL,TOTAL,35.5
AT,2010,SAL,TOTAL,35.5
AT,2011,SAL,TOTAL,35.5
AT,2012,SAL,TOTAL,35.3
AT,2013,SAL,TOTAL,35.1
AT,2014,SAL,TOTAL,34.8
AT,2015,SAL,TOTAL,34.4
AT,2016,SAL,TOTAL,34.4
AT,2017,SAL,TOTAL,34.2
AT,2018,SAL,TOTAL,34.5
AT,2019,SAL,TOTAL,34.6
AT,2020,SAL,TOTAL,33.0
AT,2021,SAL,TOTAL,32.8
AT,2022,SAL,TOTAL,32.8
AT,2023,SAL,TOTAL,32.8
AT,2024,SAL,TOTAL,33.0
AT,2025,SAL,TOTAL,33.1
BE,2008,SAL,TOTAL,34.7
BE,2009,SAL,TOTAL,34.5
BE,2010,SAL,TOTAL,34.8
BE,2011,SAL,TOTAL,34.6
BE,2012,SAL,TOTAL,34.4
BE,2013,SAL,TOTAL,34.3
BE,2014,SAL,TOTAL,34.6
BE,2015,SAL,TOTAL,34.5
BE,2016,SAL,TOTAL,34.7
BE,2017,SAL,TOTAL,34.8
BE,2018,SAL,TOTAL,35.0
BE,2019,SAL,TOTAL,34.7
BE,2020,SAL,TOTAL,34.3
BE,2021,SAL,TOTAL,33.5
BE,2022,SAL,TOTAL,33.4
BE,2023,SAL,TOTAL,33.4
BE,2024,SAL,TOTAL,33.1
BE,2025,SAL,TOTAL,32.9
BG,2008,SAL,TOTAL,40.7
BG,2009,SAL,TOTAL,40.0
BG,2010,SAL,TOTAL,40.2
BG,2011,SAL,TOTAL,40.0
BG,2012,SAL,TOTAL,39.9
BG,2013,SAL,TOTAL,39.7
BG,2014,SAL,TOTAL,39.8
BG,2015,SAL,TOTAL,40.0
BG,2016,SAL,TOTAL,40.1
BG,2017,SAL,TOTAL,39.9
BG,2018,SAL,TOTAL,39.7
BG,2019,SAL,TOTAL,39.5
BG,2020,SAL,TOTAL,39.3
BG,2021,SAL,TOTAL,39.4
BG,2022,SAL,TOTAL,39.1
BG,2023,SAL,TOTAL,38.9
BG,2024,SAL,TOTAL,38.9
BG,2025,SAL,TOTAL,38.6
CY,2008,SAL,TOTAL,38.5
CY,2009,SAL,TOTAL,38.1
CY,2010,SAL,TOTAL,38.7
CY,2011,SAL,TOTAL,38.7
CY,2012,SAL,TOTAL,38.9
CY,2013,SAL,TOTAL,38.4
CY,2014,SAL,TOTAL,38.1
CY,2015,SAL,TOTAL,38.3
CY,2016,SAL,TOTAL,38.5
CY,2017,SAL,TOTAL,38.6
CY,2018,SAL,TOTAL,38.4
CY,2019,SAL,TOTAL,38.2
CY,2020,SAL,TOTAL,38.1
CY,2021,SAL,TOTAL,38.1
CY,2022,SAL,TOTAL,38.3
CY,2023,SAL,TOTAL,38.8
CY,2024,SAL,TOTAL,38.2
CY,2025,SAL,TOTAL,38.0
CZ,2008,SAL,TOTAL,40.1
CZ,2009,SAL,TOTAL,39.6
CZ,2010,SAL,TOTAL,39.5
CZ,2011,SAL,TOTAL,39.4
CZ,2012,SAL,TOTAL,39.1
CZ,2013,SAL,TOTAL,38.7
CZ,2014,SAL,TOTAL,38.6
CZ,2015,SAL,TOTAL,38.4
CZ,2016,SAL,TOTAL,38.6
CZ,2017,SAL,TOTAL,38.3
CZ,2018,SAL,TOTAL,38.2
CZ,2019,SAL,TOTAL,38.3
CZ,2020,SAL,TOTAL,37.5
CZ,2021,SAL,TOTAL,37.9
CZ,2022,SAL,TOTAL,37.1
CZ,2023,SAL,TOTAL,37.2
CZ,2024,SAL,TOTAL,37.3
CZ,2025,SAL,TOTAL,37.0
DE,2008,SAL,TOTAL,35.2
DE,2009,SAL,TOTAL,34.5
DE,2010,SAL,TOTAL,34.8
DE,2011,SAL,TOTAL,34.9
DE,2012,SAL,TOTAL,34.9
DE,2013,SAL,TOTAL,34.7
DE,2014,SAL,TOTAL,34.8
DE,2015,SAL,TOTAL,34.8
DE,2016,SAL,TOTAL,34.9
DE,2017,SAL,TOTAL,34.7
DE,2018,SAL,TOTAL,34.6
DE,2019,SAL,TOTAL,34.6
DE,2020,SAL,TOTAL,34.1
DE,2021,SAL,TOTAL,34.1
DE,2022,SAL,TOTAL,34.1
DE,2023,SAL,TOTAL,33.6
DE,2024,SAL,TOTAL,33.5
DE,2025,SAL,TOTAL,33.5
DK,2008,SAL,TOTAL,35.3
DK,2009,SAL,TOTAL,35.0
DK,2010,SAL,TOTAL,35.4
DK,2011,SAL,TOTAL,35.6
DK,2012,SAL,TOTAL,35.4
DK,2013,SAL,TOTAL,35.3
DK,2014,SAL,TOTAL,35.0
DK,2015,SAL,TOTAL,35.0
DK,2016,SAL,TOTAL,34.7
DK,2017,SAL,TOTAL,34.6
DK,2018,SAL,TOTAL,34.4
DK,2019,SAL,TOTAL,34.1
DK,2020,SAL,TOTAL,34.2
DK,2021,SAL,TOTAL,34.5
DK,2022,SAL,TOTAL,34.0
DK,2023,SAL,TOTAL,33.8
DK,2024,SAL,TOTAL,33.5
DK,2025,SAL,TOTAL,33.5
EE,2008,SAL,TOTAL,39.4
EE,2009,SAL,TOTAL,37.9
EE,2010,SAL,TOTAL,38.8
EE,2011,SAL,TOTAL,39.0
EE,2012,SAL,TOTAL,38.6
EE,2013,SAL,TOTAL,38.6
EE,2014,SAL,TOTAL,38.3
EE,2015,SAL,TOTAL,38.2
EE,2016,SAL,TOTAL,38.5
EE,2017,SAL,TOTAL,38.7
EE,2018,SAL,TOTAL,37.9
EE,2019,SAL,TOTAL,38.0
EE,2020,SAL,TOTAL,37.2
EE,2021,SAL,TOTAL,37.0
EE,2022,SAL,TOTAL,36.9
EE,2023,SAL,TOTAL,36.6
EE,2024,SAL,TOTAL,36.7
EE,2025,SAL,TOTAL,36.3
EL,2008,SAL,TOTAL,38.9
EL,2009,SAL,TOTAL,38.5
EL,2010,SAL,TOTAL,38.6
EL,2011,SAL,TOTAL,38.6
EL,2012,SAL,TOTAL,38.4
EL,2013,SAL,TOTAL,38.3
EL,2014,SAL,TOTAL,38.1
EL,2015,SAL,TOTAL,38.1
EL,2016,SAL,TOTAL,38.3
EL,2017,SAL,TOTAL,38.2
EL,2018,SAL,TOTAL,38.1
EL,2019,SAL,TOTAL,37.8
EL,2020,SAL,TOTAL,37.8
EL,2021,SAL,TOTAL,37.9
EL,2022,SAL,TOTAL,37.6
EL,2023,SAL,TOTAL,38.1
EL,2024,SAL,TOTAL,38.0
EL,2025,SAL,TOTAL,37.9
ES,2008,SAL,TOTAL,37.3
ES,2009,SAL,TOTAL,36.8
ES,2010,SAL,TOTAL,36.5
ES,2011,SAL,TOTAL,36.4
ES,2012,SAL,TOTAL,36.0
ES,2013,SAL,TOTAL,35.8
ES,2014,SAL,TOTAL,35.7
ES,2015,SAL,TOTAL,35.8
ES,2016,SAL,TOTAL,35.8
ES,2017,SAL,TOTAL,35.7
ES,2018,SAL,TOTAL,36.0
ES,2019,SAL,TOTAL,35.8
ES,2020,SAL,TOTAL,35.6
ES,2021,SAL,TOTAL,35.1
ES,2022,SAL,TOTAL,35.4
ES,2023,SAL,TOTAL,35.3
ES,2024,SAL,TOTAL,35.3
ES,2025,SAL,TOTAL,35.3
EU27_2020,2008,SAL,TOTAL,36.8
EU27_2020,2009,SAL,TOTAL,36.3
EU27_2020,2010,SAL,TOTAL,36.4
EU27_2020,2011,SAL,TOTAL,36.4
EU27_2020,2012,SAL,TOTAL,36.2
EU27_2020,2013,SAL,TOTAL,36.0
EU27_2020,2014,SAL,TOTAL,35.9
EU27_2020,2015,SAL,TOTAL,36.0
EU27_2020,2016,SAL,TOTAL,36.1
EU27_2020,2017,SAL,TOTAL,36.0
EU27_2020,2018,SAL,TOTAL,36.0
EU27_2020,2019,SAL,TOTAL,35.9
EU27_2020,2020,SAL,TOTAL,35.5
EU27_2020,2021,SAL,TOTAL,35.6
EU27_2020,2022,SAL,TOTAL,35.6
EU27_2020,2023,SAL,TOTAL,35.3
EU27_2020,2024,SAL,TOTAL,35.3
EU27_2020,2025,SAL,TOTAL,35.2
FI,2008,SAL,TOTAL,36.4
FI,2009,SAL,TOTAL,35.7
FI,2010,SAL,TOTAL,36.0
FI,2011,SAL,TOTAL,36.0
FI,2012,SAL,TOTAL,35.7
FI,2013,SAL,TOTAL,35.6
FI,2014,SAL,TOTAL,35.5
FI,2015,SAL,TOTAL,35.5
FI,2016,SAL,TOTAL,35.8
FI,2017,SAL,TOTAL,35.8
FI,2018,SAL,TOTAL,35.5
FI,2019,SAL,TOTAL,35.5
FI,2020,SAL,TOTAL,35.5
FI,2021,SAL,TOTAL,34.8
FI,2022,SAL,TOTAL,34.3
FI,2023,SAL,TOTAL,34.3
FI,2024,SAL,TOTAL,34.4
FI,2025,SAL,TOTAL,34.2
FR,2008,SAL,TOTAL,35.2
FR,2009,SAL,TOTAL,35.0
FR,2010,SAL,TOTAL,35.3
FR,2011,SAL,TOTAL,35.4
FR,2012,SAL,TOTAL,35.2
FR,2013,SAL,TOTAL,34.7
FR,2014,SAL,TOTAL,34.5
FR,2015,SAL,TOTAL,34.6
FR,2016,SAL,TOTAL,34.8
FR,2017,SAL,TOTAL,34.9
FR,2018,SAL,TOTAL,35.0
FR,2019,SAL,TOTAL,34.9
FR,2020,SAL,TOTAL,34.7
FR,2021,SAL,TOTAL,35.0
FR,2022,SAL,TOTAL,35.2
FR,2023,SAL,TOTAL,35.0
FR,2024,SAL,TOTAL,34.9
FR,2025,SAL,TOTAL,34.8
HR,2008,SAL,TOTAL,40.9
HR,2009,SAL,TOTAL,40.6
HR,2010,SAL,TOTAL,40.6
HR,2011,SAL,TOTAL,40.5
HR,2012,SAL,TOTAL,40.1
HR,2013,SAL,TOTAL,39.8
HR,2014,SAL,TOTAL,39.6
HR,2015,SAL,TOTAL,38.6
HR,2016,SAL,TOTAL,38.6
HR,2017,SAL,TOTAL,38.9
HR,2018,SAL,TOTAL,38.6
HR,2019,SAL,TOTAL,38.4
HR,2020,SAL,TOTAL,38.1
HR,2021,SAL,TOTAL,38.1
HR,2022,SAL,TOTAL,37.9
HR,2023,SAL,TOTAL,37.9
HR,2024,SAL,TOTAL,37.6
HR,2025,SAL,TOTAL,37.5
HU,2008,SAL,TOTAL,39.7
HU,2009,SAL,TOTAL,39.4
HU,2010,SAL,TOTAL,39.4
HU,2011,SAL,TOTAL,39.0
HU,2012,SAL,TOTAL,38.3
HU,2013,SAL,TOTAL,38.1
HU,2014,SAL,TOTAL,38.1
HU,2015,SAL,TOTAL,38.2
HU,2016,SAL,TOTAL,38.8
HU,2017,SAL,TOTAL,38.4
HU,2018,SAL,TOTAL,38.0
HU,2019,SAL,TOTAL,38.2
HU,2020,SAL,TOTAL,38.1
HU,2021,SAL,TOTAL,38.1
HU,2022,SAL,TOTAL,38.4
HU,2023,SAL,TOTAL,37.7
HU,2024,SAL,TOTAL,37.3
HU,2025,SAL,TOTAL,37.2
IE,2008,SAL,TOTAL,35.0
IE,2009,SAL,TOTAL,34.0
IE,2010,SAL,TOTAL,33.9
IE,2011,SAL,TOTAL,33.8
IE,2012,SAL,TOTAL,34.0
IE,2013,SAL,TOTAL,34.1
IE,2014,SAL,TOTAL,34.2
IE,2015,SAL,TOTAL,34.2
IE,2016,SAL,TOTAL,34.6
IE,2017,SAL,TOTAL,35.0
IE,2018,SAL,TOTAL,35.6
IE,2019,SAL,TOTAL,35.6
IE,2020,SAL,TOTAL,35.7
IE,2021,SAL,TOTAL,35.5
IE,2022,SAL,TOTAL,35.2
IE,2023,SAL,TOTAL,34.7
IE,2024,SAL,TOTAL,34.4
IE,2025,SAL,TOTAL,34.3
IT,2008,SAL,TOTAL,36.1
IT,2009,SAL,TOTAL,35.7
IT,2010,SAL,TOTAL,35.8
IT,2011,SAL,TOTAL,35.6
IT,2012,SAL,TOTAL,35.0
IT,2013,SAL,TOTAL,34.8
IT,2014,SAL,TOTAL,34.7
IT,2015,SAL,TOTAL,34.8
IT,2016,SAL,TOTAL,34.9
IT,2017,SAL,TOTAL,35.0
IT,2018,SAL,TOTAL,35.2
IT,2019,SAL,TOTAL,35.1
IT,2020,SAL,TOTAL,34.6
IT,2021,SAL,TOTAL,34.8
IT,2022,SAL,TOTAL,34.8
IT,2023,SAL,TOTAL,34.8
IT,2024,SAL,TOTAL,35.0
IT,2025,SAL,TOTAL,35.1
LT,2008,SAL,TOTAL,39.2
LT,2009,SAL,TOTAL,38.7
LT,2010,SAL,TOTAL,38.6
LT,2011,SAL,TOTAL,38.4
LT,2012,SAL,TOTAL,38.2
LT,2013,SAL,TOTAL,38.3
LT,2014,SAL,TOTAL,38.2
LT,2015,SAL,TOTAL,38.3
LT,2016,SAL,TOTAL,38.5
LT,2017,SAL,TOTAL,38.0
LT,2018,SAL,TOTAL,38.2
LT,2019,SAL,TOTAL,38.4
LT,2020,SAL,TOTAL,38.2
LT,2021,SAL,TOTAL,38.7
LT,2022,SAL,TOTAL,38.5
LT,2023,SAL,TOTAL,38.6
LT,2024,SAL,TOTAL,38.6
LT,2025,SAL,TOTAL,38.7
LU,2008,SAL,TOTAL,36.4
LU,2009,SAL,TOTAL,37.6
LU,2010,SAL,TOTAL,37.6
LU,2011,SAL,TOTAL,37.6
LU,2012,SAL,TOTAL,38.0
LU,2013,SAL,TOTAL,37.8
LU,2014,SAL,TOTAL,37.9
LU,2015,SAL,TOTAL,37.9
LU,2016,SAL,TOTAL,37.6
LU,2017,SAL,TOTAL,37.2
LU,2018,SAL,TOTAL,37.4
LU,2019,SAL,TOTAL,37.7
LU,2020,SAL,TOTAL,37.0
LU,2021,SAL,TOTAL,35.8
LU,2022,SAL,TOTAL,35.7
LU,2023,SAL,TOTAL,35.3
LU,2024,SAL,TOTAL,35.7
LU,2025,SAL,TOTAL,35.7
LV,2008,SAL,TOTAL,39.6
LV,2009,SAL,TOTAL,39.1
LV,2010,SAL,TOTAL,38.6
LV,2011,SAL,TOTAL,38.6
LV,2012,SAL,TOTAL,38.6
LV,2013,SAL,TOTAL,38.7
LV,2014,SAL,TOTAL,38.9
LV,2015,SAL,TOTAL,38.6
LV,2016,SAL,TOTAL,38.8
LV,2017,SAL,TOTAL,38.7
LV,2018,SAL,TOTAL,38.8
LV,2019,SAL,TOTAL,38.4
LV,2020,SAL,TOTAL,38.2
LV,2021,SAL,TOTAL,38.5
LV,2022,SAL,TOTAL,38.9
LV,2023,SAL,TOTAL,38.6
LV,2024,SAL,TOTAL,38.6
LV,2025,SAL,TOTAL,38.3
MT,2008,SAL,TOTAL,38.7
MT,2009,SAL,TOTAL,38.5
MT,2010,SAL,TOTAL,37.7
MT,2011,SAL,TOTAL,37.6
MT,2012,SAL,TOTAL,37.6
MT,2013,SAL,TOTAL,37.3
MT,2014,SAL,TOTAL,36.6
MT,2015,SAL,TOTAL,36.9
MT,2016,SAL,TOTAL,37.6
MT,2017,SAL,TOTAL,37.2
MT,2018,SAL,TOTAL,37.4
MT,2019,SAL,TOTAL,38.6
MT,2020,SAL,TOTAL,37.6
MT,2021,SAL,TOTAL,37.1
MT,2022,SAL,TOTAL,36.8
MT,2023,SAL,TOTAL,36.9
MT,2024,SAL,TOTAL,37.2
MT,2025,SAL,TOTAL,37.3
NL,2008,SAL,TOTAL,32.0
NL,2009,SAL,TOTAL,31.9
NL,2010,SAL,TOTAL,31.7
NL,2011,SAL,TOTAL,32.0
NL,2012,SAL,TOTAL,31.8
NL,2013,SAL,TOTAL,31.8
NL,2014,SAL,TOTAL,32.1
NL,2015,SAL,TOTAL,32.0
NL,2016,SAL,TOTAL,32.3
NL,2017,SAL,TOTAL,32.4
NL,2018,SAL,TOTAL,32.3
NL,2019,SAL,TOTAL,32.4
NL,2020,SAL,TOTAL,32.0
NL,2021,SAL,TOTAL,31.4
NL,2022,SAL,TOTAL,31.5
NL,2023,SAL,TOTAL,31.3
NL,2024,SAL,TOTAL,31.2
NL,2025,SAL,TOTAL,31.1
PL,2008,SAL,TOTAL,39.7
PL,2009,SAL,TOTAL,39.4
PL,2010,SAL,TOTAL,39.4
PL,2011,SAL,TOTAL,39.2
PL,2012,SAL,TOTAL,39.1
PL,2013,SAL,TOTAL,38.9
PL,2014,SAL,TOTAL,39.1
PL,2015,SAL,TOTAL,39.2
PL,2016,SAL,TOTAL,39.3
PL,2017,SAL,TOTAL,39.0
PL,2018,SAL,TOTAL,38.5
PL,2019,SAL,TOTAL,38.4
PL,2020,SAL,TOTAL,38.2
PL,2021,SAL,TOTAL,39.0
PL,2022,SAL,TOTAL,38.7
PL,2023,SAL,TOTAL,38.5
PL,2024,SAL,TOTAL,38.2
PL,2025,SAL,TOTAL,38.1
PT,2008,SAL,TOTAL,37.9
PT,2009,SAL,TOTAL,38.1
PT,2010,SAL,TOTAL,38.4
PT,2011,SAL,TOTAL,38.4
PT,2012,SAL,TOTAL,38.3
PT,2013,SAL,TOTAL,38.5
PT,2014,SAL,TOTAL,38.7
PT,2015,SAL,TOTAL,38.7
PT,2016,SAL,TOTAL,38.1
PT,2017,SAL,TOTAL,38.0
PT,2018,SAL,TOTAL,38.1
PT,2019,SAL,TOTAL,37.9
PT,2020,SAL,TOTAL,37.2
PT,2021,SAL,TOTAL,37.6
PT,2022,SAL,TOTAL,37.4
PT,2023,SAL,TOTAL,37.2
PT,2024,SAL,TOTAL,37.1
PT,2025,SAL,TOTAL,37.0
RO,2008,SAL,TOTAL,41.5
RO,2009,SAL,TOTAL,41.2
RO,2010,SAL,TOTAL,41.2
RO,2011,SAL,TOTAL,41.1
RO,2012,SAL,TOTAL,41.1
RO,2013,SAL,TOTAL,41.0
RO,2014,SAL,TOTAL,40.9
RO,2015,SAL,TOTAL,40.7
RO,2016,SAL,TOTAL,40.7
RO,2017,SAL,TOTAL,40.5
RO,2018,SAL,TOTAL,40.5
RO,2019,SAL,TOTAL,40.6
RO,2020,SAL,TOTAL,40.1
RO,2021,SAL,TOTAL,40.1
RO,2022,SAL,TOTAL,40.0
RO,2023,SAL,TOTAL,39.8
RO,2024,SAL,TOTAL,39.0
RO,2025,SAL,TOTAL,38.4
SE,2008,SAL,TOTAL,35.3
SE,2009,SAL,TOTAL,35.0
SE,2010,SAL,TOTAL,35.7
SE,2011,SAL,TOTAL,35.6
SE,2012,SAL,TOTAL,35.5
SE,2013,SAL,TOTAL,35.4
SE,2014,SAL,TOTAL,35.3
SE,2015,SAL,TOTAL,35.3
SE,2016,SAL,TOTAL,35.7
SE,2017,SAL,TOTAL,35.6
SE,2018,SAL,TOTAL,35.6
SE,2019,SAL,TOTAL,35.3
SE,2020,SAL,TOTAL,34.6
SE,2021,SAL,TOTAL,35.5
SE,2022,SAL,TOTAL,35.5
SE,2023,SAL,TOTAL,35.4
SE,2024,SAL,TOTAL,35.5
SE,2025,SAL,TOTAL,35.1
SI,2008,SAL,TOTAL,39.1
SI,2009,SAL,TOTAL,38.7
SI,2010,SAL,TOTAL,38.6
SI,2011,SAL,TOTAL,38.3
SI,2012,SAL,TOTAL,38.1
SI,2013,SAL,TOTAL,38.5
SI,2014,SAL,TOTAL,38.4
SI,2015,SAL,TOTAL,38.6
SI,2016,SAL,TOTAL,38.3
SI,2017,SAL,TOTAL,37.7
SI,2018,SAL,TOTAL,37.9
SI,2019,SAL,TOTAL,37.9
SI,2020,SAL,TOTAL,38.7
SI,2021,SAL,TOTAL,38.4
SI,2022,SAL,TOTAL,38.1
SI,2023,SAL,TOTAL,37.8
SI,2024,SAL,TOTAL,37.5
SI,2025,SAL,TOTAL,38.0
SK,2008,SAL,TOTAL,39.1
SK,2009,SAL,TOTAL,38.4
SK,2010,SAL,TOTAL,38.6
SK,2011,SAL,TOTAL,38.6
SK,2012,SAL,TOTAL,38.7
SK,2013,SAL,TOTAL,38.7
SK,2014,SAL,TOTAL,38.1
SK,2015,SAL,TOTAL,38.1
SK,2016,SAL,TOTAL,37.9
SK,2017,SAL,TOTAL,37.6
SK,2018,SAL,TOTAL,37.9
SK,2019,SAL,TOTAL,38.1
SK,2020,SAL,TOTAL,37.8
SK,2021,SAL,TOTAL,37.4
SK,2022,SAL,TOTAL,37.2
SK,2023,SAL,TOTAL,37.0
SK,2024,SAL,TOTAL,37.3
SK,2025,SAL,TOTAL,37.0
AT,2008,SELF,FT,53.4
AT,2009,SELF,FT,52.0
AT,2010,SELF,FT,51.5
AT,2011,SELF,FT,52.1
AT,2012,SELF,FT,51.0
AT,2013,SELF,FT,50.2
AT,2014,SELF,FT,50.0
AT,2015,SELF,FT,49.5
AT,2016,SELF,FT,49.8
AT,2017,SELF,FT,49.2
AT,2018,SELF,FT,49.3
AT,2019,SELF,FT,48.4
AT,2020,SELF,FT,46.2
AT,2021,SELF,FT,46.3
AT,2022,SELF,FT,46.0
AT,2023,SELF,FT,45.5
AT,2024,SELF,FT,45.9
AT,2025,SELF,FT,45.9
BE,2008,SELF,FT,54.5
BE,2009,SELF,FT,54.3
BE,2010,SELF,FT,55.1
BE,2011,SELF,FT,55.9
BE,2012,SELF,FT,55.3
BE,2013,SELF,FT,55.8
BE,2014,SELF,FT,54.4
BE,2015,SELF,FT,54.7
BE,2016,SELF,FT,53.6
BE,2017,SELF,FT,50.4
BE,2018,SELF,FT,50.2
BE,2019,SELF,FT,50.1
BE,2020,SELF,FT,47.1
BE,2021,SELF,FT,46.4
BE,2022,SELF,FT,46.6
BE,2023,SELF,FT,46.2
BE,2024,SELF,FT,45.8
BE,2025,SELF,FT,45.7
BG,2008,SELF,FT,45.5
BG,2009,SELF,FT,44.6
BG,2010,SELF,FT,44.2
BG,2011,SELF,FT,43.8
BG,2012,SELF,FT,43.9
BG,2013,SELF,FT,43.6
BG,2014,SELF,FT,43.6
BG,2015,SELF,FT,43.1
BG,2016,SELF,FT,43.0
BG,2017,SELF,FT,42.6
BG,2018,SELF,FT,42.3
BG,2019,SELF,FT,42.0
BG,2020,SELF,FT,41.2
BG,2021,SELF,FT,41.5
BG,2022,SELF,FT,41.1
BG,2023,SELF,FT,40.4
BG,2024,SELF,FT,40.2
BG,2025,SELF,FT,39.6
CY,2008,SELF,FT,46.4
CY,2009,SELF,FT,46.1
CY,2010,SELF,FT,46.6
CY,2011,SELF,FT,46.2
CY,2012,SELF,FT,45.0
CY,2013,SELF,FT,45.7
CY,2014,SELF,FT,45.3
CY,2015,SELF,FT,44.7
CY,2016,SELF,FT,46.0
CY,2017,SELF,FT,44.5
CY,2018,SELF,FT,43.6
CY,2019,SELF,FT,42.9
CY,2020,SELF,FT,41.4
CY,2021,SELF,FT,41.4
CY,2022,SELF,FT,40.9
CY,2023,SELF,FT,43.5
CY,2024,SELF,FT,42.8
CY,2025,SELF,FT,40.6
CZ,2008,SELF,FT,49.5
CZ,2009,SELF,FT,47.9
CZ,2010,SELF,FT,47.6
CZ,2011,SELF,FT,46.8
CZ,2012,SELF,FT,46.0
CZ,2013,SELF,FT,44.9
CZ,2014,SELF,FT,44.6
CZ,2015,SELF,FT,44.8
CZ,2016,SELF,FT,45.2
CZ,2017,SELF,FT,44.6
CZ,2018,SELF,FT,44.5
CZ,2019,SELF,FT,44.3
CZ,2020,SELF,FT,41.8
CZ,2021,SELF,FT,42.0
CZ,2022,SELF,FT,42.2
CZ,2023,SELF,FT,42.2
CZ,2024,SELF,FT,42.5
CZ,2025,SELF,FT,42.4
DE,2008,SELF,FT,50.7
DE,2009,SELF,FT,50.1
DE,2010,SELF,FT,50.0
DE,2011,SELF,FT,50.0
DE,2012,SELF,FT,49.6
DE,2013,SELF,FT,48.7
DE,2014,SELF,FT,48.6
DE,2015,SELF,FT,48.1
DE,2016,SELF,FT,48.0
DE,2017,SELF,FT,47.5
DE,2018,SELF,FT,47.4
DE,2019,SELF,FT,47.0
DE,2020,SELF,FT,42.9
DE,2021,SELF,FT,44.6
DE,2022,SELF,FT,44.5
DE,2023,SELF,FT,44.0
DE,2024,SELF,FT,43.8
