geo,time,subjective_poverty,arop,unemployment_rate,real_gdp_pc,severe_mat_soc_deprivation,aic_pps_pc,gdp_pps_pc,housing_cost_overburden,arrears,unexpected_expenses,real_gdp_pc_k,aic_pps_pc_k,gdp_pps_pc_k,debt_to_income,arop_before_transfers,transfer_effect,pct_below_peak,ltu_rate,cum_gdp_shortfall_2008base,cum_gdp_shortfall_ownpeak,cum_wage_shortfall_2008base,cum_wage_shortfall_ownpeak,cum_excess_unemployment,cum_excess_ltu,cum_threshold_shortfall,gdp_years_below_2008,gdp_years_below_peak,gdp_longest_streak_2008,gdp_longest_streak_peak,gdp_cum_negative_years,wage_years_below_2008,wage_years_below_peak,wage_longest_streak_2008,wage_longest_streak_peak,wage_cum_negative_years,slope5_real_wage,slope5_real_gdp,slope5_unemployment,years_worst_quintile_unemp,years_worst_quintile_wage,share_worst_unemployment,share_worst_ltu,share_worst_real_wage,share_worst_real_gdp,share_worst_threshold,share_worst_composite,consumption_pc,hourly_comp,saving_rate,youth_unemployment,employment_rate,working_hours,real_wages_idx,real_income_idx,arop_threshold_real,hicp,hicp_food,hicp_housing,wadj_a01,work_effort_squeeze,s80s20,net_migration,warm,arope,gap_subj_arop,gap_subj_arope,acc_cum_excess_unemployment,acc_real_wages_shortfall,dur_real_wages_below,acc_pct_below_peak,acc_threshold_shortfall,acc_threshold_shortfall_mixed,acc_wadj_excess,acc_hicp_compounded,acc_housing_excess
HR,2015,54.4,20.0,16.2,11760.0,8.4,11850.9,17100.0,7.2,29.9,59.8,11.76,11.8509,17.1,61.42,45.2,25.200000000000003,5.161290322580645,10.2,53.06451612903224,53.06451612903224,56.31200278074343,56.31200278074343,37.6,26.5,58.95443898155749,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,5.0,-3.1490689255503845,68.0000000000068,0.6400000000000485,5.0,3.0,0.7142857142857143,0.8571428571428571,0.375,0.625,,0.3478260869565217,6210.0,12.4,8.16,42.3,60.5,38.3,85.68,90.58,,-0.3,0.3,-1.6,139.57,185.82,5.14,5.21,9.9,24.4,34.4,30.0,37.6,56.31200278074343,7,53.06451612903224,,58.95443898155749,279.453797527437,18.133490844654453,0.0
HR,2016,51.4,19.5,13.0,12320.0,7.3,12267.4,18000.0,6.4,26.4,57.7,12.32,12.2674,18.0,55.86,44.8,25.299999999999997,0.6451612903225806,6.7,53.70967741935482,53.70967741935482,68.02898842956198,68.02898842956198,41.5,28.2,63.74279447444181,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,5.0,-1.2215547340224235,252.00000000009413,-0.7300000000003973,6.0,4.0,0.75,0.875,0.4444444444444444,0.6666666666666666,,0.3043478260869565,6480.0,12.6,10.64,30.9,61.3,38.6,88.28,97.3,,-0.6,-0.4,-2.8,137.85,184.97,4.9,6.56,9.3,23.5,31.9,27.9,41.5,68.02898842956198,8,53.70967741935482,,63.74279447444181,317.3085836881431,17.389249852333144,0.0
HR,2017,43.9,20.0,11.1,12910.0,7.1,13015.9,19200.0,5.8,21.9,56.2,12.91,13.0159,19.2,55.6,43.2,23.200000000000003,0.0,4.5,53.70967741935482,53.70967741935482,78.42581058623692,78.42581058623692,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,3.0,9.0,9.0,9.0,9.0,5.0,0.3898430285457021,408.9999999999259,-1.6699999999996902,7.0,5.0,0.7777777777777778,0.7777777777777778,0.5,0.7,,0.3043478260869565,6790.0,12.8,8.91,27.4,63.2,38.9,89.6,99.92,,1.3,2.9,-2.5,138.36,189.43,4.97,9.18,7.4,23.7,23.9,20.2,43.5,78.42581058623692,9,53.70967741935482,,63.74279447444181,355.6694715112943,18.924985233313627,0.0
HR,2018,42.7,19.3,8.3,13460.0,6.1,13705.5,20200.0,5.1,18.6,52.9,13.46,13.7055,20.2,55.13,42.9,23.6,0.0,3.4,53.70967741935482,53.70967741935482,84.65567017843044,84.65567017843044,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,3.0,10.0,10.0,10.0,10.0,5.0,2.259934028851041,532.9999999998862,-2.309999999999497,8.0,6.0,0.8,0.7,0.5454545454545454,0.7272727272727273,,0.2916666666666667,7110.0,13.5,9.41,23.5,64.9,38.7,93.77,105.28,,1.6,0.9,3.8,136.33,183.34,5.0,6.92,7.7,22.1,23.4,20.6,43.5,84.65567017843044,10,53.70967741935482,,63.74279447444181,391.9949181578668,20.76786769049026,0.0
HR,2019,35.5,18.3,6.6,14020.0,4.6,14594.1,21500.0,4.7,15.7,51.7,14.02,14.5941,21.5,56.08,41.0,22.7,0.0,2.4,53.70967741935482,53.70967741935482,90.1897833920678,90.1897833920678,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,3.0,11.0,11.0,11.0,11.0,5.0,2.3053412816493233,565.9999999999906,-2.38999999999997,8.0,7.0,0.7272727272727273,0.6363636363636364,0.5833333333333334,0.75,,0.1739130434782608,7470.0,13.8,9.22,16.7,66.4,38.6,94.47,110.31,,0.8,0.0,2.2,138.89,183.94,4.74,5.69,6.6,20.8,17.2,14.7,43.5,90.1897833920678,11,53.70967741935482,,63.74279447444181,430.8873755249932,21.724748966331966,0.0
HR,2020,33.5,18.3,7.4,12980.0,4.4,14484.6,20200.0,4.2,14.2,48.9,12.98,14.4846,20.2,57.25,39.3,20.999999999999996,7.417974322396576,2.1,53.70967741935482,61.12765174175139,96.1995741522703,96.1995741522703,43.5,28.2,63.74279447444181,0.0,1.0,8.0,8.0,4.0,12.0,12.0,12.0,12.0,6.0,1.6277098720268377,242.99999999996987,-1.5699999999998917,8.0,8.0,0.6666666666666666,0.5833333333333334,0.6153846153846154,0.7692307692307693,,0.2608695652173913,7160.0,14.2,13.29,20.6,66.9,38.2,93.99,110.82,,0.0,1.9,-2.9,137.55,188.76,4.59,3.16,5.7,20.5,15.2,13.0,43.5,96.1995741522703,12,61.12765174175139,,63.74279447444181,468.4362071021279,21.748375664500898,0.0
HR,2021,27.3,19.2,7.5,14750.0,3.5,16491.0,23600.0,4.5,16.6,46.5,14.75,16.491,23.6,52.7,40.3,21.1,0.0,2.7,53.70967741935482,61.12765174175139,98.7539621785718,98.7539621785718,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,4.0,13.0,13.0,13.0,13.0,6.0,1.5904937092740432,320.0000000000577,-0.8100000000000436,8.0,9.0,0.6153846153846154,0.6153846153846154,0.6428571428571429,0.7857142857142857,,0.25,8000.0,15.2,12.71,21.5,68.6,38.1,97.45,123.31,,2.7,1.9,3.8,133.2,176.29,4.77,3.94,5.7,20.9,8.100000000000001,6.400000000000002,43.5,98.7539621785718,13,61.12765174175139,,63.74279447444181,501.64090326067026,25.00886001181335,0.0
HR,2022,26.6,18.0,6.8,15900.0,4.0,18210.2,26000.0,3.8,15.7,44.8,15.9,18.2102,26.0,49.42,38.8,20.799999999999997,0.0,2.4,53.70967741935482,61.12765174175139,99.97587217125404,99.97587217125404,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,4.0,14.0,14.0,14.0,14.0,6.0,1.2995624386362954,561.0000000001986,-0.2099999999999877,8.0,9.0,0.5714285714285714,0.6428571428571429,0.6,0.8,,0.125,8590.0,16.2,8.03,17.7,70.2,38.0,98.78,125.65,,10.7,15.7,13.2,133.65,171.42,4.57,5.8,7.0,19.9,8.600000000000001,6.700000000000003,43.5,99.97587217125404,14,61.12765174175139,,63.74279447444181,535.2892546023419,38.34613112817485,0.0
HR,2023,22.0,19.3,6.1,16490.0,2.8,20127.2,29800.0,4.0,12.7,41.4,16.49,20.1272,29.8,48.15,38.4,19.1,0.0,2.1,53.70967741935482,61.12765174175139,99.97587217125404,99.97587217125404,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,4.0,0.0,0.0,14.0,14.0,6.0,2.2742392278590007,785.9999999999114,-0.1599999999999911,8.0,9.0,0.5333333333333333,0.6,0.5625,0.8125,,0.125,8860.0,18.0,8.04,18.9,70.8,38.1,103.44,129.61,,8.4,12.7,3.9,128.14,165.35,4.91,3.78,6.2,20.7,2.6999999999999993,1.3000000000000007,43.5,99.97587217125404,0,61.12765174175139,,63.74279447444181,563.4276671901843,49.958653278204366,0.0
HR,2024,19.8,20.3,5.0,17060.0,2.0,21539.9,31100.0,3.7,9.4,34.9,17.06,21.539900000000003,31.1,47.97,39.4,19.1,0.0,1.8,53.70967741935482,61.12765174175139,99.97587217125404,99.97587217125404,43.5,28.2,63.74279447444181,0.0,0.0,8.0,8.0,4.0,0.0,0.0,14.0,14.0,6.0,3.4667143679197423,989.9999999998948,-0.6199999999998946,8.0,9.0,0.5,0.5625,0.5294117647058824,0.7647058823529411,,0.125,9370.0,19.1,9.04,16.8,73.6,37.8,108.33,138.1,,4.0,4.0,0.3,127.46,162.72,4.97,1.78,4.6,21.7,-0.5,-1.8999999999999984,43.5,99.97587217125404,0,61.12765174175139,,63.74279447444181,590.88538076653,55.98346131128176,0.0
HU,2015,46.6,14.9,6.6,12530.0,24.1,11306.4,19400.0,8.5,21.7,72.2,12.53,11.3064,19.4,38.14,49.1,34.2,0.0,3.0,21.043627031650985,21.043627031650985,159.38562594305404,160.51678060697725,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,2.0,7.0,8.0,7.0,8.0,6.0,-2.482023677810753,328.00000000002706,-1.1400000000000885,0.0,7.0,0.0,0.1428571428571428,0.875,1.0,0.125,0.25,5650.0,11.8,12.81,17.1,70.9,38.4,72.07,107.23,104.44,0.1,0.5,-1.0,165.43,195.78,4.3,0.03,9.6,30.6,31.700000000000003,16.0,3.200000000000003,159.38562594305404,7,21.043627031650985,8.147638600616688,8.147638600616688,446.2475252911286,29.115558424790233,9.599999999999998
HU,2016,42.8,14.5,5.0,12880.0,20.6,11637.7,19600.0,8.8,19.0,50.8,12.88,11.6377,19.6,35.55,47.6,33.1,0.0,2.3,21.043627031650985,21.043627031650985,185.76000073394945,187.03254973086305,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,2.0,8.0,9.0,8.0,9.0,6.0,-0.762565950184152,436.0000000001233,-1.4600000000003894,0.0,8.0,0.0,0.125,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,5950.0,11.7,12.54,12.7,73.7,39.0,73.63,112.48,109.26,0.4,0.3,0.6,168.73,201.26,4.26,-0.04,9.2,28.6,28.299999999999997,14.199999999999996,3.200000000000003,185.76000073394943,8,21.043627031650985,8.147638600616688,8.147638600616688,514.9743745835913,29.696578437701792,9.599999999999998
HU,2017,41.2,13.4,4.0,13460.0,16.1,12215.7,20400.0,10.7,15.7,31.5,13.46,12.2157,20.4,32.57,46.7,33.300000000000004,0.0,1.6,21.043627031650985,21.043627031650985,208.29674696357657,209.71069029348055,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,2.0,9.0,10.0,9.0,10.0,6.0,1.0700693829210155,477.99999999993656,-1.4099999999998436,0.0,9.0,0.0,0.1111111111111111,0.9,1.0,0.1,0.3333333333333333,6300.0,12.0,12.93,10.5,75.4,38.6,77.46,119.57,112.18,2.4,2.7,1.1,170.29,200.5,4.27,-0.48,6.8,25.9,27.800000000000004,15.300000000000004,3.200000000000003,208.29674696357654,9,21.043627031650985,8.147638600616688,8.147638600616688,585.2641820077941,32.78244028405428,9.599999999999998
HU,2018,34.7,12.8,3.6,14240.0,11.9,12790.8,21900.0,9.6,12.8,33.3,14.24,12.7908,21.9,30.54,46.1,33.3,0.0,1.4,21.043627031650985,21.043627031650985,230.5026783507853,232.05801601367972,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,2.0,10.0,11.0,10.0,11.0,6.0,1.9061982591106696,532.9999999998824,-1.0399999999998084,0.0,10.0,0.0,0.1,0.9090909090909092,1.0,0.0909090909090909,0.4,6630.0,12.5,15.3,9.9,76.8,38.1,77.79,129.42,117.66,2.9,4.0,1.8,169.15,194.94,4.35,-1.01,6.1,20.6,21.9,14.1,3.200000000000003,230.5026783507853,10,21.043627031650985,8.147638600616688,8.147638600616688,654.4102888203164,36.655907036798,9.599999999999998
HU,2019,27.700000000000003,14.0,3.3,14980.0,10.8,13462.2,23200.0,3.9,10.9,32.9,14.98,13.4622,23.2,31.38,43.6,29.6,0.0,1.1,21.043627031650985,21.043627031650985,250.03537020078,251.73210219666484,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,2.0,11.0,12.0,11.0,12.0,6.0,2.096406734273036,625.9999999999841,-0.8000000000000035,0.0,11.0,0.0,0.0909090909090909,0.9166666666666666,1.0,0.0833333333333333,0.4166666666666667,6980.0,13.1,16.17,11.4,77.7,38.4,80.47,138.01,126.38,3.4,5.1,2.2,164.99,192.76,4.23,-1.17,5.4,21.1,13.700000000000005,6.600000000000001,3.200000000000003,250.03537020078002,11,21.043627031650985,8.147638600616688,8.147638600616688,719.3964324553951,41.3298902517754,9.599999999999998
HU,2020,27.4,13.9,4.1,14370.0,10.7,13491.7,22700.0,3.7,11.5,35.3,14.37,13.491700000000002,22.7,34.77,41.9,28.0,4.0720961281708945,1.1,21.043627031650985,25.115723159821883,274.95188482105357,276.7900111499288,3.200000000000003,3.999999999999999,8.147638600616688,0.0,1.0,5.0,5.0,3.0,12.0,13.0,12.0,13.0,7.0,0.5919774720874884,449.9999999999682,-0.2499999999999614,0.0,12.0,0.0,0.0833333333333333,0.9230769230769232,1.0,0.0769230769230769,0.4166666666666667,7010.0,13.5,16.37,12.7,77.6,38.1,75.08,138.64,129.14,3.4,7.2,1.5,164.41,198.02,4.24,-1.28,4.1,19.4,13.499999999999998,8.0,3.200000000000003,274.95188482105357,12,25.115723159821883,8.147638600616688,8.147638600616688,783.8087596186823,46.09425435765018,9.599999999999998
HU,2021,26.7,13.2,4.0,15470.0,10.5,14461.8,24800.0,2.7,11.4,34.9,15.47,14.461799999999998,24.8,35.07,39.6,26.4,0.0,1.3,21.043627031650985,25.115723159821883,299.5306401697512,301.5101608316169,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,3.0,13.0,14.0,13.0,14.0,7.0,-0.6794601471208451,415.00000000006,0.0500000000000332,0.0,13.0,0.0,0.0769230769230769,0.9285714285714286,1.0,0.0714285714285714,0.44,7400.0,13.7,18.22,13.6,78.9,38.2,75.42,149.97,144.72,5.2,3.4,2.0,166.06,196.1,4.16,-1.0,5.4,19.6,13.5,7.099999999999998,3.200000000000003,299.5306401697512,13,25.115723159821883,8.147638600616688,8.147638600616688,849.8683299218898,53.69916074887031,9.599999999999998
HU,2022,22.0,13.5,3.6,16160.0,9.1,16292.2,27300.0,8.1,10.3,33.7,16.16,16.2922,27.3,31.03,36.8,23.299999999999997,0.0,1.2,21.043627031650985,25.115723159821883,329.3647534480387,331.48566844289473,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,3.0,14.0,15.0,14.0,15.0,8.0,-2.03024272808687,433.0000000001298,0.0700000000000297,0.0,14.0,0.0,0.0714285714285714,0.9333333333333332,1.0,0.0666666666666666,0.4,7920.0,14.8,15.99,10.6,80.3,38.5,70.17,156.08,140.65,15.3,27.8,17.9,163.9,190.1,4.16,-1.02,4.6,18.8,8.5,3.1999999999999993,3.200000000000003,329.3647534480387,14,25.115723159821883,8.147638600616688,8.147638600616688,913.7691912532456,77.17236927049716,9.599999999999998
HU,2023,22.6,13.8,4.1,16050.0,10.3,16880.1,29000.0,7.3,10.8,31.3,16.05,16.8801,29.0,27.2,36.1,22.3,0.6806930693069307,1.4,21.043627031650985,25.79641622912881,358.6601932453499,360.9225025731963,3.200000000000003,3.999999999999999,8.147638600616688,0.0,1.0,5.0,5.0,4.0,15.0,16.0,15.0,16.0,8.0,-2.444309455264442,392.9999999999408,0.1100000000000145,0.0,15.0,0.0,0.0666666666666666,0.9375,1.0,0.0625,0.44,7760.0,16.0,20.61,12.8,80.7,37.8,70.7,161.76,133.72,17.0,23.8,11.6,161.29,184.55,4.43,0.09,7.1,19.7,8.8,2.900000000000002,3.200000000000003,358.6601932453499,15,25.79641622912881,8.147638600616688,8.147638600616688,975.0555972983474,107.34667527437063,9.599999999999998
HU,2024,19.799999999999997,14.3,4.5,16210.0,9.3,18552.9,30400.0,9.0,9.3,28.6,16.21,18.5529,30.4,26.81,36.6,22.3,0.0,1.5,21.043627031650985,25.79641622912881,384.5018911627634,386.9055948236002,3.200000000000003,3.999999999999999,8.147638600616688,0.0,0.0,5.0,5.0,4.0,16.0,17.0,16.0,17.0,8.0,-0.6567051042893586,425.9999999999731,0.0899999999999652,0.0,16.0,0.0,0.0625,0.9411764705882352,1.0,0.0588235294117647,0.36,8350.0,17.4,19.04,15.2,81.1,37.4,74.16,170.76,144.5,3.7,0.8,1.1,155.86,176.73,4.39,0.22,6.0,19.3,5.4999999999999964,0.4999999999999964,3.200000000000003,384.5018911627634,16,25.79641622912881,8.147638600616688,8.147638600616688,1030.9108203088408,115.0548741123306,9.599999999999998
IE,2015,31.799999999999997,16.2,9.9,60150.0,9.4,20468.9,51500.0,4.7,18.9,50.2,60.15,20.4689,51.5,156.33,46.3,30.1,0.0,5.3,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,23.7,68.04520516428275,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0581590401322682,3601.000000000349,-1.4600000000001188,4.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,0.875,0.125,17350.0,25.8,12.82,20.2,69.8,35.6,105.03,96.09,93.59,0.0,-2.1,5.5,94.78,83.02,4.5,2.26,9.0,25.4,15.599999999999998,6.399999999999999,8.900000000000002,0.0,0,21.92374350086655,68.04520516428275,68.04520516428275,0.0,3.734439834024905,4.299999999999999
IE,2016,27.4,16.8,8.4,60160.0,8.0,20883.2,50800.0,4.6,15.4,45.2,60.16,20.8832,50.8,139.57,44.5,27.7,0.0,4.2,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,70.3040970874347,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0847242251813751,4746.000000001632,-1.8100000000004837,4.0,0.0,0.5,0.375,0.0,0.0,0.8888888888888888,0.1666666666666666,17860.0,25.6,12.53,16.8,71.3,35.9,107.76,99.13,97.74,-0.2,-1.3,1.5,95.06,84.67,4.45,-0.5,5.9,23.8,10.599999999999998,3.599999999999998,8.900000000000002,0.0,0,21.92374350086655,70.3040970874347,70.3040970874347,0.0,3.526970954356856,4.299999999999999
IE,2017,23.6,15.6,6.7,65290.0,6.9,21366.7,55300.0,4.5,13.0,41.6,65.29,21.3667,55.3,146.07,42.6,27.0,0.0,3.0,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,2.166653770998346,5237.9999999992815,-1.7699999999997638,4.0,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.9,0.125,18210.0,25.7,14.64,14.4,72.9,36.3,110.39,103.0,98.9,0.3,-2.1,3.0,96.17,88.04,4.63,0.1,4.4,22.4,8.000000000000002,1.2000000000000028,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,3.8381742738589297,4.299999999999999
IE,2018,20.9,14.9,5.8,69310.0,6.1,22316.0,58700.0,3.4,11.2,37.3,69.31,22.316,58.7,135.23,41.0,26.1,0.0,2.1,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,2.5176310098225585,4635.999999999314,-1.5399999999997225,4.0,0.0,0.4,0.3,0.0,0.0,0.8181818181818182,0.12,18940.0,25.9,12.53,13.8,74.0,36.7,112.69,104.29,106.97,0.7,-2.0,6.5,97.19,90.63,4.23,-2.28,4.4,20.8,5.999999999999998,0.0999999999999978,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,4.564315352697124,4.299999999999999
IE,2019,18.5,13.4,5.0,71640.0,6.5,22173.1,60000.0,5.2,11.8,37.1,71.64,22.1731,60.0,103.76,41.0,27.6,0.0,1.6,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,2.7175485724283384,3212.9999999999345,-1.2399999999999924,4.0,0.0,0.3636363636363636,0.2727272727272727,0.0,0.0,0.75,0.0416666666666666,19160.0,25.7,13.85,12.5,75.0,36.7,116.15,108.12,108.16,0.9,-0.7,4.1,98.0,93.91,4.02,0.17,5.1,20.2,5.1,-1.6999999999999993,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,5.497925311203344,4.599999999999999
IE,2020,16.8,13.0,5.9,75620.0,6.1,20727.3,62500.0,4.2,14.6,33.4,75.62,20.7273,62.5,98.49,39.9,26.9,0.0,1.4,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0300914376031236,3726.999999999797,-0.6699999999999331,4.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.6923076923076923,0.0416666666666666,16920.0,28.0,25.82,15.8,72.1,36.5,120.03,111.36,114.7,-0.5,-1.4,-2.1,99.18,91.47,3.92,-3.55,3.6,19.1,3.8000000000000007,-2.3000000000000007,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,4.979253112033222,4.599999999999999
IE,2021,15.4,12.8,6.2,87150.0,4.8,23488.2,74700.0,2.6,13.7,29.1,87.15,23.4882,74.7,93.41,42.4,29.6,0.0,1.8,21.92374350086655,21.92374350086655,0.0,4.6639562118878075,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,3.2064521984848646,5003.00000000109,-0.0899999999999632,4.0,0.0,0.3076923076923077,0.2307692307692307,0.0,0.0,0.6428571428571429,0.0,18260.0,30.1,21.42,14.6,74.9,36.3,122.76,112.56,120.13,2.4,-0.3,6.4,97.09,84.82,3.75,0.06,3.4,19.6,2.5999999999999996,-4.200000000000001,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,7.46887966804981,4.599999999999999
IE,2022,17.9,13.4,4.5,92300.0,5.3,27050.1,85700.0,3.7,12.9,33.1,92.3,27.050099999999997,85.7,93.64,40.8,27.4,0.0,1.3,21.92374350086655,21.92374350086655,0.0,9.047542911068147,8.900000000000002,24.4,71.40781325964402,0.0,0.0,5.0,5.0,2.0,0.0,1.0,0.0,3.0,4.0,1.796719677791827,6149.000000002113,-0.1400000000000192,4.0,0.0,0.2857142857142857,0.2142857142857142,0.0,0.0,0.6,0.0,19820.0,31.2,14.58,10.1,78.2,36.0,118.37,110.54,116.15,8.1,6.9,24.1,96.74,84.32,3.81,0.41,6.8,19.6,4.499999999999998,-1.7000000000000028,8.900000000000002,0.0,0,21.92374350086655,71.40781325964402,71.40781325964402,0.0,16.182572614107915,4.599999999999999
IE,2023,16.6,12.0,4.3,87630.0,6.0,29284.4,83600.0,4.7,10.6,34.3,87.63,29.2844,83.6,82.33,38.0,26.0,5.059588299024918,1.1,21.92374350086655,26.983331799891474,0.0,14.654975772452444,8.900000000000002,24.4,71.40781325964402,0.0,1.0,5.0,5.0,3.0,0.0,2.0,0.0,3.0,5.0,0.033864441710998,4865.999999999332,-0.279999999999958,4.0,0.0,0.2666666666666666,0.2,0.0,0.0,0.5625,0.04,20140.0,32.5,11.81,10.7,79.1,35.5,117.15,111.34,112.72,5.2,9.8,10.8,99.25,85.33,3.86,0.99,7.2,19.2,4.600000000000001,-2.599999999999998,8.900000000000002,0.0,0,26.983331799891474,71.40781325964402,71.40781325964402,0.0,22.19917012448136,4.599999999999999
IE,2024,16.9,12.7,4.3,89300.0,4.5,30622.7,88500.0,4.5,12.2,31.6,89.3,30.6227,88.5,75.1,35.6,22.9,3.2502708559046587,1.0,21.92374350086655,30.233602655796133,0.0,14.654975772452444,8.900000000000002,24.4,71.40781325964402,0.0,2.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0884932682569153,2783.9999999999995,-0.5099999999999408,4.0,0.0,0.25,0.1875,0.0,0.0,0.5294117647058824,0.08,20270.0,34.9,13.49,10.6,79.8,35.1,123.28,114.85,119.64,1.3,2.6,-3.3,97.41,82.69,3.74,-0.94,4.9,17.1,4.199999999999999,-0.2000000000000028,8.900000000000002,0.0,0,30.233602655796133,71.40781325964402,71.40781325964402,0.0,23.858921161825776,4.599999999999999
IT,2015,37.9,19.9,12.0,29210.0,12.1,19313.2,26900.0,8.6,14.9,39.9,29.21,19.3132,26.9,60.98,46.0,26.1,8.690215692403877,7.4,50.89090340731478,50.89090340731478,25.12768033622106,30.648973365851447,17.799999999999997,15.7,36.648097386667985,7.0,7.0,7.0,7.0,4.0,5.0,8.0,5.0,8.0,4.0,-0.8103301984392105,-328.0000000000244,0.9000000000000674,1.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.625,0.3478260869565217,15620.0,22.4,11.1,40.3,60.2,36.3,94.73,90.24,91.59,0.1,1.1,-0.8,101.4,97.5,5.84,1.2,17.0,28.4,18.0,9.5,17.799999999999997,25.12768033622106,5,50.89090340731478,36.648097386667985,36.648097386667985,2.510298711910849,14.547537227949615,4.299999999999998
IT,2016,33.3,20.6,11.7,29630.0,10.1,19964.8,28100.0,9.6,10.7,40.4,29.63,19.9648,28.1,60.85,46.5,25.9,7.377305407939981,7.1,58.268208815254766,58.268208815254766,30.036984609745957,36.298970181911656,21.6,19.1,42.64753245686179,8.0,8.0,8.0,8.0,4.0,6.0,9.0,6.0,9.0,4.0,0.2649546364074512,53.000000000071616,0.119999999999896,2.0,0.0,0.25,0.375,0.0,0.0,0.6666666666666666,0.3478260869565217,15770.0,22.7,11.21,37.7,61.4,36.5,95.09,91.11,94.0,-0.1,0.2,-1.6,101.23,97.08,6.27,1.27,16.1,27.8,12.699999999999996,5.4999999999999964,21.6,30.036984609745957,6,58.268208815254766,42.64753245686179,42.64753245686179,3.7358287251388305,14.432989690721687,6.1999999999999975
IT,2017,28.1,20.3,11.3,30160.0,6.6,20577.8,28900.0,8.2,6.1,38.3,30.16,20.5778,28.9,60.41,45.4,25.1,5.720537668021256,6.9,63.98874648327602,63.98874648327602,35.78930026614252,42.79197838084353,25.0,22.299999999999997,48.262853824689586,9.0,9.0,9.0,9.0,4.0,7.0,10.0,7.0,10.0,5.0,0.2196630037154593,319.99999999994077,-0.339999999999922,3.0,1.0,0.3333333333333333,0.4444444444444444,0.1,0.0,0.7,0.391304347826087,16000.0,22.9,10.87,34.6,62.3,36.6,94.25,92.0,94.38,1.3,2.0,1.8,102.4,99.62,5.92,1.2,15.2,25.9,7.800000000000001,2.200000000000003,25.0,35.78930026614252,7,63.98874648327602,48.262853824689586,48.262853824689586,6.131254091125967,16.036655211912976,6.699999999999997
