geo,time,subjective_poverty,arop,unemployment_rate,real_gdp_pc,severe_mat_soc_deprivation,aic_pps_pc,gdp_pps_pc,housing_cost_overburden,arrears,unexpected_expenses,real_gdp_pc_k,aic_pps_pc_k,gdp_pps_pc_k,debt_to_income,arop_before_transfers,transfer_effect,pct_below_peak,ltu_rate,cum_gdp_shortfall_2008base,cum_gdp_shortfall_ownpeak,cum_wage_shortfall_2008base,cum_wage_shortfall_ownpeak,cum_excess_unemployment,cum_excess_ltu,cum_threshold_shortfall,gdp_years_below_2008,gdp_years_below_peak,gdp_longest_streak_2008,gdp_longest_streak_peak,gdp_cum_negative_years,wage_years_below_2008,wage_years_below_peak,wage_longest_streak_2008,wage_longest_streak_peak,wage_cum_negative_years,slope5_real_wage,slope5_real_gdp,slope5_unemployment,years_worst_quintile_unemp,years_worst_quintile_wage,share_worst_unemployment,share_worst_ltu,share_worst_real_wage,share_worst_real_gdp,share_worst_threshold,share_worst_composite,consumption_pc,hourly_comp,saving_rate,youth_unemployment,employment_rate,working_hours,real_wages_idx,real_income_idx,arop_threshold_real,hicp,hicp_food,hicp_housing,wadj_a01,work_effort_squeeze,s80s20,net_migration,warm,arope,gap_subj_arop,gap_subj_arope,acc_cum_excess_unemployment,acc_real_wages_shortfall,dur_real_wages_below,acc_pct_below_peak,acc_threshold_shortfall,acc_threshold_shortfall_mixed,acc_wadj_excess,acc_hicp_compounded,acc_housing_excess
LV,2021,20.1,23.4,7.6,16580.0,5.3,15658.9,23500.0,4.9,7.2,41.7,16.58,15.6589,23.5,32.72,40.5,17.1,0.0,2.3,47.67441860465118,50.51891923676243,83.35418954698032,83.35418954698032,2.0,14.5,47.051719565224346,0.0,0.0,5.0,5.0,3.0,0.0,0.0,6.0,6.0,3.0,4.040533933653523,322.0000000000565,-0.1499999999999626,5.0,5.0,0.3846153846153846,0.3076923076923077,0.3571428571428571,0.1428571428571428,0.2857142857142857,0.28,7760.0,15.1,10.44,14.8,75.3,38.3,131.79,124.23,161.8,3.2,2.2,4.5,139.35,178.39,6.63,1.32,4.9,26.1,-3.299999999999997,-6.0,2.0,83.35418954698032,0,50.51891923676243,47.051719565224346,47.051719565224346,1010.4776144196742,41.805766312594805,5.6999999999999975
LV,2022,23.9,22.5,6.9,16890.0,7.8,17327.4,24900.0,5.4,6.9,44.1,16.89,17.3274,24.9,31.0,40.7,18.200000000000003,0.0,2.0,47.67441860465118,50.51891923676243,83.35418954698032,88.01246695926378,2.0,14.5,47.051719565224346,0.0,0.0,5.0,5.0,3.0,0.0,1.0,6.0,6.0,4.0,2.22063738261094,332.0000000001227,0.0300000000000446,6.0,5.0,0.4285714285714285,0.2857142857142857,0.3333333333333333,0.1333333333333333,0.2666666666666666,0.48,8150.0,15.9,3.84,15.3,77.0,38.6,127.13,121.35,150.03,17.2,21.7,35.0,137.8,177.41,6.33,1.73,7.1,26.0,1.3999999999999986,-2.1000000000000014,2.0,83.35418954698032,0,50.51891923676243,47.051719565224346,47.051719565224346,1048.2815974894393,66.2493677288821,5.6999999999999975
LV,2023,24.0,22.5,6.5,16770.0,6.2,18304.1,26800.0,7.2,7.9,44.8,16.77,18.3041,26.8,30.9,40.6,18.1,0.7104795737122558,1.8,47.67441860465118,51.22939881047468,83.35418954698032,96.51183868163572,2.0,14.5,47.051719565224346,0.0,1.0,5.0,5.0,4.0,0.0,2.0,6.0,6.0,5.0,0.0785619783261407,341.99999999994986,-0.0799999999999779,6.0,5.0,0.4,0.2666666666666666,0.3125,0.125,0.25,0.44,8100.0,16.8,1.75,12.3,77.5,38.4,123.29,117.65,150.98,9.1,13.3,11.9,141.66,178.55,6.2,-0.45,6.6,25.6,1.5,-1.6000000000000014,2.0,83.35418954698032,0,51.22939881047468,47.051719565224346,47.051719565224346,1089.937102877709,81.3100657561962,5.6999999999999975
LV,2024,23.299999999999997,21.6,6.9,16910.0,5.3,19157.8,27500.0,6.7,7.5,45.3,16.91,19.1578,27.5,31.27,37.8,16.199999999999996,0.0,2.2,47.67441860465118,51.22939881047468,83.35418954698032,96.51183868163572,2.0,14.5,47.051719565224346,0.0,0.0,5.0,5.0,4.0,0.0,0.0,6.0,6.0,5.0,0.7338061800678803,326.99999999998533,-0.3499999999999658,6.0,5.0,0.375,0.25,0.2941176470588235,0.1764705882352941,0.2352941176470588,0.44,8180.0,18.3,4.94,13.6,77.4,38.3,134.41,122.78,169.65,1.3,2.8,-7.0,136.85,172.08,6.28,0.08,4.9,24.3,1.6999999999999955,-1.0000000000000036,2.0,83.35418954698032,0,51.22939881047468,47.051719565224346,47.051719565224346,1126.7844968461582,83.76327769347486,5.6999999999999975
MT,2015,21.6,16.6,5.4,25520.0,8.2,16230.4,27600.0,1.1,10.9,21.4,25.52,16.2304,27.6,92.5,37.4,20.799999999999997,0.0,2.7,2.1435692921236296,2.1435692921236296,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0142608973441196,1162.0000000000982,-0.2500000000000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,10460.0,15.5,8.03,11.6,69.0,37.8,112.37,116.03,119.6,1.2,2.4,-2.0,127.22,146.72,4.15,0.26,14.1,22.2,5.0,-0.5999999999999979,0.0,0.05672238332567758,0,2.1435692921236296,0.0,0.0,234.3655373021315,18.51149561507457,0.0
MT,2016,19.9,16.5,4.7,25960.0,5.2,16494.2,28500.0,1.4,10.4,20.8,25.96,16.4942,28.5,90.64,37.7,21.200000000000003,0.0,2.4,2.1435692921236296,2.1435692921236296,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.895511014755476,1176.000000000318,-0.3700000000001192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,10520.0,15.4,11.14,10.7,71.1,38.3,115.37,120.73,119.1,0.9,1.9,1.2,124.73,150.16,4.22,0.63,6.6,20.2,3.3999999999999986,-0.3000000000000007,0.0,0.05672238332567758,0,2.1435692921236296,0.0,0.0,259.09518455280505,19.578099075610254,0.0
MT,2017,16.1,16.7,4.0,28530.0,4.3,17037.5,31400.0,1.4,6.5,15.6,28.53,17.0375,31.4,99.65,37.5,20.8,0.0,2.0,2.1435692921236296,2.1435692921236296,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.3644824798835797,1397.9999999997892,-0.5199999999999189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,10910.0,15.8,12.02,10.6,73.0,37.8,118.76,126.47,125.43,1.3,2.6,0.8,124.64,149.12,4.21,0.2,6.3,19.4,-0.5999999999999979,-3.299999999999997,0.0,0.05672238332567758,0,2.1435692921236296,0.0,0.0,283.7358404200512,21.095046219483194,0.0
MT,2018,14.1,16.8,4.0,29510.0,4.7,18006.3,32600.0,1.7,8.1,13.9,29.51,18.0063,32.6,99.31,37.0,20.2,0.0,1.9,2.1435692921236296,2.1435692921236296,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,4.092575613963444,1434.9999999996926,-0.4799999999999042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11600.0,16.6,11.06,9.4,74.9,38.1,125.21,133.06,125.49,1.7,2.1,1.1,119.8,146.79,4.28,-0.15,7.6,19.2,-2.700000000000001,-5.1,0.0,0.05672238332567758,0,2.1435692921236296,0.0,0.0,303.53665836368975,23.19269969187001,0.0
MT,2019,12.3,17.1,4.1,29480.0,5.0,18707.2,33400.0,2.6,7.8,15.1,29.48,18.7072,33.4,102.2,36.8,19.699999999999996,0.1016604540833615,1.0,2.1435692921236296,2.245229746206988,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.090843805698103,1146.9999999999968,-0.3300000000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,11770.0,16.6,12.99,10.1,75.6,39.2,127.9,137.95,128.39,1.5,3.1,2.1,118.39,155.29,4.18,-1.01,7.8,20.7,-4.800000000000001,-8.399999999999999,0.0,0.05672238332567758,0,2.245229746206988,0.0,0.0,321.9235367411376,25.077032472149696,0.0
MT,2020,15.4,16.9,4.9,27870.0,5.1,17380.8,31900.0,2.8,7.0,16.3,27.87,17.3808,31.9,103.28,35.1,18.200000000000003,5.557438156557099,1.3,2.1435692921236296,7.802667902764085,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,3.579063898048717,476.99999999989853,0.0500000000000238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,10330.0,18.0,24.19,11.5,76.0,38.0,128.69,139.01,134.75,0.8,2.4,1.3,121.44,148.13,4.69,-0.6,7.2,19.9,-1.4999999999999982,-4.499999999999998,0.0,0.05672238332567758,0,7.802667902764085,0.0,0.0,343.3614757122672,26.060677885754814,0.0
MT,2021,15.4,16.9,3.8,31420.0,5.4,18948.5,36200.0,2.7,7.8,15.7,31.42,18.9485,36.2,99.88,36.2,19.300000000000004,0.0,1.0,2.1435692921236296,7.802667902764085,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,3.531142822307957,414.0000000001028,0.0499999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,11370.0,18.6,22.77,9.9,77.8,37.6,134.67,150.8,140.37,0.7,2.2,1.1,122.56,142.17,5.03,-0.59,7.8,20.3,-1.4999999999999982,-4.9,0.0,0.05672238332567758,0,7.802667902764085,0.0,0.0,365.91855214856344,26.949514102867877,0.0
MT,2022,21.4,16.7,3.5,31390.0,4.9,20328.8,37400.0,2.9,6.1,15.4,31.39,20.3288,37.4,97.38,35.1,18.4,0.0954805856142584,1.2,2.1435692921236296,7.8981484883783395,0.0567223833256775,2.8150143983456815,0.0,3.7,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,2.6222704511395936,570.0000000002525,-0.1300000000000727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,12130.0,19.5,19.14,9.0,80.1,37.3,134.93,153.71,140.94,6.1,10.8,8.5,120.7,139.78,4.75,-2.0,7.6,20.1,4.699999999999999,1.2999999999999972,0.0,0.05672238332567758,0,7.8981484883783395,0.0,0.0,386.61734344076456,34.73571936477826,0.0
MT,2023,16.6,16.6,3.5,33380.0,4.1,23054.8,41900.0,6.0,5.7,15.9,33.38,23.0548,41.9,89.81,33.6,17.0,0.0,0.8,2.1435692921236296,7.8981484883783395,0.0567223833256775,6.8698738327687465,0.0,3.7,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,1.2193957629731107,1131.9999999999118,-0.2599999999999589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,13160.0,19.8,14.71,9.2,81.3,37.3,130.88,158.31,139.29,5.6,10.6,7.4,123.96,147.16,5.3,-0.9,6.8,19.8,0.0,-3.1999999999999993,0.0,0.05672238332567758,0,7.8981484883783395,0.0,0.0,410.5767833271346,42.225645887650984,2.3
MT,2024,17.3,16.9,3.2,34480.0,4.3,24129.1,43900.0,5.9,5.9,18.3,34.48,24.1291,43.9,83.88,32.7,15.800000000000004,0.0,0.7,2.1435692921236296,7.8981484883783395,0.0567223833256775,6.8698738327687465,0.0,3.7,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,1.3779860641175283,1517.999999999808,-0.3699999999999725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13540.0,21.0,18.82,9.2,82.7,37.5,137.48,171.74,141.42,2.4,4.7,2.3,125.51,146.83,5.07,-0.95,7.8,19.6,0.4000000000000021,-2.3000000000000007,0.0,0.05672238332567758,0,7.8981484883783395,0.0,0.0,436.08560803991963,45.69803270917265,4.5
NL,2015,12.9,11.6,7.9,45530.0,3.2,22810.0,36600.0,14.9,5.7,22.9,45.53,22.81,36.6,225.97,39.1,27.5,0.9355961705831156,2.7,20.40905134899911,20.40905134899911,0.8647979983847023,7.044159255140173,10.999999999999996,6.5,9.985518622490943,7.0,7.0,7.0,7.0,3.0,0.0,6.0,2.0,6.0,5.0,-0.0360270434709676,151.00000000001202,0.5400000000000368,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0416666666666666,17490.0,29.7,14.05,12.5,77.2,33.0,100.21,99.13,98.51,0.2,0.6,0.7,88.49,66.85,3.82,1.13,2.9,16.4,1.3000000000000007,-3.4999999999999982,10.999999999999996,0.8647979983847023,0,20.409051348999114,9.985518622490943,9.985518622490943,0.0,13.173381620642811,4.9
NL,2016,12.6,12.7,7.0,46380.0,2.6,22703.8,36900.0,10.7,5.0,22.5,46.38,22.7038,36.9,222.99,38.4,25.7,0.0,2.3,20.40905134899911,20.40905134899911,0.8647979983847023,7.044159255140173,12.599999999999998,7.9,9.985518622490943,0.0,0.0,7.0,7.0,3.0,0.0,0.0,2.0,6.0,5.0,0.5282802857298805,532.0000000001968,0.0099999999998757,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0416666666666666,17630.0,29.6,15.14,12.1,77.9,33.4,102.06,101.38,105.06,0.1,0.9,-0.7,89.71,68.13,3.93,0.64,2.6,16.3,-0.0999999999999996,-3.700000000000001,12.599999999999998,0.8647979983847023,0,20.409051348999114,9.985518622490943,9.985518622490943,0.0,13.29787234042552,4.9
NL,2017,11.5,13.2,5.9,47390.0,2.6,23638.5,38500.0,9.4,4.6,20.7,47.39,23.6385,38.5,224.27,37.9,24.7,0.0,1.7,20.40905134899911,20.40905134899911,0.8647979983847023,7.455248750064712,13.099999999999998,8.700000000000001,9.985518622490943,0.0,0.0,7.0,7.0,3.0,0.0,1.0,2.0,6.0,6.0,0.6305066552509533,791.9999999998784,-0.5999999999998764,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0416666666666666,17920.0,30.0,12.99,10.4,78.9,33.4,101.65,101.44,107.51,1.3,2.6,1.5,90.16,69.39,3.99,0.32,2.4,16.6,-1.6999999999999993,-5.100000000000001,13.099999999999998,0.8647979983847023,0,20.409051348999114,9.985518622490943,9.985518622490943,0.0,14.757808963331808,4.9
NL,2018,10.0,13.3,4.9,48180.0,2.6,24461.9,39900.0,9.4,3.8,21.5,48.18,24.4619,39.9,217.84,37.9,24.6,0.0,1.2,20.40905134899911,20.40905134899911,0.8647979983847023,7.455248750064712,13.099999999999998,9.0,9.985518622490943,0.0,0.0,7.0,7.0,3.0,0.0,0.0,2.0,6.0,6.0,0.4842682411060727,865.9999999998187,-0.8999999999997955,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.04,18240.0,30.5,13.71,8.9,80.0,33.3,102.3,104.16,107.86,1.6,0.8,4.0,90.37,69.83,4.05,0.03,2.2,16.5,-3.3000000000000007,-6.5,13.099999999999998,0.8647979983847023,0,20.409051348999114,9.985518622490943,9.985518622490943,0.0,16.591217745586206,4.9
NL,2019,10.1,13.2,4.4,48970.0,2.8,24584.2,40500.0,9.9,4.0,21.9,48.97,24.5842,40.5,209.84,37.3,24.1,0.0,0.9,20.40905134899911,20.40905134899911,0.8647979983847023,7.455248750064712,13.099999999999998,9.0,9.985518622490943,0.0,0.0,7.0,7.0,3.0,0.0,0.0,2.0,6.0,6.0,0.5198793294552911,867.9999999999849,-0.9099999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.1666666666666666,18310.0,30.5,15.99,8.5,81.0,33.4,102.69,106.4,107.65,2.7,4.0,5.3,92.2,72.01,3.94,-0.27,3.0,16.5,-3.0999999999999996,-6.4,13.099999999999998,0.8647979983847023,0,20.409051348999114,9.985518622490943,9.985518622490943,0.0,19.714803078315946,4.9
NL,2020,7.5,13.4,4.9,46810.0,2.2,24051.6,40000.0,8.3,3.2,19.1,46.81,24.051599999999997,40.0,209.34,37.2,23.800000000000004,4.41086379415969,0.7,20.40905134899911,24.81991514315881,0.8647979983847023,7.455248750064712,13.099999999999998,9.0,9.985518622490943,0.0,1.0,7.0,7.0,4.0,0.0,0.0,2.0,6.0,6.0,0.840882936963725,243.99999999994807,-0.5699999999999477,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0416666666666666,17090.0,32.9,22.11,10.6,80.8,32.7,105.74,108.36,111.6,1.1,1.9,-1.7,88.46,69.74,4.15,-0.58,2.4,16.0,-5.9,-8.5,13.099999999999998,0.8647979983847023,0,24.81991514315881,9.985518622490943,9.985518622490943,0.0,21.050248981439523,4.9
NL,2021,5.6,14.4,4.2,49490.0,2.1,26278.2,43700.0,8.3,2.6,15.1,49.49,26.2782,43.7,206.69,37.9,23.5,0.0,0.8,20.40905134899911,24.81991514315881,0.8647979983847023,7.535487891093666,13.099999999999998,9.0,9.985518622490943,0.0,0.0,7.0,7.0,4.0,0.0,1.0,2.0,6.0,7.0,1.1467950486308427,283.00000000004394,-0.3400000000000382,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.04,17760.0,33.2,19.14,9.3,81.7,32.2,105.66,109.46,119.64,2.8,-0.2,6.4,89.76,68.21,3.88,0.04,2.4,16.6,-8.8,-11.000000000000002,13.099999999999998,0.8647979983847023,0,24.81991514315881,9.985518622490943,9.985518622490943,0.0,24.468085106382944,4.9
NL,2022,6.9,14.5,3.5,51480.0,2.5,29426.6,48500.0,10.0,2.9,14.6,51.48,29.426599999999997,48.5,197.12,36.9,22.4,0.0,0.7,20.40905134899911,24.81991514315881,2.762015098814203,15.172877136910104,13.099999999999998,9.0,9.985518622490943,0.0,0.0,7.0,7.0,4.0,1.0,2.0,2.0,6.0,8.0,-0.5422617091297391,712.0000000002618,-0.3000000000000926,0.0,1.0,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.12,18810.0,34.6,14.57,7.6,82.9,32.4,98.1,109.37,111.3,11.6,10.7,35.3,89.5,68.43,3.94,0.38,5.3,16.5,-7.6,-9.6,13.099999999999998,2.762015098814203,1,24.81991514315881,9.985518622490943,9.985518622490943,0.0,38.9542779538252,4.9
NL,2023,7.3,13.0,3.6,50660.0,2.7,31056.8,50200.0,9.3,2.6,15.9,50.66,31.0568,50.2,183.17,37.0,24.0,1.592851592851593,0.5,20.40905134899911,26.412766736010397,2.9399357141669213,21.090969897649757,13.099999999999998,9.0,9.985518622490943,0.0,1.0,7.0,7.0,5.0,2.0,3.0,2.0,6.0,8.0,-1.3374899671018896,804.9999999998463,-0.2999999999999542,0.0,1.0,0.0,0.0,0.0625,0.0,0.0625,0.04,18760.0,36.4,15.12,8.2,83.5,32.2,99.82,110.37,105.88,4.1,11.9,-11.1,90.36,69.1,3.87,0.32,7.1,15.8,-5.7,-8.5,13.099999999999998,2.9399357141669213,2,26.412766736010397,9.985518622490943,9.985518622490943,0.0,44.64689904934354,4.9
NL,2024,7.3,12.1,3.7,50870.0,3.1,32491.2,53400.0,6.9,3.9,16.9,50.87,32.4912,53.4,180.46,36.6,24.5,1.184926184926185,0.5,20.40905134899911,27.59769292093658,2.9399357141669213,23.744900772747457,13.099999999999998,9.0,9.985518622490943,0.0,2.0,7.0,7.0,5.0,0.0,4.0,2.0,6.0,8.0,-1.1145715369906288,928.9999999999684,-0.299999999999985,0.0,1.0,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.04,18790.0,38.6,16.66,8.7,83.5,32.1,103.09,111.94,112.17,3.2,1.7,2.3,89.1,68.38,3.72,0.58,7.1,15.4,-4.8,-8.100000000000001,13.099999999999998,2.9399357141669213,0,27.59769292093658,9.985518622490943,9.985518622490943,0.0,49.298325033951926,4.9
PL,2015,29.4,17.6,7.7,11870.0,7.8,13384.2,19400.0,8.7,11.0,42.3,11.87,13.3842,19.4,56.59,43.6,26.0,0.0,3.0,0.0,0.0,65.90703632167292,65.90703632167292,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,3.0,1.0231829348392516,290.00000000002564,-0.5800000000000521,0.0,2.0,0.0,0.0,0.25,1.0,0.0,0.1666666666666666,6570.0,10.8,6.49,21.0,66.3,39.8,95.53,122.92,128.36,-0.7,-1.6,0.4,145.65,221.71,4.92,2.23,7.5,22.5,11.799999999999995,6.899999999999999,7.699999999999999,65.90703632167292,7,0.0,0.0,0.0,430.3895236884938,20.048019207683133,4.200000000000001
PL,2016,24.799999999999997,17.3,6.3,12240.0,5.4,13575.4,19700.0,7.7,11.0,37.9,12.24,13.5754,19.7,56.8,43.1,25.8,0.0,2.2,0.0,0.0,69.71632074478256,69.71632074478256,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,3.0,1.7469662619504092,374.0000000001204,-1.110000000000389,0.0,2.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.1666666666666666,6820.0,11.2,8.05,17.8,68.2,40.0,96.19,129.75,136.21,-0.2,1.0,-0.4,143.25,215.63,4.76,2.4,7.1,20.6,7.4999999999999964,4.199999999999996,7.699999999999999,69.71632074478256,8,0.0,0.0,0.0,473.6389805001911,19.80792316926776,4.200000000000001
PL,2017,22.1,15.0,5.0,12870.0,5.3,14367.3,20700.0,6.7,10.3,34.8,12.87,14.367299999999998,20.7,55.06,43.6,28.6,0.0,1.5,0.0,0.0,69.71632074478256,69.71632074478256,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,2.7614314066509316,475.9999999999312,-1.409999999999808,0.0,2.0,0.0,0.0,0.2,1.0,0.0,0.2083333333333333,7240.0,11.7,5.49,14.9,70.0,39.6,102.45,134.0,141.25,1.6,3.8,1.9,141.99,210.97,4.56,1.05,6.0,18.7,7.100000000000001,3.400000000000002,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,515.6309319114093,21.72869147659069,4.200000000000001
PL,2018,18.6,14.8,3.9,13680.0,4.5,15060.5,21900.0,6.2,7.7,31.7,13.68,15.0605,21.9,55.69,44.4,29.6,0.0,1.0,0.0,0.0,69.71632074478256,69.71632074478256,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,3.9373009847049985,563.9999999998759,-1.3299999999997485,0.0,2.0,0.0,0.0,0.1818181818181818,1.0,0.0,0.16,7590.0,12.6,4.98,11.8,71.4,39.0,108.87,139.8,150.6,1.2,2.2,2.4,137.3,197.96,4.25,0.75,5.1,18.2,3.8000000000000007,0.4000000000000021,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,552.9318615968847,23.169267707082874,4.200000000000001
PL,2019,15.7,15.4,3.3,14310.0,3.5,15778.5,23300.0,6.0,7.4,29.3,14.31,15.7785,23.3,55.23,43.9,28.5,0.0,0.7,0.0,0.0,69.71632074478256,69.71632074478256,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,4.475959870040599,631.9999999999854,-1.1199999999999912,0.0,2.0,0.0,0.0,0.1666666666666666,1.0,0.0,0.25,7840.0,13.1,6.18,9.7,72.6,39.0,111.57,146.2,159.96,2.1,5.0,1.9,135.47,195.78,4.37,0.65,4.2,17.9,0.2999999999999989,-2.1999999999999993,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,588.3980754110034,25.810324129651896,4.200000000000001
PL,2020,15.9,14.8,3.2,14310.0,2.6,16012.3,23900.0,4.9,5.5,25.7,14.31,16.0123,23.9,52.66,43.9,29.1,0.0,0.6,0.0,0.0,69.71632074478256,72.02080842383842,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,4.0,3.526773780495302,557.9999999999686,-0.7899999999999434,0.0,2.0,0.0,0.0,0.1538461538461538,1.0,0.0,0.2916666666666667,7740.0,13.5,12.79,10.8,72.8,38.6,109.26,155.56,175.28,3.7,4.4,6.0,130.77,200.62,4.07,1.37,3.2,17.0,1.0999999999999996,-1.0999999999999996,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,619.1633124934506,30.372148859543845,4.200000000000001
PL,2021,13.7,14.8,3.4,15380.0,2.9,17531.9,26200.0,5.7,7.0,24.5,15.38,17.5319,26.2,53.55,43.7,28.9,0.0,0.9,0.0,0.0,69.71632074478256,77.77007419972189,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,0.7138842853207288,565.000000000097,-0.3900000000000343,0.0,2.0,0.0,0.0,0.1428571428571428,1.0,0.0,0.32,8270.0,13.4,5.1,11.9,75.5,39.7,105.82,152.13,178.08,5.2,3.0,7.2,136.48,208.36,4.03,2.3,3.2,16.8,-1.1000000000000014,-3.1000000000000014,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,655.6456121510059,37.214885954381785,4.200000000000001
PL,2022,15.3,13.7,2.9,15840.0,2.8,19189.4,28100.0,5.6,6.0,27.1,15.84,19.189400000000003,28.1,44.62,43.4,29.7,0.0,0.9,0.0,0.0,69.71632074478256,87.07273282313565,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,6.0,-1.8954195639130695,539.0000000001644,-0.190000000000032,0.0,2.0,0.0,0.0,0.1333333333333333,1.0,0.0,0.32,8510.0,14.3,1.02,10.8,76.7,39.5,102.27,150.08,174.26,13.2,14.5,22.5,136.77,201.86,3.91,2.17,4.9,15.9,1.6000000000000014,-0.5999999999999996,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,692.4117481857381,55.34213685474194,4.200000000000001
PL,2023,15.1,14.0,2.8,15950.0,3.0,20101.3,29500.0,5.9,5.1,25.7,15.95,20.1013,29.5,39.02,42.7,28.700000000000003,0.0,0.8,0.0,0.0,69.71632074478256,89.82675619835513,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,6.0,-1.2506217694793629,480.9999999999473,-0.1299999999999884,0.0,2.0,0.0,0.0,0.125,1.0,0.0,0.32,8520.0,15.6,4.72,11.4,77.9,39.3,108.81,155.73,181.17,10.9,15.9,15.2,135.22,196.79,4.06,1.16,4.7,16.3,1.0999999999999996,-1.200000000000001,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,727.6273145373953,72.26890756302527,4.200000000000001
PL,2024,11.5,13.8,2.9,16510.0,2.3,21610.1,31500.0,5.2,4.2,22.8,16.51,21.6101,31.5,36.43,45.4,31.6,0.0,0.8,0.0,0.0,69.71632074478256,89.82675619835513,7.699999999999999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,3.4742568920286856,496.9999999999519,-0.1199999999999847,0.0,2.0,0.0,0.0,0.1176470588235294,1.0,0.0,0.28,8790.0,17.6,7.77,10.8,78.4,38.9,125.14,166.06,201.06,3.7,3.5,5.0,127.67,181.73,3.85,1.01,3.3,16.0,-2.3000000000000007,-4.5,7.699999999999999,69.71632074478256,0,0.0,0.0,0.0,755.2958150978552,78.51140456182478,4.200000000000001
