geo,time,nominal_comp_per_employee,hicp_index,real_wage_idx2008
SI,2022,33825.5,116.94,117.35656666402373
SI,2023,37076.7,125.38,119.97729537006244
SI,2024,39377.3,127.87,124.94058331537623
SK,2000,4988.0,61.5,59.46362182384013
SK,2001,5178.3,65.9,57.610523474119574
SK,2002,5711.3,68.21,61.388490195950226
SK,2003,6334.2,73.96,62.79063834172522
SK,2004,7050.8,79.49,65.03182286491281
SK,2005,7927.3,81.71,71.12955835401087
SK,2006,8888.0,85.19,76.4919013811876
SK,2007,10678.8,86.8,90.1992146844687
SK,2008,12305.6,90.22,100.0
SK,2009,13098.7,91.05,105.47469402857246
SK,2010,13825.9,91.69,110.55323806017684
SK,2011,14114.7,95.43,108.43931282684605
SK,2012,14468.5,99.0,107.14905441753378
SK,2013,14851.9,100.45,108.40070433924984
SK,2014,15134.4,100.35,110.57268614588246
SK,2015,15669.5,100.0,114.88284114549472
SK,2016,16019.8,99.52,118.017592557656
SK,2017,16857.7,100.9,122.49184704065696
SK,2018,17854.6,103.46,126.52538856890804
SK,2019,19052.5,106.33,131.36999554148787
SK,2020,19779.9,108.47,133.69478901806963
SK,2021,21153.3,111.53,139.05495063677543
SK,2022,22403.8,125.05,131.35240221945284
SK,2023,24723.4,138.79,130.6020663724664
SK,2024,26633.1,143.17,136.38597838890416
