freq,wstatus,unit,geo,time,value,geo_label
A,SAL,PC,EE,2018,9.1,Estonia
A,SAL,PC,EE,2019,7.0,Estonia
A,SAL,PC,EE,2020,6.4,Estonia
A,SAL,PC,EE,2021,5.3,Estonia
A,SAL,PC,EE,2022,5.6,Estonia
A,SAL,PC,EE,2023,7.6,Estonia
A,SAL,PC,EE,2024,6.6,Estonia
A,SAL,PC,EE,2025,9.1,Estonia
A,SAL,PC,EL,2010,50.6,Greece
A,SAL,PC,EL,2011,58.5,Greece
A,SAL,PC,EL,2012,70.3,Greece
A,SAL,PC,EL,2013,71.9,Greece
A,SAL,PC,EL,2014,69.8,Greece
A,SAL,PC,EL,2015,69.8,Greece
A,SAL,PC,EL,2016,68.9,Greece
A,SAL,PC,EL,2017,71.2,Greece
A,SAL,PC,EL,2018,67.3,Greece
A,SAL,PC,EL,2019,63.3,Greece
A,SAL,PC,EL,2020,62.5,Greece
A,SAL,PC,EL,2021,61.7,Greece
A,SAL,PC,EL,2022,60.3,Greece
A,SAL,PC,EL,2023,58.8,Greece
A,SAL,PC,EL,2024,57.1,Greece
A,SAL,PC,EL,2025,59.5,Greece
A,SAL,PC,ES,2010,27.6,Spain
A,SAL,PC,ES,2011,23.5,Spain
A,SAL,PC,ES,2012,27.4,Spain
A,SAL,PC,ES,2013,30.2,Spain
A,SAL,PC,ES,2014,29.2,Spain
A,SAL,PC,ES,2015,26.8,Spain
A,SAL,PC,ES,2016,27.7,Spain
A,SAL,PC,ES,2017,18.5,Spain
A,SAL,PC,ES,2018,21.2,Spain
A,SAL,PC,ES,2019,16.7,Spain
A,SAL,PC,ES,2020,18.7,Spain
A,SAL,PC,ES,2021,16.9,Spain
A,SAL,PC,ES,2022,18.4,Spain
A,SAL,PC,ES,2023,20.0,Spain
A,SAL,PC,ES,2024,20.0,Spain
A,SAL,PC,ES,2025,19.0,Spain
A,SAL,PC,EU27_2020,2010,21.3,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2011,20.8,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2012,21.8,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2013,22.4,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2014,21.1,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2015,19.8,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2016,18.2,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2017,15.9,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2018,15.5,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2019,13.2,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2020,14.7,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2021,13.2,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2022,14.1,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2023,14.9,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2024,13.4,European Union - 27 countries (from 2020)
A,SAL,PC,EU27_2020,2025,13.6,European Union - 27 countries (from 2020)
A,SAL,PC,FI,2010,3.6,Finland
A,SAL,PC,FI,2011,3.8,Finland
A,SAL,PC,FI,2012,3.8,Finland
A,SAL,PC,FI,2013,4.3,Finland
A,SAL,PC,FI,2014,4.8,Finland
A,SAL,PC,FI,2015,4.3,Finland
A,SAL,PC,FI,2016,4.0,Finland
A,SAL,PC,FI,2017,3.9,Finland
A,SAL,PC,FI,2018,3.4,Finland
A,SAL,PC,FI,2019,3.8,Finland
A,SAL,PC,FI,2020,4.1,Finland
A,SAL,PC,FI,2021,3.1,Finland
A,SAL,PC,FI,2022,3.7,Finland
A,SAL,PC,FI,2023,5.7,Finland
A,SAL,PC,FI,2024,6.3,Finland
A,SAL,PC,FI,2025,6.1,Finland
A,SAL,PC,FR,2010,16.7,France
A,SAL,PC,FR,2011,16.0,France
A,SAL,PC,FR,2012,16.5,France
A,SAL,PC,FR,2013,18.1,France
A,SAL,PC,FR,2014,17.4,France
A,SAL,PC,FR,2015,16.4,France
A,SAL,PC,FR,2016,15.8,France
A,SAL,PC,FR,2017,15.0,France
A,SAL,PC,FR,2018,14.7,France
A,SAL,PC,FR,2019,13.9,France
A,SAL,PC,FR,2020,14.8,France
A,SAL,PC,FR,2021,13.2,France
A,SAL,PC,FR,2022,17.7,France
A,SAL,PC,FR,2023,18.8,France
A,SAL,PC,FR,2024,18.3,France
A,SAL,PC,FR,2025,18.9,France
A,SAL,PC,HR,2010,46.4,Croatia
A,SAL,PC,HR,2011,43.2,Croatia
A,SAL,PC,HR,2012,45.7,Croatia
A,SAL,PC,HR,2013,52.2,Croatia
A,SAL,PC,HR,2014,51.7,Croatia
A,SAL,PC,HR,2015,44.5,Croatia
A,SAL,PC,HR,2016,41.1,Croatia
A,SAL,PC,HR,2017,34.8,Croatia
A,SAL,PC,HR,2018,33.4,Croatia
A,SAL,PC,HR,2019,26.6,Croatia
A,SAL,PC,HR,2020,25.4,Croatia
A,SAL,PC,HR,2021,18.4,Croatia
A,SAL,PC,HR,2022,17.6,Croatia
A,SAL,PC,HR,2023,14.3,Croatia
A,SAL,PC,HR,2024,13.0,Croatia
A,SAL,PC,HR,2025,12.8,Croatia
A,SAL,PC,HU,2010,52.4,Hungary
A,SAL,PC,HU,2011,52.1,Hungary
A,SAL,PC,HU,2012,52.9,Hungary
A,SAL,PC,HU,2013,50.0,Hungary
A,SAL,PC,HU,2014,43.9,Hungary
A,SAL,PC,HU,2015,40.9,Hungary
A,SAL,PC,HU,2016,38.3,Hungary
A,SAL,PC,HU,2017,37.2,Hungary
A,SAL,PC,HU,2018,31.7,Hungary
A,SAL,PC,HU,2019,23.4,Hungary
A,SAL,PC,HU,2020,22.9,Hungary
A,SAL,PC,HU,2021,22.0,Hungary
A,SAL,PC,HU,2022,17.3,Hungary
A,SAL,PC,HU,2023,18.1,Hungary
A,SAL,PC,HU,2024,15.2,Hungary
A,SAL,PC,HU,2025,15.7,Hungary
A,SAL,PC,IE,2010,22.4,Ireland
A,SAL,PC,IE,2011,21.9,Ireland
A,SAL,PC,IE,2012,24.8,Ireland
A,SAL,PC,IE,2013,27.5,Ireland
A,SAL,PC,IE,2014,27.9,Ireland
A,SAL,PC,IE,2015,24.1,Ireland
A,SAL,PC,IE,2016,19.4,Ireland
A,SAL,PC,IE,2017,17.8,Ireland
A,SAL,PC,IE,2018,15.4,Ireland
A,SAL,PC,IE,2019,12.4,Ireland
A,SAL,PC,IE,2020,12.3,Ireland
A,SAL,PC,IE,2021,9.8,Ireland
A,SAL,PC,IE,2022,12.9,Ireland
A,SAL,PC,IE,2023,12.7,Ireland
A,SAL,PC,IE,2024,12.8,Ireland
A,SAL,PC,IE,2025,11.2,Ireland
A,SAL,PC,IT,2010,32.4,Italy
A,SAL,PC,IT,2011,33.1,Italy
A,SAL,PC,IT,2012,35.1,Italy
A,SAL,PC,IT,2013,35.3,Italy
A,SAL,PC,IT,2014,33.4,Italy
A,SAL,PC,IT,2015,31.5,Italy
A,SAL,PC,IT,2016,26.9,Italy
A,SAL,PC,IT,2017,22.7,Italy
A,SAL,PC,IT,2018,25.4,Italy
A,SAL,PC,IT,2019,18.4,Italy
A,SAL,PC,IT,2020,19.6,Italy
A,SAL,PC,IT,2021,19.7,Italy
A,SAL,PC,IT,2022,18.4,Italy
A,SAL,PC,IT,2023,15.5,Italy
A,SAL,PC,IT,2024,15.2,Italy
A,SAL,PC,IT,2025,18.6,Italy
A,SAL,PC,LT,2010,28.1,Lithuania
A,SAL,PC,LT,2011,24.5,Lithuania
A,SAL,PC,LT,2012,25.0,Lithuania
A,SAL,PC,LT,2013,22.1,Lithuania
A,SAL,PC,LT,2014,20.6,Lithuania
A,SAL,PC,LT,2015,19.8,Lithuania
A,SAL,PC,LT,2016,19.2,Lithuania
A,SAL,PC,LT,2017,17.7,Lithuania
A,SAL,PC,LT,2018,14.6,Lithuania
A,SAL,PC,LT,2019,12.1,Lithuania
A,SAL,PC,LT,2020,8.6,Lithuania
A,SAL,PC,LT,2021,5.9,Lithuania
A,SAL,PC,LT,2022,6.5,Lithuania
A,SAL,PC,LT,2023,7.2,Lithuania
A,SAL,PC,LT,2024,5.1,Lithuania
A,SAL,PC,LT,2025,5.4,Lithuania
A,SAL,PC,LU,2010,7.0,Luxembourg
A,SAL,PC,LU,2011,8.0,Luxembourg
A,SAL,PC,LU,2012,8.4,Luxembourg
A,SAL,PC,LU,2013,11.6,Luxembourg
A,SAL,PC,LU,2014,10.0,Luxembourg
A,SAL,PC,LU,2015,10.8,Luxembourg
A,SAL,PC,LU,2016,10.5,Luxembourg
A,SAL,PC,LU,2017,11.7,Luxembourg
A,SAL,PC,LU,2018,10.5,Luxembourg
A,SAL,PC,LU,2019,8.9,Luxembourg
A,SAL,PC,LU,2020,10.7,Luxembourg
A,SAL,PC,LU,2021,8.3,Luxembourg
A,SAL,PC,LU,2022,5.1,Luxembourg
A,SAL,PC,LU,2023,6.2,Luxembourg
A,SAL,PC,LU,2024,8.0,Luxembourg
A,SAL,PC,LU,2025,5.6,Luxembourg
A,SAL,PC,LV,2010,47.1,Latvia
A,SAL,PC,LV,2011,47.4,Latvia
A,SAL,PC,LV,2012,42.7,Latvia
A,SAL,PC,LV,2013,45.2,Latvia
A,SAL,PC,LV,2014,39.7,Latvia
A,SAL,PC,LV,2015,33.5,Latvia
A,SAL,PC,LV,2016,30.2,Latvia
A,SAL,PC,LV,2017,30.9,Latvia
A,SAL,PC,LV,2018,22.6,Latvia
A,SAL,PC,LV,2019,17.0,Latvia
A,SAL,PC,LV,2020,17.5,Latvia
A,SAL,PC,LV,2021,14.3,Latvia
A,SAL,PC,LV,2022,16.7,Latvia
A,SAL,PC,LV,2023,16.5,Latvia
A,SAL,PC,LV,2024,16.1,Latvia
A,SAL,PC,LV,2025,14.3,Latvia
A,SAL,PC,MT,2010,41.4,Malta
A,SAL,PC,MT,2011,33.3,Malta
A,SAL,PC,MT,2012,36.8,Malta
A,SAL,PC,MT,2013,30.2,Malta
A,SAL,PC,MT,2014,27.5,Malta
A,SAL,PC,MT,2015,16.0,Malta
A,SAL,PC,MT,2016,15.4,Malta
A,SAL,PC,MT,2017,13.0,Malta
A,SAL,PC,MT,2018,10.5,Malta
A,SAL,PC,MT,2019,10.1,Malta
A,SAL,PC,MT,2020,13.2,Malta
A,SAL,PC,MT,2021,12.3,Malta
A,SAL,PC,MT,2022,19.3,Malta
A,SAL,PC,MT,2023,14.9,Malta
A,SAL,PC,MT,2024,14.9,Malta
A,SAL,PC,MT,2025,12.7,Malta
A,SAL,PC,NL,2010,8.8,Netherlands
A,SAL,PC,NL,2011,9.0,Netherlands
A,SAL,PC,NL,2012,9.0,Netherlands
A,SAL,PC,NL,2013,10.5,Netherlands
A,SAL,PC,NL,2014,9.9,Netherlands
A,SAL,PC,NL,2015,8.4,Netherlands
A,SAL,PC,NL,2016,7.8,Netherlands
A,SAL,PC,NL,2017,6.5,Netherlands
A,SAL,PC,NL,2018,5.9,Netherlands
A,SAL,PC,NL,2019,5.7,Netherlands
A,SAL,PC,NL,2020,4.3,Netherlands
A,SAL,PC,NL,2021,3.2,Netherlands
A,SAL,PC,NL,2022,3.7,Netherlands
A,SAL,PC,NL,2023,5.0,Netherlands
A,SAL,PC,NL,2024,4.9,Netherlands
A,SAL,PC,NL,2025,4.0,Netherlands
A,SAL,PC,PL,2010,26.7,Poland
A,SAL,PC,PL,2011,25.6,Poland
A,SAL,PC,PL,2012,27.0,Poland
A,SAL,PC,PL,2013,26.1,Poland
A,SAL,PC,PL,2014,23.0,Poland
A,SAL,PC,PL,2015,23.4,Poland
A,SAL,PC,PL,2016,19.0,Poland
A,SAL,PC,PL,2017,17.1,Poland
A,SAL,PC,PL,2018,13.5,Poland
A,SAL,PC,PL,2019,11.3,Poland
A,SAL,PC,PL,2020,12.0,Poland
A,SAL,PC,PL,2021,10.4,Poland
A,SAL,PC,PL,2022,11.4,Poland
A,SAL,PC,PL,2023,11.7,Poland
A,SAL,PC,PL,2024,8.3,Poland
A,SAL,PC,PL,2025,7.3,Poland
A,SAL,PC,PT,2010,38.8,Portugal
A,SAL,PC,PT,2011,35.9,Portugal
A,SAL,PC,PT,2012,35.1,Portugal
A,SAL,PC,PT,2013,40.3,Portugal
A,SAL,PC,PT,2014,36.7,Portugal
A,SAL,PC,PT,2015,33.5,Portugal
A,SAL,PC,PT,2016,31.4,Portugal
A,SAL,PC,PT,2017,28.3,Portugal
A,SAL,PC,PT,2018,24.0,Portugal
A,SAL,PC,PT,2019,21.6,Portugal
A,SAL,PC,PT,2020,17.1,Portugal
A,SAL,PC,PT,2021,16.7,Portugal
A,SAL,PC,PT,2022,20.0,Portugal
A,SAL,PC,PT,2023,20.0,Portugal
A,SAL,PC,PT,2024,18.8,Portugal
A,SAL,PC,PT,2025,16.9,Portugal
A,SAL,PC,RO,2010,38.3,Romania
A,SAL,PC,RO,2011,37.8,Romania
A,SAL,PC,RO,2012,38.9,Romania
A,SAL,PC,RO,2013,39.7,Romania
A,SAL,PC,RO,2014,36.5,Romania
A,SAL,PC,RO,2015,33.1,Romania
A,SAL,PC,RO,2016,32.0,Romania
A,SAL,PC,RO,2017,25.5,Romania
A,SAL,PC,RO,2018,25.2,Romania
A,SAL,PC,RO,2019,22.1,Romania
A,SAL,PC,RO,2020,24.6,Romania
A,SAL,PC,RO,2021,18.1,Romania
A,SAL,PC,RO,2022,15.0,Romania
A,SAL,PC,RO,2023,18.3,Romania
A,SAL,PC,RO,2024,15.4,Romania
A,SAL,PC,RO,2025,15.2,Romania
A,SAL,PC,SE,2010,5.3,Sweden
A,SAL,PC,SE,2011,5.1,Sweden
A,SAL,PC,SE,2012,4.9,Sweden
A,SAL,PC,SE,2013,4.5,Sweden
A,SAL,PC,SE,2014,4.3,Sweden
A,SAL,PC,SE,2015,3.8,Sweden
A,SAL,PC,SE,2016,4.2,Sweden
A,SAL,PC,SE,2017,4.3,Sweden
A,SAL,PC,SE,2018,4.7,Sweden
A,SAL,PC,SE,2019,5.0,Sweden
A,SAL,PC,SE,2020,5.0,Sweden
A,SAL,PC,SE,2021,4.5,Sweden
A,SAL,PC,SE,2022,4.5,Sweden
A,SAL,PC,SE,2023,7.3,Sweden
A,SAL,PC,SE,2024,7.8,Sweden
A,SAL,PC,SE,2025,7.3,Sweden
A,SAL,PC,SI,2010,25.6,Slovenia
A,SAL,PC,SI,2011,26.0,Slovenia
A,SAL,PC,SI,2012,24.8,Slovenia
A,SAL,PC,SI,2013,29.9,Slovenia
A,SAL,PC,SI,2014,25.7,Slovenia
A,SAL,PC,SI,2015,24.4,Slovenia
A,SAL,PC,SI,2016,21.0,Slovenia
A,SAL,PC,SI,2017,18.1,Slovenia
A,SAL,PC,SI,2018,16.1,Slovenia
A,SAL,PC,SI,2019,13.2,Slovenia
A,SAL,PC,SI,2020,12.4,Slovenia
A,SAL,PC,SI,2021,8.2,Slovenia
A,SAL,PC,SI,2022,11.2,Slovenia
A,SAL,PC,SI,2023,10.9,Slovenia
A,SAL,PC,SI,2024,10.3,Slovenia
A,SAL,PC,SI,2025,11.5,Slovenia
A,SAL,PC,SK,2010,24.7,Slovakia
A,SAL,PC,SK,2011,23.4,Slovakia
A,SAL,PC,SK,2012,26.8,Slovakia
A,SAL,PC,SK,2013,30.6,Slovakia
A,SAL,PC,SK,2014,27.0,Slovakia
A,SAL,PC,SK,2015,26.7,Slovakia
A,SAL,PC,SK,2016,23.7,Slovakia
A,SAL,PC,SK,2017,20.7,Slovakia
A,SAL,PC,SK,2018,19.9,Slovakia
A,SAL,PC,SK,2019,22.6,Slovakia
A,SAL,PC,SK,2020,23.8,Slovakia
A,SAL,PC,SK,2021,20.3,Slovakia
A,SAL,PC,SK,2022,22.5,Slovakia
A,SAL,PC,SK,2023,23.9,Slovakia
A,SAL,PC,SK,2024,23.5,Slovakia
A,SAL,PC,SK,2025,17.7,Slovakia
