freq,nace_r2,wstatus,worktime,age,sex,unit,geo,time,value,geo_label
A,TOTAL,EMP,PT,Y20-64,T,HR,RO,2022,27.0,Romania
A,TOTAL,EMP,PT,Y20-64,T,HR,RO,2023,26.7,Romania
A,TOTAL,EMP,PT,Y20-64,T,HR,RO,2024,25.8,Romania
A,TOTAL,EMP,PT,Y20-64,T,HR,RO,2025,25.1,Romania
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2008,24.8,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2009,24.7,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2010,25.2,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2011,25.1,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2012,25.1,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2013,24.9,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2014,25.1,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2015,24.9,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2016,25.1,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2017,25.0,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2018,24.9,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2019,24.8,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2020,24.3,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2021,24.7,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2022,24.6,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2023,24.0,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2024,24.0,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SE,2025,23.9,Sweden
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2008,20.1,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2009,20.3,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2010,19.5,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2011,19.9,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2012,19.6,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2013,19.5,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2014,19.4,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2015,19.9,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2016,20.6,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2017,20.2,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2018,20.6,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2019,20.5,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2020,21.3,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2021,22.1,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2022,21.6,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2023,21.2,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2024,21.1,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SI,2025,21.6,Slovenia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2008,20.9,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2009,22.2,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2010,20.2,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2011,19.0,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2012,19.5,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2013,19.2,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2014,18.7,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2015,18.3,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2016,18.8,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2017,18.8,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2018,19.3,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2019,19.4,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2020,19.7,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2021,20.0,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2022,20.6,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2023,20.1,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2024,20.0,Slovakia
A,TOTAL,EMP,PT,Y20-64,T,HR,SK,2025,20.1,Slovakia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2008,37.9,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2009,36.9,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2010,36.8,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2011,36.9,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2012,36.5,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2013,36.2,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2014,35.8,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2015,35.5,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2016,35.5,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2017,35.3,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2018,35.5,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2019,35.6,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2020,34.0,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2021,33.7,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2022,33.7,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2023,33.6,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2024,33.9,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,AT,2025,34.0,Austria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2008,36.8,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2009,36.8,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2010,37.1,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2011,37.0,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2012,36.7,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2013,37.0,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2014,37.0,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2015,37.1,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2016,37.0,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2017,36.5,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2018,36.5,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2019,36.4,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2020,35.7,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2021,35.0,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2022,34.9,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2023,34.9,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2024,34.5,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BE,2025,34.3,Belgium
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2008,41.1,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2009,40.4,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2010,40.5,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2011,40.3,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2012,40.2,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2013,40.0,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2014,40.1,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2015,40.2,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2016,40.2,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2017,40.0,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2018,39.9,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2019,39.7,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2020,39.4,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2021,39.5,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2022,39.2,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2023,39.0,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2024,39.0,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,BG,2025,38.7,Bulgaria
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2008,39.1,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2009,38.7,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2010,39.0,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2011,38.8,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2012,38.9,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2013,38.3,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2014,37.8,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2015,37.8,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2016,38.1,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2017,38.2,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2018,38.1,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2019,37.9,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2020,37.7,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2021,37.6,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2022,37.7,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2023,38.4,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2024,38.0,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CY,2025,37.7,Cyprus
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2008,41.5,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2009,40.7,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2010,40.6,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2011,40.5,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2012,40.1,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2013,39.5,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2014,39.4,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2015,39.2,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2016,39.5,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2017,39.2,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2018,39.0,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2019,39.0,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2020,38.0,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2021,38.3,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2022,37.7,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2023,37.8,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2024,37.8,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,CZ,2025,37.5,Czechia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2008,36.3,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2009,35.6,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2010,35.9,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2011,36.0,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2012,35.9,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2013,35.7,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2014,35.7,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2015,35.6,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2016,35.7,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2017,35.4,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2018,35.4,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2019,35.3,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2020,34.4,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2021,34.6,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2022,34.6,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2023,34.1,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2024,34.0,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DE,2025,33.9,Germany
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2008,36.2,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2009,35.8,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2010,36.3,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2011,36.5,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2012,36.3,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2013,36.1,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2014,35.8,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2015,35.8,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2016,35.4,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2017,35.4,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2018,35.1,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2019,34.7,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2020,34.8,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2021,35.2,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2022,34.6,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2023,34.3,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2024,33.9,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,DK,2025,33.9,Denmark
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2008,39.4,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2009,37.9,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2010,38.8,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2011,38.9,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2012,38.6,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2013,38.4,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2014,38.2,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2015,38.1,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2016,38.5,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2017,38.6,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2018,37.9,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2019,37.9,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2020,37.1,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2021,36.9,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2022,36.8,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2023,36.4,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2024,36.5,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EE,2025,36.2,Estonia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2008,41.1,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2009,40.8,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2010,40.9,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2011,40.9,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2012,40.9,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2013,40.9,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2014,40.7,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2015,40.7,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2016,40.9,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2017,40.7,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2018,40.6,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2019,40.4,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2020,40.1,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2021,40.1,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2022,39.7,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2023,39.8,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2024,39.8,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EL,2025,39.6,Greece
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2008,38.4,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2009,37.9,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2010,37.8,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2011,37.7,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2012,37.3,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2013,37.2,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2014,37.2,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2015,37.1,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2016,37.1,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2017,36.9,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2018,37.2,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2019,36.9,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2020,36.5,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2021,36.2,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2022,36.5,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2023,36.4,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2024,36.4,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,ES,2025,36.3,Spain
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2008,37.9,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2009,37.4,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2010,37.5,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2011,37.5,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2012,37.2,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2013,37.0,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2014,37.0,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2015,36.9,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2016,37.1,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2017,36.9,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2018,36.9,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2019,36.8,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2020,36.2,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2021,36.4,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2022,36.4,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2023,36.1,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2024,36.0,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,EU27_2020,2025,35.9,European Union - 27 countries (from 2020)
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2008,37.3,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2009,36.6,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2010,36.9,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2011,36.9,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2012,36.7,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2013,36.4,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2014,36.3,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2015,36.3,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2016,36.5,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2017,36.4,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2018,36.2,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2019,36.1,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2020,36.0,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2021,35.4,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2022,34.9,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2023,34.8,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2024,34.9,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FI,2025,34.7,Finland
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2008,36.8,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2009,36.5,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2010,36.9,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2011,36.9,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2012,36.7,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2013,36.0,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2014,35.8,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2015,35.9,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2016,36.1,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2017,36.0,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2018,36.1,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2019,36.1,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2020,35.7,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2021,35.9,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2022,36.2,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2023,36.0,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2024,35.8,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,FR,2025,35.6,France
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2008,40.2,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2009,39.9,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2010,39.8,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2011,39.7,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2012,39.5,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2013,39.2,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2014,39.3,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2015,38.3,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2016,38.6,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2017,38.9,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2018,38.7,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2019,38.6,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2020,38.2,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2021,38.1,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2022,38.0,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2023,38.1,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2024,37.8,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HR,2025,37.7,Croatia
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2008,40.1,Hungary
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2009,39.7,Hungary
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2010,39.6,Hungary
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2011,39.2,Hungary
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2012,38.5,Hungary
A,TOTAL,EMP,TOTAL,Y20-64,T,HR,HU,2013,38.3,Hungary
