geo,time,price_level,category
IT,2022,86.5,A0108
IT,2023,87.0,A0108
IT,2024,88.7,A0108
LT,2022,93.9,A0108
LT,2023,96.4,A0108
LT,2024,97.8,A0108
LU,2022,136.0,A0108
LU,2023,133.6,A0108
LU,2024,137.0,A0108
LV,2022,89.0,A0108
LV,2023,92.9,A0108
LV,2024,93.5,A0108
MT,2022,123.0,A0108
MT,2023,118.2,A0108
MT,2024,112.3,A0108
NL,2022,125.2,A0108
NL,2023,125.5,A0108
NL,2024,121.6,A0108
PL,2022,56.1,A0108
PL,2023,60.5,A0108
PL,2024,64.4,A0108
PT,2022,103.2,A0108
PT,2023,104.5,A0108
PT,2024,110.0,A0108
RO,2022,55.1,A0108
RO,2023,56.3,A0108
RO,2024,56.5,A0108
SE,2022,132.4,A0108
SE,2023,125.3,A0108
SE,2024,132.4,A0108
SI,2022,106.0,A0108
SI,2023,106.5,A0108
SI,2024,108.7,A0108
SK,2022,99.2,A0108
SK,2023,100.4,A0108
SK,2024,99.3,A0108
