freq,unit,coicop,geo,time,value,geo_label
A,INX_A_AVG,CP00,PT,2001,76.41,Portugal
A,INX_A_AVG,CP00,PT,2002,79.24,Portugal
A,INX_A_AVG,CP00,PT,2003,81.8,Portugal
A,INX_A_AVG,CP00,PT,2004,83.85,Portugal
A,INX_A_AVG,CP00,PT,2005,85.64,Portugal
A,INX_A_AVG,CP00,PT,2006,88.25,Portugal
A,INX_A_AVG,CP00,PT,2007,90.39,Portugal
A,INX_A_AVG,CP00,PT,2008,92.78,Portugal
A,INX_A_AVG,CP00,PT,2009,91.95,Portugal
A,INX_A_AVG,CP00,PT,2010,93.22,Portugal
A,INX_A_AVG,CP00,PT,2011,96.54,Portugal
A,INX_A_AVG,CP00,PT,2012,99.22,Portugal
A,INX_A_AVG,CP00,PT,2013,99.65,Portugal
A,INX_A_AVG,CP00,PT,2014,99.5,Portugal
A,INX_A_AVG,CP00,PT,2015,100.0,Portugal
A,INX_A_AVG,CP00,PT,2016,100.64,Portugal
A,INX_A_AVG,CP00,PT,2017,102.2,Portugal
A,INX_A_AVG,CP00,PT,2018,103.4,Portugal
A,INX_A_AVG,CP00,PT,2019,103.71,Portugal
A,INX_A_AVG,CP00,PT,2020,103.58,Portugal
A,INX_A_AVG,CP00,PT,2021,104.55,Portugal
A,INX_A_AVG,CP00,PT,2022,113.03,Portugal
A,INX_A_AVG,CP00,PT,2023,118.98,Portugal
A,INX_A_AVG,CP00,PT,2024,122.15,Portugal
A,INX_A_AVG,CP00,RO,2000,28.01,Romania
A,INX_A_AVG,CP00,RO,2001,37.66,Romania
A,INX_A_AVG,CP00,RO,2002,46.14,Romania
A,INX_A_AVG,CP00,RO,2003,53.18,Romania
A,INX_A_AVG,CP00,RO,2004,59.51,Romania
A,INX_A_AVG,CP00,RO,2005,64.9,Romania
A,INX_A_AVG,CP00,RO,2006,69.19,Romania
A,INX_A_AVG,CP00,RO,2007,72.58,Romania
A,INX_A_AVG,CP00,RO,2008,78.33,Romania
A,INX_A_AVG,CP00,RO,2009,82.7,Romania
A,INX_A_AVG,CP00,RO,2010,87.73,Romania
A,INX_A_AVG,CP00,RO,2011,92.84,Romania
A,INX_A_AVG,CP00,RO,2012,95.98,Romania
A,INX_A_AVG,CP00,RO,2013,99.04,Romania
A,INX_A_AVG,CP00,RO,2014,100.41,Romania
A,INX_A_AVG,CP00,RO,2015,100.0,Romania
A,INX_A_AVG,CP00,RO,2016,98.93,Romania
A,INX_A_AVG,CP00,RO,2017,100.0,Romania
A,INX_A_AVG,CP00,RO,2018,104.08,Romania
A,INX_A_AVG,CP00,RO,2019,108.15,Romania
A,INX_A_AVG,CP00,RO,2020,110.67,Romania
A,INX_A_AVG,CP00,RO,2021,115.21,Romania
A,INX_A_AVG,CP00,RO,2022,129.06,Romania
A,INX_A_AVG,CP00,RO,2023,141.64,Romania
A,INX_A_AVG,CP00,RO,2024,149.91,Romania
A,INX_A_AVG,CP00,SE,2000,79.78,Sweden
A,INX_A_AVG,CP00,SE,2001,81.92,Sweden
A,INX_A_AVG,CP00,SE,2002,83.51,Sweden
A,INX_A_AVG,CP00,SE,2003,85.44,Sweden
A,INX_A_AVG,CP00,SE,2004,86.32,Sweden
A,INX_A_AVG,CP00,SE,2005,87.03,Sweden
A,INX_A_AVG,CP00,SE,2006,88.34,Sweden
A,INX_A_AVG,CP00,SE,2007,89.82,Sweden
A,INX_A_AVG,CP00,SE,2008,92.83,Sweden
A,INX_A_AVG,CP00,SE,2009,94.63,Sweden
A,INX_A_AVG,CP00,SE,2010,96.43,Sweden
A,INX_A_AVG,CP00,SE,2011,97.75,Sweden
A,INX_A_AVG,CP00,SE,2012,98.66,Sweden
A,INX_A_AVG,CP00,SE,2013,99.1,Sweden
A,INX_A_AVG,CP00,SE,2014,99.3,Sweden
A,INX_A_AVG,CP00,SE,2015,100.0,Sweden
A,INX_A_AVG,CP00,SE,2016,101.14,Sweden
A,INX_A_AVG,CP00,SE,2017,103.02,Sweden
A,INX_A_AVG,CP00,SE,2018,105.12,Sweden
A,INX_A_AVG,CP00,SE,2019,106.93,Sweden
A,INX_A_AVG,CP00,SE,2020,107.63,Sweden
A,INX_A_AVG,CP00,SE,2021,110.49,Sweden
A,INX_A_AVG,CP00,SE,2022,119.39,Sweden
A,INX_A_AVG,CP00,SE,2023,126.44,Sweden
A,INX_A_AVG,CP00,SE,2024,128.98,Sweden
A,INX_A_AVG,CP00,SI,2000,61.98,Slovenia
A,INX_A_AVG,CP00,SI,2001,67.33,Slovenia
A,INX_A_AVG,CP00,SI,2002,72.37,Slovenia
A,INX_A_AVG,CP00,SI,2003,76.46,Slovenia
A,INX_A_AVG,CP00,SI,2004,79.26,Slovenia
A,INX_A_AVG,CP00,SI,2005,81.19,Slovenia
A,INX_A_AVG,CP00,SI,2006,83.25,Slovenia
A,INX_A_AVG,CP00,SI,2007,86.42,Slovenia
A,INX_A_AVG,CP00,SI,2008,91.19,Slovenia
A,INX_A_AVG,CP00,SI,2009,91.97,Slovenia
A,INX_A_AVG,CP00,SI,2010,93.86,Slovenia
A,INX_A_AVG,CP00,SI,2011,95.81,Slovenia
A,INX_A_AVG,CP00,SI,2012,98.5,Slovenia
A,INX_A_AVG,CP00,SI,2013,100.4,Slovenia
A,INX_A_AVG,CP00,SI,2014,100.77,Slovenia
A,INX_A_AVG,CP00,SI,2015,100.0,Slovenia
A,INX_A_AVG,CP00,SI,2016,99.85,Slovenia
A,INX_A_AVG,CP00,SI,2017,101.4,Slovenia
A,INX_A_AVG,CP00,SI,2018,103.36,Slovenia
A,INX_A_AVG,CP00,SI,2019,105.11,Slovenia
A,INX_A_AVG,CP00,SI,2020,104.82,Slovenia
A,INX_A_AVG,CP00,SI,2021,106.97,Slovenia
A,INX_A_AVG,CP00,SI,2022,116.94,Slovenia
A,INX_A_AVG,CP00,SI,2023,125.38,Slovenia
A,INX_A_AVG,CP00,SI,2024,127.87,Slovenia
A,INX_A_AVG,CP00,SK,2000,61.5,Slovakia
A,INX_A_AVG,CP00,SK,2001,65.9,Slovakia
A,INX_A_AVG,CP00,SK,2002,68.21,Slovakia
A,INX_A_AVG,CP00,SK,2003,73.96,Slovakia
A,INX_A_AVG,CP00,SK,2004,79.49,Slovakia
A,INX_A_AVG,CP00,SK,2005,81.71,Slovakia
A,INX_A_AVG,CP00,SK,2006,85.19,Slovakia
A,INX_A_AVG,CP00,SK,2007,86.8,Slovakia
A,INX_A_AVG,CP00,SK,2008,90.22,Slovakia
A,INX_A_AVG,CP00,SK,2009,91.05,Slovakia
A,INX_A_AVG,CP00,SK,2010,91.69,Slovakia
A,INX_A_AVG,CP00,SK,2011,95.43,Slovakia
A,INX_A_AVG,CP00,SK,2012,99.0,Slovakia
A,INX_A_AVG,CP00,SK,2013,100.45,Slovakia
A,INX_A_AVG,CP00,SK,2014,100.35,Slovakia
A,INX_A_AVG,CP00,SK,2015,100.0,Slovakia
A,INX_A_AVG,CP00,SK,2016,99.52,Slovakia
A,INX_A_AVG,CP00,SK,2017,100.9,Slovakia
A,INX_A_AVG,CP00,SK,2018,103.46,Slovakia
A,INX_A_AVG,CP00,SK,2019,106.33,Slovakia
A,INX_A_AVG,CP00,SK,2020,108.47,Slovakia
A,INX_A_AVG,CP00,SK,2021,111.53,Slovakia
A,INX_A_AVG,CP00,SK,2022,125.05,Slovakia
A,INX_A_AVG,CP00,SK,2023,138.79,Slovakia
A,INX_A_AVG,CP00,SK,2024,143.17,Slovakia
