freq,unit,na_item,geo,time,value,geo_label
A,I15,HW_EMP,LU,2002,104.496,Luxembourg
A,I15,HW_EMP,LU,2003,104.372,Luxembourg
A,I15,HW_EMP,LU,2004,104.392,Luxembourg
A,I15,HW_EMP,LU,2005,103.1,Luxembourg
A,I15,HW_EMP,LU,2006,103.137,Luxembourg
A,I15,HW_EMP,LU,2007,104.05,Luxembourg
A,I15,HW_EMP,LU,2008,104.066,Luxembourg
A,I15,HW_EMP,LU,2009,99.909,Luxembourg
A,I15,HW_EMP,LU,2010,100.104,Luxembourg
A,I15,HW_EMP,LU,2011,100.006,Luxembourg
A,I15,HW_EMP,LU,2012,99.621,Luxembourg
A,I15,HW_EMP,LU,2013,99.134,Luxembourg
A,I15,HW_EMP,LU,2014,99.514,Luxembourg
A,I15,HW_EMP,LU,2015,100.0,Luxembourg
A,I15,HW_EMP,LU,2016,99.902,Luxembourg
A,I15,HW_EMP,LU,2017,99.253,Luxembourg
A,I15,HW_EMP,LU,2018,98.643,Luxembourg
A,I15,HW_EMP,LU,2019,98.278,Luxembourg
A,I15,HW_EMP,LU,2020,91.348,Luxembourg
A,I15,HW_EMP,LU,2021,97.113,Luxembourg
A,I15,HW_EMP,LU,2022,96.85,Luxembourg
A,I15,HW_EMP,LU,2023,96.512,Luxembourg
A,I15,HW_EMP,LU,2024,96.562,Luxembourg
A,I15,HW_EMP,LV,2000,112.113,Latvia
A,I15,HW_EMP,LV,2001,112.587,Latvia
A,I15,HW_EMP,LV,2002,110.732,Latvia
A,I15,HW_EMP,LV,2003,110.391,Latvia
A,I15,HW_EMP,LV,2004,108.356,Latvia
A,I15,HW_EMP,LV,2005,110.76,Latvia
A,I15,HW_EMP,LV,2006,109.97,Latvia
A,I15,HW_EMP,LV,2007,107.843,Latvia
A,I15,HW_EMP,LV,2008,105.285,Latvia
A,I15,HW_EMP,LV,2009,102.654,Latvia
A,I15,HW_EMP,LV,2010,101.757,Latvia
A,I15,HW_EMP,LV,2011,102.637,Latvia
A,I15,HW_EMP,LV,2012,101.711,Latvia
A,I15,HW_EMP,LV,2013,101.367,Latvia
A,I15,HW_EMP,LV,2014,101.931,Latvia
A,I15,HW_EMP,LV,2015,100.0,Latvia
A,I15,HW_EMP,LV,2016,100.039,Latvia
A,I15,HW_EMP,LV,2017,99.2,Latvia
A,I15,HW_EMP,LV,2018,99.879,Latvia
A,I15,HW_EMP,LV,2019,99.846,Latvia
A,I15,HW_EMP,LV,2020,94.438,Latvia
A,I15,HW_EMP,LV,2021,96.048,Latvia
A,I15,HW_EMP,LV,2022,98.024,Latvia
A,I15,HW_EMP,LV,2023,96.374,Latvia
A,I15,HW_EMP,LV,2024,96.863,Latvia
A,I15,HW_EMP,MT,2000,113.341,Malta
A,I15,HW_EMP,MT,2001,112.059,Malta
A,I15,HW_EMP,MT,2002,111.108,Malta
A,I15,HW_EMP,MT,2003,109.496,Malta
A,I15,HW_EMP,MT,2004,105.624,Malta
A,I15,HW_EMP,MT,2005,105.789,Malta
A,I15,HW_EMP,MT,2006,106.226,Malta
A,I15,HW_EMP,MT,2007,107.567,Malta
A,I15,HW_EMP,MT,2008,107.896,Malta
A,I15,HW_EMP,MT,2009,107.599,Malta
A,I15,HW_EMP,MT,2010,106.335,Malta
A,I15,HW_EMP,MT,2011,103.497,Malta
A,I15,HW_EMP,MT,2012,102.206,Malta
A,I15,HW_EMP,MT,2013,101.227,Malta
A,I15,HW_EMP,MT,2014,100.274,Malta
A,I15,HW_EMP,MT,2015,100.0,Malta
A,I15,HW_EMP,MT,2016,102.737,Malta
A,I15,HW_EMP,MT,2017,102.018,Malta
A,I15,HW_EMP,MT,2018,103.442,Malta
A,I15,HW_EMP,MT,2019,106.632,Malta
A,I15,HW_EMP,MT,2020,98.35,Malta
A,I15,HW_EMP,MT,2021,98.72,Malta
A,I15,HW_EMP,MT,2022,99.008,Malta
A,I15,HW_EMP,MT,2023,99.163,Malta
A,I15,HW_EMP,MT,2024,98.06,Malta
A,I15,HW_EMP,NL,2000,102.439,Netherlands
A,I15,HW_EMP,NL,2001,101.748,Netherlands
A,I15,HW_EMP,NL,2002,100.521,Netherlands
A,I15,HW_EMP,NL,2003,99.914,Netherlands
A,I15,HW_EMP,NL,2004,101.374,Netherlands
A,I15,HW_EMP,NL,2005,100.408,Netherlands
A,I15,HW_EMP,NL,2006,100.145,Netherlands
A,I15,HW_EMP,NL,2007,100.076,Netherlands
A,I15,HW_EMP,NL,2008,100.042,Netherlands
A,I15,HW_EMP,NL,2009,99.457,Netherlands
A,I15,HW_EMP,NL,2010,99.425,Netherlands
A,I15,HW_EMP,NL,2011,99.465,Netherlands
A,I15,HW_EMP,NL,2012,98.839,Netherlands
A,I15,HW_EMP,NL,2013,99.184,Netherlands
A,I15,HW_EMP,NL,2014,100.008,Netherlands
A,I15,HW_EMP,NL,2015,100.0,Netherlands
A,I15,HW_EMP,NL,2016,100.881,Netherlands
A,I15,HW_EMP,NL,2017,100.882,Netherlands
A,I15,HW_EMP,NL,2018,100.877,Netherlands
A,I15,HW_EMP,NL,2019,101.261,Netherlands
A,I15,HW_EMP,NL,2020,97.478,Netherlands
A,I15,HW_EMP,NL,2021,100.261,Netherlands
A,I15,HW_EMP,NL,2022,100.883,Netherlands
A,I15,HW_EMP,NL,2023,100.283,Netherlands
A,I15,HW_EMP,NL,2024,101.003,Netherlands
A,I15,HW_EMP,PL,2000,101.595,Poland
A,I15,HW_EMP,PL,2001,101.693,Poland
A,I15,HW_EMP,PL,2002,101.438,Poland
A,I15,HW_EMP,PL,2003,101.716,Poland
A,I15,HW_EMP,PL,2004,101.734,Poland
A,I15,HW_EMP,PL,2005,101.466,Poland
A,I15,HW_EMP,PL,2006,101.541,Poland
A,I15,HW_EMP,PL,2007,101.396,Poland
A,I15,HW_EMP,PL,2008,101.005,Poland
A,I15,HW_EMP,PL,2009,100.244,Poland
A,I15,HW_EMP,PL,2010,99.99,Poland
A,I15,HW_EMP,PL,2011,99.736,Poland
A,I15,HW_EMP,PL,2012,99.482,Poland
A,I15,HW_EMP,PL,2013,99.304,Poland
A,I15,HW_EMP,PL,2014,99.625,Poland
A,I15,HW_EMP,PL,2015,100.0,Poland
A,I15,HW_EMP,PL,2016,100.121,Poland
A,I15,HW_EMP,PL,2017,99.041,Poland
A,I15,HW_EMP,PL,2018,97.713,Poland
A,I15,HW_EMP,PL,2019,98.215,Poland
A,I15,HW_EMP,PL,2020,97.269,Poland
A,I15,HW_EMP,PL,2021,99.932,Poland
A,I15,HW_EMP,PL,2022,99.414,Poland
A,I15,HW_EMP,PL,2023,98.784,Poland
A,I15,HW_EMP,PL,2024,97.644,Poland
A,I15,HW_EMP,PT,2000,102.786,Portugal
A,I15,HW_EMP,PT,2001,101.896,Portugal
A,I15,HW_EMP,PT,2002,101.524,Portugal
A,I15,HW_EMP,PT,2003,101.148,Portugal
A,I15,HW_EMP,PT,2004,101.476,Portugal
A,I15,HW_EMP,PT,2005,101.586,Portugal
A,I15,HW_EMP,PT,2006,100.954,Portugal
A,I15,HW_EMP,PT,2007,101.872,Portugal
A,I15,HW_EMP,PT,2008,101.17,Portugal
A,I15,HW_EMP,PT,2009,101.193,Portugal
A,I15,HW_EMP,PT,2010,101.345,Portugal
A,I15,HW_EMP,PT,2011,99.874,Portugal
A,I15,HW_EMP,PT,2012,98.662,Portugal
A,I15,HW_EMP,PT,2013,99.25,Portugal
A,I15,HW_EMP,PT,2014,99.684,Portugal
A,I15,HW_EMP,PT,2015,100.0,Portugal
A,I15,HW_EMP,PT,2016,100.33,Portugal
A,I15,HW_EMP,PT,2017,99.728,Portugal
A,I15,HW_EMP,PT,2018,100.293,Portugal
A,I15,HW_EMP,PT,2019,100.551,Portugal
A,I15,HW_EMP,PT,2020,94.173,Portugal
A,I15,HW_EMP,PT,2021,97.041,Portugal
A,I15,HW_EMP,PT,2022,99.335,Portugal
A,I15,HW_EMP,PT,2023,102.158,Portugal
A,I15,HW_EMP,PT,2024,102.325,Portugal
A,I15,HW_EMP,RO,2000,103.77,Romania
A,I15,HW_EMP,RO,2001,103.741,Romania
A,I15,HW_EMP,RO,2002,104.564,Romania
A,I15,HW_EMP,RO,2003,102.878,Romania
A,I15,HW_EMP,RO,2004,105.651,Romania
A,I15,HW_EMP,RO,2005,105.114,Romania
A,I15,HW_EMP,RO,2006,102.823,Romania
A,I15,HW_EMP,RO,2007,103.039,Romania
A,I15,HW_EMP,RO,2008,102.776,Romania
A,I15,HW_EMP,RO,2009,101.67,Romania
A,I15,HW_EMP,RO,2010,103.081,Romania
A,I15,HW_EMP,RO,2011,103.562,Romania
A,I15,HW_EMP,RO,2012,101.449,Romania
A,I15,HW_EMP,RO,2013,101.164,Romania
A,I15,HW_EMP,RO,2014,100.384,Romania
A,I15,HW_EMP,RO,2015,100.0,Romania
A,I15,HW_EMP,RO,2016,101.308,Romania
A,I15,HW_EMP,RO,2017,100.009,Romania
A,I15,HW_EMP,RO,2018,100.073,Romania
A,I15,HW_EMP,RO,2019,100.977,Romania
A,I15,HW_EMP,RO,2020,98.354,Romania
A,I15,HW_EMP,RO,2021,102.12,Romania
A,I15,HW_EMP,RO,2022,100.94,Romania
A,I15,HW_EMP,RO,2023,100.099,Romania
A,I15,HW_EMP,RO,2024,102.422,Romania
A,I15,HW_EMP,SE,2000,101.509,Sweden
A,I15,HW_EMP,SE,2001,100.104,Sweden
A,I15,HW_EMP,SE,2002,98.615,Sweden
A,I15,HW_EMP,SE,2003,97.7,Sweden
A,I15,HW_EMP,SE,2004,99.021,Sweden
A,I15,HW_EMP,SE,2005,98.965,Sweden
A,I15,HW_EMP,SE,2006,98.854,Sweden
A,I15,HW_EMP,SE,2007,99.636,Sweden
A,I15,HW_EMP,SE,2008,100.505,Sweden
A,I15,HW_EMP,SE,2009,99.559,Sweden
A,I15,HW_EMP,SE,2010,101.263,Sweden
A,I15,HW_EMP,SE,2011,101.328,Sweden
A,I15,HW_EMP,SE,2012,100.433,Sweden
A,I15,HW_EMP,SE,2013,99.841,Sweden
A,I15,HW_EMP,SE,2014,99.898,Sweden
A,I15,HW_EMP,SE,2015,100.0,Sweden
A,I15,HW_EMP,SE,2016,100.746,Sweden
A,I15,HW_EMP,SE,2017,99.916,Sweden
A,I15,HW_EMP,SE,2018,99.847,Sweden
A,I15,HW_EMP,SE,2019,98.923,Sweden
A,I15,HW_EMP,SE,2020,96.96,Sweden
A,I15,HW_EMP,SE,2021,98.24,Sweden
A,I15,HW_EMP,SE,2022,97.88,Sweden
A,I15,HW_EMP,SE,2023,97.72,Sweden
A,I15,HW_EMP,SE,2024,97.627,Sweden
A,I15,HW_EMP,SI,2000,101.347,Slovenia
A,I15,HW_EMP,SI,2001,100.505,Slovenia
A,I15,HW_EMP,SI,2002,101.946,Slovenia
A,I15,HW_EMP,SI,2003,102.134,Slovenia
A,I15,HW_EMP,SI,2004,102.916,Slovenia
A,I15,HW_EMP,SI,2005,100.546,Slovenia
A,I15,HW_EMP,SI,2006,98.819,Slovenia
A,I15,HW_EMP,SI,2007,98.078,Slovenia
A,I15,HW_EMP,SI,2008,99.179,Slovenia
A,I15,HW_EMP,SI,2009,99.507,Slovenia
A,I15,HW_EMP,SI,2010,99.585,Slovenia
A,I15,HW_EMP,SI,2011,98.579,Slovenia
A,I15,HW_EMP,SI,2012,97.454,Slovenia
A,I15,HW_EMP,SI,2013,98.516,Slovenia
A,I15,HW_EMP,SI,2014,99.671,Slovenia
A,I15,HW_EMP,SI,2015,100.0,Slovenia
A,I15,HW_EMP,SI,2016,97.93,Slovenia
A,I15,HW_EMP,SI,2017,96.099,Slovenia
A,I15,HW_EMP,SI,2018,94.999,Slovenia
A,I15,HW_EMP,SI,2019,94.909,Slovenia
A,I15,HW_EMP,SI,2020,90.844,Slovenia
A,I15,HW_EMP,SI,2021,94.442,Slovenia
A,I15,HW_EMP,SI,2022,95.43,Slovenia
A,I15,HW_EMP,SI,2023,94.081,Slovenia
A,I15,HW_EMP,SI,2024,95.961,Slovenia
A,I15,HW_EMP,SK,2000,103.507,Slovakia
A,I15,HW_EMP,SK,2001,102.659,Slovakia
A,I15,HW_EMP,SK,2002,99.999,Slovakia
A,I15,HW_EMP,SK,2003,96.778,Slovakia
A,I15,HW_EMP,SK,2004,99.311,Slovakia
A,I15,HW_EMP,SK,2005,100.878,Slovakia
A,I15,HW_EMP,SK,2006,101.161,Slovakia
A,I15,HW_EMP,SK,2007,102.116,Slovakia
A,I15,HW_EMP,SK,2008,102.239,Slovakia
A,I15,HW_EMP,SK,2009,101.497,Slovakia
A,I15,HW_EMP,SK,2010,102.911,Slovakia
A,I15,HW_EMP,SK,2011,102.219,Slovakia
A,I15,HW_EMP,SK,2012,101.993,Slovakia
A,I15,HW_EMP,SK,2013,100.999,Slovakia
A,I15,HW_EMP,SK,2014,100.315,Slovakia
A,I15,HW_EMP,SK,2015,100.0,Slovakia
A,I15,HW_EMP,SK,2016,99.197,Slovakia
A,I15,HW_EMP,SK,2017,97.702,Slovakia
A,I15,HW_EMP,SK,2018,97.14,Slovakia
A,I15,HW_EMP,SK,2019,96.46,Slovakia
A,I15,HW_EMP,SK,2020,89.618,Slovakia
A,I15,HW_EMP,SK,2021,90.161,Slovakia
A,I15,HW_EMP,SK,2022,91.789,Slovakia
A,I15,HW_EMP,SK,2023,92.608,Slovakia
A,I15,HW_EMP,SK,2024,92.925,Slovakia
A,I15,RLPR_HW,AT,2000,82.794,Austria
A,I15,RLPR_HW,AT,2001,83.92,Austria
A,I15,RLPR_HW,AT,2002,85.374,Austria
A,I15,RLPR_HW,AT,2003,86.203,Austria
A,I15,RLPR_HW,AT,2004,87.742,Austria
A,I15,RLPR_HW,AT,2005,89.961,Austria
A,I15,RLPR_HW,AT,2006,92.19,Austria
A,I15,RLPR_HW,AT,2007,94.519,Austria
A,I15,RLPR_HW,AT,2008,94.485,Austria
A,I15,RLPR_HW,AT,2009,94.145,Austria
A,I15,RLPR_HW,AT,2010,95.511,Austria
A,I15,RLPR_HW,AT,2011,96.446,Austria
A,I15,RLPR_HW,AT,2012,97.472,Austria
A,I15,RLPR_HW,AT,2013,97.687,Austria
A,I15,RLPR_HW,AT,2014,97.967,Austria
A,I15,RLPR_HW,AT,2015,100.0,Austria
A,I15,RLPR_HW,AT,2016,99.972,Austria
A,I15,RLPR_HW,AT,2017,101.234,Austria
A,I15,RLPR_HW,AT,2018,101.669,Austria
A,I15,RLPR_HW,AT,2019,101.782,Austria
A,I15,RLPR_HW,AT,2020,104.571,Austria
A,I15,RLPR_HW,AT,2021,104.541,Austria
A,I15,RLPR_HW,AT,2022,107.359,Austria
A,I15,RLPR_HW,AT,2023,105.85,Austria
A,I15,RLPR_HW,AT,2024,105.004,Austria
A,I15,RLPR_HW,BE,2000,89.044,Belgium
A,I15,RLPR_HW,BE,2001,89.248,Belgium
A,I15,RLPR_HW,BE,2002,89.86,Belgium
A,I15,RLPR_HW,BE,2003,90.617,Belgium
A,I15,RLPR_HW,BE,2004,93.545,Belgium
A,I15,RLPR_HW,BE,2005,94.97,Belgium
A,I15,RLPR_HW,BE,2006,95.463,Belgium
A,I15,RLPR_HW,BE,2007,97.228,Belgium
A,I15,RLPR_HW,BE,2008,96.63,Belgium
A,I15,RLPR_HW,BE,2009,96.026,Belgium
A,I15,RLPR_HW,BE,2010,97.076,Belgium
A,I15,RLPR_HW,BE,2011,96.735,Belgium
A,I15,RLPR_HW,BE,2012,96.842,Belgium
A,I15,RLPR_HW,BE,2013,97.424,Belgium
A,I15,RLPR_HW,BE,2014,99.009,Belgium
A,I15,RLPR_HW,BE,2015,100.0,Belgium
A,I15,RLPR_HW,BE,2016,99.937,Belgium
A,I15,RLPR_HW,BE,2017,99.781,Belgium
A,I15,RLPR_HW,BE,2018,99.986,Belgium
A,I15,RLPR_HW,BE,2019,100.841,Belgium
A,I15,RLPR_HW,BE,2020,104.57,Belgium
A,I15,RLPR_HW,BE,2021,102.786,Belgium
A,I15,RLPR_HW,BE,2022,102.298,Belgium
A,I15,RLPR_HW,BE,2023,103.059,Belgium
A,I15,RLPR_HW,BE,2024,104.458,Belgium
A,I15,RLPR_HW,BG,2000,63.82,Bulgaria
A,I15,RLPR_HW,BG,2001,66.295,Bulgaria
A,I15,RLPR_HW,BG,2002,70.053,Bulgaria
A,I15,RLPR_HW,BG,2003,72.074,Bulgaria
A,I15,RLPR_HW,BG,2004,73.783,Bulgaria
A,I15,RLPR_HW,BG,2005,77.147,Bulgaria
A,I15,RLPR_HW,BG,2006,79.951,Bulgaria
A,I15,RLPR_HW,BG,2007,82.626,Bulgaria
A,I15,RLPR_HW,BG,2008,83.693,Bulgaria
A,I15,RLPR_HW,BG,2009,84.667,Bulgaria
A,I15,RLPR_HW,BG,2010,89.532,Bulgaria
A,I15,RLPR_HW,BG,2011,93.531,Bulgaria
A,I15,RLPR_HW,BG,2012,96.599,Bulgaria
A,I15,RLPR_HW,BG,2013,96.459,Bulgaria
A,I15,RLPR_HW,BG,2014,97.072,Bulgaria
A,I15,RLPR_HW,BG,2015,100.0,Bulgaria
A,I15,RLPR_HW,BG,2016,102.569,Bulgaria
A,I15,RLPR_HW,BG,2017,103.55,Bulgaria
A,I15,RLPR_HW,BG,2018,105.99,Bulgaria
A,I15,RLPR_HW,BG,2019,111.539,Bulgaria
A,I15,RLPR_HW,BG,2020,112.608,Bulgaria
A,I15,RLPR_HW,BG,2021,120.474,Bulgaria
A,I15,RLPR_HW,BG,2022,124.213,Bulgaria
A,I15,RLPR_HW,BG,2023,121.921,Bulgaria
A,I15,RLPR_HW,BG,2024,127.328,Bulgaria
A,I15,RLPR_HW,CY,2000,86.657,Cyprus
A,I15,RLPR_HW,CY,2001,87.067,Cyprus
A,I15,RLPR_HW,CY,2002,89.73,Cyprus
A,I15,RLPR_HW,CY,2003,89.219,Cyprus
A,I15,RLPR_HW,CY,2004,91.924,Cyprus
A,I15,RLPR_HW,CY,2005,94.579,Cyprus
A,I15,RLPR_HW,CY,2006,97.999,Cyprus
A,I15,RLPR_HW,CY,2007,97.084,Cyprus
A,I15,RLPR_HW,CY,2008,96.906,Cyprus
A,I15,RLPR_HW,CY,2009,95.982,Cyprus
A,I15,RLPR_HW,CY,2010,97.68,Cyprus
A,I15,RLPR_HW,CY,2011,97.697,Cyprus
A,I15,RLPR_HW,CY,2012,97.905,Cyprus
A,I15,RLPR_HW,CY,2013,98.744,Cyprus
A,I15,RLPR_HW,CY,2014,98.695,Cyprus
A,I15,RLPR_HW,CY,2015,100.0,Cyprus
A,I15,RLPR_HW,CY,2016,100.982,Cyprus
A,I15,RLPR_HW,CY,2017,102.339,Cyprus
A,I15,RLPR_HW,CY,2018,103.476,Cyprus
A,I15,RLPR_HW,CY,2019,104.193,Cyprus
A,I15,RLPR_HW,CY,2020,106.337,Cyprus
A,I15,RLPR_HW,CY,2021,109.223,Cyprus
A,I15,RLPR_HW,CY,2022,112.984,Cyprus
A,I15,RLPR_HW,CY,2023,113.817,Cyprus
A,I15,RLPR_HW,CY,2024,115.393,Cyprus
A,I15,RLPR_HW,CZ,2000,66.7,Czechia
A,I15,RLPR_HW,CZ,2001,71.741,Czechia
A,I15,RLPR_HW,CZ,2002,72.809,Czechia
A,I15,RLPR_HW,CZ,2003,76.368,Czechia
A,I15,RLPR_HW,CZ,2004,79.502,Czechia
A,I15,RLPR_HW,CZ,2005,83.461,Czechia
A,I15,RLPR_HW,CZ,2006,88.472,Czechia
A,I15,RLPR_HW,CZ,2007,92.163,Czechia
A,I15,RLPR_HW,CZ,2008,91.799,Czechia
A,I15,RLPR_HW,CZ,2009,89.499,Czechia
A,I15,RLPR_HW,CZ,2010,91.883,Czechia
A,I15,RLPR_HW,CZ,2011,93.672,Czechia
A,I15,RLPR_HW,CZ,2012,94.048,Czechia
A,I15,RLPR_HW,CZ,2013,94.365,Czechia
A,I15,RLPR_HW,CZ,2014,95.399,Czechia
A,I15,RLPR_HW,CZ,2015,100.0,Czechia
A,I15,RLPR_HW,CZ,2016,100.189,Czechia
A,I15,RLPR_HW,CZ,2017,103.844,Czechia
A,I15,RLPR_HW,CZ,2018,105.099,Czechia
A,I15,RLPR_HW,CZ,2019,109.029,Czechia
A,I15,RLPR_HW,CZ,2020,112.667,Czechia
A,I15,RLPR_HW,CZ,2021,112.766,Czechia
A,I15,RLPR_HW,CZ,2022,111.075,Czechia
A,I15,RLPR_HW,CZ,2023,109.185,Czechia
A,I15,RLPR_HW,CZ,2024,108.828,Czechia
A,I15,RLPR_HW,DE,2000,44.428,Germany
A,I15,RLPR_HW,DE,2001,45.504,Germany
A,I15,RLPR_HW,DE,2002,45.903,Germany
A,I15,RLPR_HW,DE,2003,46.326,Germany
A,I15,RLPR_HW,DE,2004,46.73,Germany
A,I15,RLPR_HW,DE,2005,47.556,Germany
A,I15,RLPR_HW,DE,2006,48.345,Germany
A,I15,RLPR_HW,DE,2007,48.863,Germany
A,I15,RLPR_HW,DE,2008,48.843,Germany
A,I15,RLPR_HW,DE,2009,47.39,Germany
A,I15,RLPR_HW,DE,2010,48.473,Germany
A,I15,RLPR_HW,DE,2011,49.662,Germany
A,I15,RLPR_HW,DE,2012,50.048,Germany
A,I15,RLPR_HW,DE,2013,50.242,Germany
A,I15,RLPR_HW,DE,2014,50.728,Germany
A,I15,RLPR_HW,DE,2015,51.059,Germany
A,I15,RLPR_HW,DE,2016,51.75,Germany
A,I15,RLPR_HW,DE,2017,52.761,Germany
A,I15,RLPR_HW,DE,2018,52.946,Germany
A,I15,RLPR_HW,DE,2019,53.311,Germany
A,I15,RLPR_HW,DE,2020,53.77,Germany
A,I15,RLPR_HW,DE,2021,54.629,Germany
A,I15,RLPR_HW,DE,2022,54.63,Germany
A,I15,RLPR_HW,DE,2023,54.066,Germany
A,I15,RLPR_HW,DE,2024,53.611,Germany
A,I15,RLPR_HW,DK,2000,85.853,Denmark
A,I15,RLPR_HW,DK,2001,85.658,Denmark
A,I15,RLPR_HW,DK,2002,86.353,Denmark
A,I15,RLPR_HW,DK,2003,87.823,Denmark
A,I15,RLPR_HW,DK,2004,90.723,Denmark
A,I15,RLPR_HW,DK,2005,91.985,Denmark
A,I15,RLPR_HW,DK,2006,93.111,Denmark
A,I15,RLPR_HW,DK,2007,93.355,Denmark
A,I15,RLPR_HW,DK,2008,91.996,Denmark
A,I15,RLPR_HW,DK,2009,91.086,Denmark
A,I15,RLPR_HW,DK,2010,94.372,Denmark
A,I15,RLPR_HW,DK,2011,94.75,Denmark
A,I15,RLPR_HW,DK,2012,96.321,Denmark
A,I15,RLPR_HW,DK,2013,97.455,Denmark
A,I15,RLPR_HW,DK,2014,98.903,Denmark
A,I15,RLPR_HW,DK,2015,100.0,Denmark
A,I15,RLPR_HW,DK,2016,101.046,Denmark
A,I15,RLPR_HW,DK,2017,103.171,Denmark
A,I15,RLPR_HW,DK,2018,105.233,Denmark
A,I15,RLPR_HW,DK,2019,106.169,Denmark
A,I15,RLPR_HW,DK,2020,107.95,Denmark
A,I15,RLPR_HW,DK,2021,108.516,Denmark
A,I15,RLPR_HW,DK,2022,105.007,Denmark
A,I15,RLPR_HW,DK,2023,106.076,Denmark
A,I15,RLPR_HW,DK,2024,109.988,Denmark
A,I15,RLPR_HW,EE,2000,59.745,Estonia
A,I15,RLPR_HW,EE,2001,63.139,Estonia
A,I15,RLPR_HW,EE,2002,67.453,Estonia
A,I15,RLPR_HW,EE,2003,70.853,Estonia
A,I15,RLPR_HW,EE,2004,75.664,Estonia
A,I15,RLPR_HW,EE,2005,80.145,Estonia
A,I15,RLPR_HW,EE,2006,84.183,Estonia
A,I15,RLPR_HW,EE,2007,90.501,Estonia
A,I15,RLPR_HW,EE,2008,87.379,Estonia
A,I15,RLPR_HW,EE,2009,89.218,Estonia
A,I15,RLPR_HW,EE,2010,93.974,Estonia
A,I15,RLPR_HW,EE,2011,92.722,Estonia
A,I15,RLPR_HW,EE,2012,96.252,Estonia
A,I15,RLPR_HW,EE,2013,97.766,Estonia
A,I15,RLPR_HW,EE,2014,100.592,Estonia
A,I15,RLPR_HW,EE,2015,100.0,Estonia
A,I15,RLPR_HW,EE,2016,102.597,Estonia
A,I15,RLPR_HW,EE,2017,105.456,Estonia
A,I15,RLPR_HW,EE,2018,112.229,Estonia
A,I15,RLPR_HW,EE,2019,115.823,Estonia
A,I15,RLPR_HW,EE,2020,119.646,Estonia
A,I15,RLPR_HW,EE,2021,130.282,Estonia
A,I15,RLPR_HW,EE,2022,124.858,Estonia
A,I15,RLPR_HW,EE,2023,117.361,Estonia
A,I15,RLPR_HW,EE,2024,116.635,Estonia
A,I15,RLPR_HW,EL,2000,94.869,Greece
A,I15,RLPR_HW,EL,2001,99.437,Greece
A,I15,RLPR_HW,EL,2002,102.107,Greece
A,I15,RLPR_HW,EL,2003,106.907,Greece
A,I15,RLPR_HW,EL,2004,110.68,Greece
A,I15,RLPR_HW,EL,2005,108.253,Greece
A,I15,RLPR_HW,EL,2006,113.875,Greece
A,I15,RLPR_HW,EL,2007,116.952,Greece
A,I15,RLPR_HW,EL,2008,116.278,Greece
A,I15,RLPR_HW,EL,2009,113.551,Greece
A,I15,RLPR_HW,EL,2010,113.349,Greece
A,I15,RLPR_HW,EL,2011,105.67,Greece
A,I15,RLPR_HW,EL,2012,98.869,Greece
A,I15,RLPR_HW,EL,2013,96.863,Greece
A,I15,RLPR_HW,EL,2014,96.561,Greece
A,I15,RLPR_HW,EL,2015,100.0,Greece
A,I15,RLPR_HW,EL,2016,96.296,Greece
A,I15,RLPR_HW,EL,2017,98.005,Greece
A,I15,RLPR_HW,EL,2018,94.957,Greece
A,I15,RLPR_HW,EL,2019,97.198,Greece
A,I15,RLPR_HW,EL,2020,100.097,Greece
A,I15,RLPR_HW,EL,2021,96.882,Greece
A,I15,RLPR_HW,EL,2022,96.748,Greece
A,I15,RLPR_HW,EL,2023,96.826,Greece
A,I15,RLPR_HW,EL,2024,97.605,Greece
A,I15,RLPR_HW,ES,2000,86.975,Spain
A,I15,RLPR_HW,ES,2001,86.993,Spain
A,I15,RLPR_HW,ES,2002,87.162,Spain
A,I15,RLPR_HW,ES,2003,87.417,Spain
A,I15,RLPR_HW,ES,2004,87.7,Spain
A,I15,RLPR_HW,ES,2005,87.972,Spain
A,I15,RLPR_HW,ES,2006,88.458,Spain
A,I15,RLPR_HW,ES,2007,89.342,Spain
A,I15,RLPR_HW,ES,2008,89.423,Spain
A,I15,RLPR_HW,ES,2009,91.521,Spain
A,I15,RLPR_HW,ES,2010,93.734,Spain
A,I15,RLPR_HW,ES,2011,95.149,Spain
A,I15,RLPR_HW,ES,2012,97.098,Spain
A,I15,RLPR_HW,ES,2013,98.508,Spain
A,I15,RLPR_HW,ES,2014,98.977,Spain
A,I15,RLPR_HW,ES,2015,100.0,Spain
A,I15,RLPR_HW,ES,2016,100.353,Spain
A,I15,RLPR_HW,ES,2017,101.095,Spain
A,I15,RLPR_HW,ES,2018,101.023,Spain
A,I15,RLPR_HW,ES,2019,101.256,Spain
A,I15,RLPR_HW,ES,2020,101.302,Spain
A,I15,RLPR_HW,ES,2021,100.784,Spain
A,I15,RLPR_HW,ES,2022,102.036,Spain
A,I15,RLPR_HW,ES,2023,101.825,Spain
A,I15,RLPR_HW,ES,2024,103.042,Spain
A,I15,RLPR_HW,EU27_2020,2000,84.244,European Union - 27 countries (from 2020)
A,I15,RLPR_HW,EU27_2020,2001,85.935,European Union - 27 countries (from 2020)
A,I15,RLPR_HW,EU27_2020,2002,87.628,European Union - 27 countries (from 2020)
A,I15,RLPR_HW,EU27_2020,2003,88.505,European Union - 27 countries (from 2020)
A,I15,RLPR_HW,EU27_2020,2004,89.939,European Union - 27 countries (from 2020)
