geo,time,real_wage_idx2008
EE,2012,94.7884572199772
EE,2013,97.05264789751004
EE,2014,102.91386863510672
EE,2015,106.53673755643057
EE,2016,112.26981846181036
EE,2017,115.98999595224228
EE,2018,122.69086512867874
EE,2019,129.3573258129352
EE,2020,135.98398874448142
EE,2021,142.36059155347567
EE,2022,128.25233567318068
EE,2023,127.67173615756283
EE,2024,131.7291632939427
EL,2000,83.92204452916273
EL,2001,84.5005867051841
EL,2002,89.55753109285821
EL,2003,93.404557838665
EL,2004,94.41576089863212
EL,2005,98.04733869649888
EL,2006,98.94596640771852
EL,2007,100.8155955125314
EL,2008,100.0
EL,2009,101.695926460717
EL,2010,95.68076834879722
EL,2011,89.6391764152311
EL,2012,85.33242015096214
EL,2013,78.9403909028064
EL,2014,76.55542517900324
EL,2015,76.90826292095072
EL,2016,74.07372497623857
EL,2017,73.9909432623188
EL,2018,70.90044444517471
EL,2019,70.3962996648845
EL,2020,70.97033417606995
EL,2021,71.7063050536619
EL,2022,66.91641073804509
EL,2023,66.38672114077802
EL,2024,68.17670026845553
ES,2000,98.83517661315832
ES,2001,98.7975612349909
ES,2002,98.65030294140826
ES,2003,97.56219368123614
ES,2004,97.23631594197148
ES,2005,96.4031541293093
ES,2006,96.3569777462826
ES,2007,97.4565563740674
ES,2008,100.0
ES,2009,104.25227351513978
ES,2010,103.4192017024892
ES,2011,100.38112011406965
ES,2012,96.8681989481646
ES,2013,95.27242743309932
ES,2014,95.66112585603165
ES,2015,97.40404077332173
ES,2016,97.6857900465288
ES,2017,96.44121037412506
ES,2018,96.41085291733076
ES,2019,98.94316618523136
ES,2020,100.02604499166382
ES,2021,101.7566197819789
ES,2022,98.33845361528223
ES,2023,99.90258898532691
ES,2024,101.5383016379697
FI,2000,89.48749650425667
FI,2001,90.34509390290911
FI,2002,90.03612954696717
FI,2003,90.76118478171294
FI,2004,93.7932373997454
FI,2005,96.22083249435906
FI,2006,98.13063651352994
FI,2007,99.70021716309736
FI,2008,100.0
FI,2009,100.47666188518292
FI,2010,101.69335895523098
FI,2011,101.83776898482785
FI,2012,101.2354968576434
FI,2013,100.48571535186208
FI,2014,100.2472405517572
FI,2015,101.4326485965192
FI,2016,102.06966427452144
FI,2017,100.69023841225916
FI,2018,100.74801871327185
FI,2019,101.38766648895864
FI,2020,101.60574628384808
FI,2021,103.62078119950178
FI,2022,99.12078561577177
FI,2023,98.09416319125457
FI,2024,98.77931749992844
FR,2000,93.48176420683428
FR,2001,94.29323761021456
FR,2002,95.75359119455358
FR,2003,96.4361717887666
FR,2004,97.46684526509326
FR,2005,98.61725035019364
FR,2006,99.80361934040305
FR,2007,100.5956995264564
FR,2008,100.0
FR,2009,101.46804598268434
FR,2010,102.4834848822374
FR,2011,102.79344333966743
FR,2012,102.83072736848383
FR,2013,103.82884765205154
FR,2014,104.56509009144096
FR,2015,105.68485676097126
FR,2016,106.5186982506158
FR,2017,107.36357368909157
FR,2018,106.74176601576914
FR,2019,105.3173222861962
FR,2020,101.0898877614474
FR,2021,103.96427977982832
FR,2022,103.04742509828968
FR,2023,101.91271166308792
FR,2024,102.67789608220498
HR,2000,79.66493718233012
HR,2001,79.51116606541466
HR,2002,86.77125682358866
HR,2003,89.5364155795787
HR,2004,92.98273093687772
HR,2005,96.54201088999316
HR,2006,97.34530825071384
HR,2007,99.73137402308768
HR,2008,100.0
HR,2009,96.151393141359
HR,2010,97.97856695065012
HR,2011,97.42238344672052
HR,2012,92.44209665691422
HR,2013,89.58012613518727
HR,2014,84.4306874819971
HR,2015,85.68274340642836
HR,2016,88.28301435118145
HR,2017,89.60317784332506
HR,2018,93.77014040780648
HR,2019,94.46588678636265
HR,2020,93.9902092397975
HR,2021,97.4456119736985
HR,2022,98.77809000731776
HR,2023,103.44314254189815
HR,2024,108.32501579529912
HU,2000,73.40038816106741
HU,2001,79.17173229884422
HU,2002,88.49474349091707
HU,2003,89.4067034119917
HU,2004,94.3184900483331
HU,2005,100.1413943329904
HU,2006,94.96506633972405
HU,2007,98.26806309603283
HU,2008,100.0
HU,2009,83.30013252153792
HU,2010,82.5042890388129
HU,2011,81.58442645154967
HU,2012,76.7503323481534
HU,2013,73.44574140422823
HU,2014,70.95995611218052
HU,2015,72.06949618048333
HU,2016,73.62562520910458
HU,2017,77.4632537703729
HU,2018,77.79406861279125
HU,2019,80.46730815000527
HU,2020,75.08348537972645
HU,2021,75.42124465130232
HU,2022,70.16588672171254
HU,2023,70.70456020268881
HU,2024,74.1583020825865
IE,2000,83.12357844332291
IE,2001,86.487393953331
IE,2002,86.77703054767697
IE,2003,88.91835184270145
IE,2004,91.55707765034276
IE,2005,94.61522450294322
IE,2006,96.2406991882443
IE,2007,99.0211292983248
IE,2008,100.0
IE,2009,101.86231316613772
IE,2010,101.19849570663366
IE,2011,104.21940828995824
IE,2012,103.82687266192852
IE,2013,102.04652692366842
IE,2014,102.78468653189402
IE,2015,105.0312965556367
IE,2016,107.75810897184851
IE,2017,110.39308455868472
IE,2018,112.69194757948536
IE,2019,116.15212011396024
IE,2020,120.02904838222682
IE,2021,122.75679514973534
IE,2022,118.373208450555
IE,2023,117.14936228835104
IE,2024,123.2752311542038
IT,2000,98.812119272393
IT,2001,99.5993242234354
IT,2002,99.148629942615
IT,2003,99.03661713836576
IT,2004,100.1946420589783
IT,2005,100.56749608146684
IT,2006,100.51162412076634
IT,2007,100.74069254253531
IT,2008,100.0
IT,2009,99.7285861064124
IT,2010,100.40424731065212
IT,2011,98.57173015096024
IT,2012,94.23813803958542
IT,2013,93.7807828627604
IT,2014,93.8278686510064
IT,2015,94.72521385305409
IT,2016,95.0906957264751
IT,2017,94.24768434360344
IT,2018,94.65468976787147
IT,2019,95.22446595430706
IT,2020,91.56979027923116
IT,2021,95.92411601899742
IT,2022,91.48352658353294
IT,2023,88.69990575989799
IT,2024,90.6056793352212
LT,2000,48.71652198215611
LT,2001,52.952981328977486
LT,2002,57.32800293163215
LT,2003,63.24350583484273
LT,2004,70.06435662809194
LT,2005,77.87976047163666
LT,2006,90.60408870643955
LT,2007,97.65508089993266
LT,2008,100.0
LT,2009,87.09905666098206
LT,2010,85.93095814565832
LT,2011,87.6063854453018
LT,2012,88.45330267498699
LT,2013,92.12939906332304
LT,2014,96.1467413709162
LT,2015,102.40933778793736
LT,2016,108.09185808001982
LT,2017,114.14872744274037
LT,2018,120.1464302213988
LT,2019,129.918854996296
LT,2020,137.05377752346047
LT,2021,146.446786938951
LT,2022,137.51121257270896
LT,2023,141.8243448491829
LT,2024,150.7252078272531
LU,2000,96.68086002368332
LU,2001,97.41097768835805
LU,2002,99.2712637739395
LU,2003,98.03302904912783
LU,2004,98.44003300766154
LU,2005,98.81828517813769
LU,2006,99.9499387797518
LU,2007,101.40762522217912
LU,2008,100.0
LU,2009,101.471597341792
LU,2010,100.56370609733716
LU,2011,100.6938095883392
LU,2012,99.105915347901
LU,2013,100.43862764742455
LU,2014,101.80356691726688
LU,2015,103.3865064078232
LU,2016,104.03092369494098
LU,2017,105.03634854043678
LU,2018,106.27780459311496
LU,2019,106.49429248150288
LU,2020,107.6396808951334
LU,2021,109.53385420133144
LU,2022,105.79516220181502
LU,2023,110.52777219970734
LU,2024,111.84777585108463
LV,2000,60.44070774431302
LV,2001,61.24283637560911
LV,2002,60.52607254394526
LV,2003,59.78516858571048
LV,2004,62.26650795006139
LV,2005,70.27057322097797
LV,2006,80.79543267047892
LV,2007,98.26625900049964
LV,2008,100.0
LV,2009,85.9283607329297
LV,2010,80.8914785002911
LV,2011,79.85513289972225
LV,2012,84.94693037513098
LV,2013,89.24795198052522
LV,2014,95.77595596442043
LV,2015,102.90304430887782
LV,2016,109.84634245189712
LV,2017,114.67735349999298
LV,2018,120.315959436829
LV,2019,123.21829838074412
LV,2020,126.49390850329468
LV,2021,131.79104863502414
LV,2022,127.13277122274069
LV,2023,123.2916769126522
LV,2024,134.41262526482043
MT,2000,97.44943352872676
MT,2001,101.37914600751
MT,2002,100.1974855692404
MT,2003,97.4219500739991
MT,2004,96.77996535316828
MT,2005,95.90548768033162
MT,2006,97.9843104693148
MT,2007,100.24747121180596
MT,2008,100.0
MT,2009,99.94327761667432
MT,2010,102.70640723676124
MT,2011,104.14217058072671
MT,2012,104.24649765563
MT,2013,105.6500249522678
MT,2014,107.94116855021424
MT,2015,112.36613962015431
MT,2016,115.36599539545948
MT,2017,118.76002392906555
MT,2018,125.2071044655801
MT,2019,127.89980411358498
MT,2020,128.6914247934444
MT,2021,134.6735778766702
MT,2022,134.9315698397314
MT,2023,130.87671040530833
MT,2024,137.47978884971317
NL,2000,96.7854040934839
NL,2001,94.77709694848008
NL,2002,95.10088518515148
NL,2003,96.01555371504794
NL,2004,97.58707841719657
NL,2005,97.24238339496038
NL,2006,97.021171281414
NL,2007,98.23355749562737
NL,2008,100.0
NL,2009,101.49810365295556
NL,2010,101.26805539250272
NL,2011,100.7346181844076
NL,2012,99.90947292210274
NL,2013,99.22572907951256
NL,2014,100.59473531192684
NL,2015,100.21185177214076
NL,2016,102.05781300443704
NL,2017,101.6467235095125
NL,2018,102.29864064877182
NL,2019,102.69083459724985
NL,2020,105.74017214538694
NL,2021,105.65993300435798
NL,2022,98.1027828995705
NL,2023,99.82207938464728
NL,2024,103.08624127028924
PL,2000,77.32437124263492
PL,2001,88.0798738291735
PL,2002,84.34255561141396
PL,2003,74.6721944656286
PL,2004,71.78084295920895
PL,2005,80.76691635458074
PL,2006,84.37859112466393
PL,2007,89.31419870341733
PL,2008,100.0
PL,2009,80.64876648282024
PL,2010,93.12051126211948
PL,2011,91.72669601690453
PL,2012,90.01223840396528
PL,2013,90.41502033235308
PL,2014,92.64200257416296
PL,2015,95.52772860600152
PL,2016,96.19071557689036
PL,2017,102.44782086424624
PL,2018,108.86846136857052
PL,2019,111.56865506036492
PL,2020,109.26416738130906
PL,2021,105.81938928448145
PL,2022,102.26599643695116
PL,2023,108.81463168514544
PL,2024,125.13783064112502
PT,2000,97.43811608932484
PT,2001,97.21549891652758
PT,2002,97.0837086787692
PT,2003,97.0316724540243
PT,2004,97.75443957303054
PT,2005,100.20710465313572
PT,2006,99.03160152368514
PT,2007,100.01872263838048
PT,2008,100.0
PT,2009,103.32026945044164
PT,2010,104.45634593588414
PT,2011,99.09330823328732
PT,2012,93.51077808311162
PT,2013,96.38071944033216
PT,2014,94.71356522178576
PT,2015,94.44398812027968
PT,2016,94.89148658076066
PT,2017,95.4135790069049
PT,2018,98.38944068817682
PT,2019,103.22729473090988
PT,2020,105.24685053264882
PT,2021,110.40600270672176
PT,2022,107.81542959826984
PT,2023,112.02219528761331
PT,2024,117.32124307111164
RO,2000,91.52754874816328
RO,2001,80.96816779469218
RO,2002,64.04241935806144
RO,2003,58.93531773393321
RO,2004,57.32112459916352
RO,2005,74.55893508777092
RO,2006,80.7885880676893
RO,2007,87.35175229496808
RO,2008,100.0
RO,2009,79.30082568247119
RO,2010,79.56489833815122
RO,2011,75.84442696732279
RO,2012,71.9186836962185
RO,2013,73.72585396494796
RO,2014,76.85468174859139
RO,2015,78.56468180341479
RO,2016,90.76763465605823
RO,2017,101.38725156120276
RO,2018,108.09377984658452
RO,2019,113.1624102958952
RO,2020,112.81607202338222
RO,2021,113.35571986817418
RO,2022,114.82531197134708
RO,2023,125.4950595854648
RO,2024,138.25995750261524
SE,2000,97.49145156095436
SE,2001,90.42184086007232
SE,2002,92.44533230640924
SE,2003,93.95945184715669
SE,2004,96.87089389019133
SE,2005,97.58720745595716
SE,2006,99.44235581508802
SE,2007,103.18714867649253
SE,2008,100.0
SE,2009,90.8293557480706
SE,2010,101.84459412856492
SE,2011,109.44920637082022
SE,2012,116.0902793592401
SE,2013,118.49974262042484
SE,2014,114.96145113613436
SE,2015,113.9500606013154
SE,2016,113.89141841778132
SE,2017,112.16625634717631
SE,2018,107.28955552743084
SE,2019,105.18730734013246
SE,2020,108.14125479393417
SE,2021,114.15967758989792
SE,2022,102.91147862318282
SE,2023,94.73932138077932
SE,2024,97.41124943223365
SI,2000,95.5051966935402
SI,2001,92.98113215446855
SI,2002,90.36783245902257
SI,2003,89.24457139203905
SI,2004,90.69676392725046
SI,2005,93.73832649998604
SI,2006,96.34884002844638
SI,2007,98.43189929554232
SI,2008,100.0
SI,2009,101.0792541481864
SI,2010,102.9558435058209
SI,2011,102.36962767201356
SI,2012,98.58745301862328
SI,2013,97.16626799026947
SI,2014,98.03829518231043
SI,2015,100.2472900102776
SI,2016,103.60504438078718
SI,2017,105.1550638136971
SI,2018,107.26689664768509
SI,2019,111.01037130331268
SI,2020,115.55855152840716
SI,2021,122.27805461373327
SI,2022,117.35656666402372
SI,2023,119.97729537006244
SI,2024,124.94058331537624
SK,2000,59.46362182384013
SK,2001,57.610523474119574
SK,2002,61.388490195950226
SK,2003,62.79063834172522
SK,2004,65.03182286491281
SK,2005,71.12955835401087
SK,2006,76.4919013811876
SK,2007,90.1992146844687
SK,2008,100.0
SK,2009,105.47469402857246
SK,2010,110.55323806017684
SK,2011,108.43931282684603
SK,2012,107.14905441753378
SK,2013,108.40070433924984
SK,2014,110.57268614588246
SK,2015,114.88284114549472
SK,2016,118.017592557656
SK,2017,122.49184704065696
SK,2018,126.52538856890804
SK,2019,131.36999554148787
SK,2020,133.69478901806963
SK,2021,139.05495063677543
SK,2022,131.35240221945284
SK,2023,130.6020663724664
SK,2024,136.38597838890416
